,content
4804,The government of India has imposed a lockdown for a period of 21 days to contain COVID-19 Pandemic.
4805,"The Ministry of Shipping on 24th March, 2020 issued an advisory to all Major Trusts for invoking ""Force Majeure"" clause on Port activities and Port operations."
4806,"Ministry of Shipping has issued guidelines to Major Ports on Exemptions/Remissions on Exclusions/Exclusions on Penalties, demurrages charges, fee, rentals levied on Port users for any delay in Berthing/Loading/Unloading operations or evacuation/arrival of cargo caused due to lockdown measures from 22nd March, 2020 to 14th April, 2020. Major Ports can extend the completion of projects under implementation in PPP mode or otherwise."
4807,Shipping Lines advisednot to impose container detention charges on import and export shipments at Ports
4808,"The Ministry of Shipping has advised shipping lines not to impose any container detention charges on import and export shipments for the period from 22nd March, 2020 to 14th April, 2020."
4809,The Advisory will help in smooth functioning of trade and maintenance of supply chain in the country.
4810,Shri Mansukh Mandaviya reviews preparedness and activities of all Major Ports to deal with COVID-19 outbreak
4811,"In connection with the COVID-19 outbreak, Minister of State (I/C) for Shipping Shri Mansukh Mandaviya today reviewed situation at all major ports regarding cargo handling, SOP, payment to casual labourers, etc., through video conferencing, with all the Chairpersons of ports and Director General, Shipping in this pandemic situation."
4812,The Ministry of Shipping has prepared Standard Operating Procedures (SOP) to be adhered at all ports to fight against COVID-19.
4813,The Ministry of Shipping has identified 58 projects involving a cost of Rs. 49950 crore for infrastructure augmentation and development at major ports upto FY 2025.
4814,"Three days ‘Chintan Baithak’ was held from 28th February to 1st March, 2020 at Mahabalipuram. Discussions on improving the performance of the Major Ports, strengthening of Major Ports to directly compete with private or non-major ports, port modernisation, implementing e-governance, developing India as a trans-shipment hub, and Vision-2030 for Maritime Sector were held."
4815,The government has taken several steps to boost cargo movement in Indian shipping industry.
4816,The revamped port community system PCS1x is expected to connect and provide real-time information to stakeholders.
4817,The minister of state for shipping has resigned.
4818,Use of Waterways for Reducing Cost of Transportation
4819,Significant savings are expected by using Inland Water Transport (IWT) mode of transport.
4820,National Waterways are operational.
4821,IWAI is implementing the Jal Marg Vikas Project (JMVP) worth Rs.5369.18 crore for capacity augmentation of navigation on the Haldia-Varanasi stretch of Ganga with technical assistance of the World Bank. Other projects worth about Rs.1800 crore have been awarded.
4822,The fairway development works in Vijayawada-Muktyala stretch of river Krishna in Andhra Pradesh have been completed.
4823,"Details of shipping and navigation activities initiated on 8 viable new NWs, State-wise,are at Annex."
4824,Details of 8 new National Waterways on which development activities have been initiated.
4825,The development of NW-16 from Silchar to Bhanga has begun.
4826,The initial development process has been completed as per requirement.
4827,The development of North Wards (NWs) in Goa at an estimated cost of Rs.22.65 crore has begun.
4828,Installation of floating jetties amounting to Rs.11.33 crore on river Mandovi and on river Chapora on EPC basis has been taken up.
4829,6. Alappuzha – Kottayam – Athirampuzha Canal (NW-9) in Kerala
4830,Waterway is already operational for ferry services. Night navigation facilities have been installed. The maintenance scheme for development at a cost of Rs.0.82 crore will be executed during 2019-20.
4831,7. River Rupnarayan (NW-86) in West Bengal.
4832,The waterway costing Rs. 24.00 crn is operational.
4833,8. Sunderbans Waterways (NW-97) in West Bengal.
4834,Waterway connecting India and Bangladesh is being developed at Hemnagar.
4835,This information was given by the Minister of State for Shipping(I/C)Shri Mansukh Mandaviya in the Rajya Sabha today in a written reply.
4836,Shri Mansukh Mandaviya visits ROPAX Service & terminal at Bhaucha Dhakka in Maharashtra 
4837,ROPAX Service from Bhaucha Dhakka to Mandwa commences todayPeople can now travel in their cars directly on to ROPAX vessel
4838,"Shri Mansukh Mandaviya, Minister of State for Shipping visited ROPAX service at Bhaucha Dhakka and ROPX terminal. He praised waterways as a mode of transportation and said that it will prove as a catalyst for local economy."
4839,"ROPAX service is a water transport service project aimed at reducing travel time, vehicular emission and traffic on the road from Mumbai to Mandwa."
4840,ROPAX ferry service is being launched from Bhaucha Dhakka (Ferry Wharf) to connect the Mumbai Port Trust and Maharashtra Maritime Board.
4841,ROPAX Vessel M2M -1 was built in Greece in September 2019. It can carry 200 cars and 1000 passengers at a time. It has a ramp on both sides. People can travel directly on to the ROPAX vessel. It is capable of operating even in Monsoon season.
4842,ROPAX service will reduce road traffic from Mumbai to Alibag/Goa.
4843,Shri Mansukh Mandaviya to inaugurate tomorrow 5 Projects under JNPT Mumbai
4844,Shri Mandaviya will also inaugrate Ro-Pax Terminal & Ro-Pax Ferry Vessel along with chief minister of Maharashtra at Mandwa
4845,The Minister of State (I/C) for Shipping and Chemical & Fertilizers Shri Mansukh Mandaviya will inaugurate tomorrow the 5 projects completed under JNPT at JNPT Mumbai.
4846,"Beginning his schedule at 12 noon, minister will visit JNPT and inaugurate the following projects:"
4847,Construction of Flyover at Y junction near PUB at JNPT 
4848,Augmentation of 220/33KV Master Unit Sub Station and 
4849,"In the morning of 15th March at 11.30 AM, Shri Mandaviya will also inaugurate the Ro-Pax Ferry Vessel and its Terminal in the presence of CM of Maharashtra Shri Uddhav Bal Thackeray at Mandwa in Maharashtra"
4850,Mandwa Port (Tal.Alibag) serves as a port on the coast of Maharashtra. About 15 million passengers commute by catamarans and launches from Gateway of India to Mandwa and then to Alibaug and other places in Raigad district.
4851,The use of Gateway of India-Mandwa Waterway to reach Alibaug reduces journey times by up to 4%.
4852,"The government has decided to start RO-Pax ferry service from Ferry Wharf, Mumbai to Mandwa."
4853,The Ro-Pax jetty and terminal facilities developed at Ferry Wharf and Mandwa was a joint venture by Mumbai Port Trust and Maharashtra Maritime Board.
4854,Mumbai Port Trust and Maharashtra Maritime Board have completed works costing 135.29 crores.
4855,MMB and MbPT signed agreements for operating Ro-Pax ferry service and terminal at Mandwa.
4856,ROPAX Vessel M2M-1 was built in Greece in September 2019. It can carry 200 cars and 1000 passengers at a time. It has a speed of 14 knots and can cover a distance from Ferry Wharf to Mandwa in 45 minutes to 1hr. It will reduce road traffic travelling to Alibaug/ Goa.
4857,The government launched the Sagarmala programme to promote port-led development in India.
4858,"Sagarmala Programme was approved by the Union Cabinet in March 2015 and the National Perspective Plan was prepared by the Ministry of Shipping on 14th April 2016. There are 500 projects identified at an estimated infrastructure investment of Rs. 3.55 Lac Crore across all the pillars. Out of these, 143 projects have been completed, 190 are under implementation, and the remaining 167 are expected to be completed within 2035."
4859,"Implementation of these projects arebeing done by the Central Line Ministries, State Governments / Maritime Boards and SPVs preferably through the private sector and through the Public Private Participation (PPP) wherever feasible.Project theme-wise summary of projects under Sagarmalais given in the Table below:"
4860,Ministry of Shipping has taken numerous initiatives for unlocking potential of waterways which is enclosed at Annex-I
4861,Initiatives under Sagarmala Programme to unlock the potential of Waterways
4862,"Ministry of Shipping has notified licensing relaxation to foreign flag vessels for carrying transshipment containers, empty containers, fertilizers and agricultural, fisheries, animal husbandry and horticultural commodities on coastal routes."
4863,"The licensing Relaxation for coastal shipping to special vessels such as Ro-Ro, Hybrid Ro-Ro, Ro Pure Car Carriers, Pure Car and Truck Carriers, LNG Vessels and Over-dimensional or Project Cargo is extended till 2021."
4864,"Under coastal berth scheme, financial assistance up-to 50% of total project cost or maximum funding limit can be provided to the implementing agency for creation of infrastructure to promote movement of cargo/passengers by sea/National Waterways."
4865,"A study has been conducted in association with Asian Development Bank to prepare a perspective plan for coastal shipping and an action plan has been formulated under the topics of policy interventions, infrastructure interventions and process interventions is being implemented by the Ministry of Shipping."
4866,Minimum 40% discount is offered by major ports on vessel and cargo related charges to coastal vessels.
4867,"To promote inland water transport (IWT) in the country, 111 (including 5 existing and 106 new) National Waterways (NWs) have been declared under the National Waterways Act, 2016."
4868,"NW-I (Ganga-Bhagirathi-Hooghly river system from Allahabad to Haldia), NW-2 (River Brahmaputra from Dhubri to Sadiya, Assam, NW-3 (West Coast Canal from Kottapuram to Kollam, and NW-10 (river Amba) are operational and vessels are plying on them."
4869,"Feasibilities studies have been completed by the Inland Waterways Authority of India (IWAI) for 106 new NWs and based on the outcome of feasibility studies and Detailed Project Reports (DPRs), 20 new NWs were found feasible for development of shipping and navigation in addition to 5 existing NWs, on which development activities are already ongoing."
4870,"The Ministry of Shipping / IWAI is implementing the Jal Marg Vikas Project (JMVP) at an estimated cost of Rs. 5369.18 crore. It includes construction of multimodal terminals at Varanasi, Sahibganj & Haldia, Ro-Ro terminals, fairway development navigational lock at Farakka, channel marking systems and others."
4871,Fairway development work in Vijayawada-Muktyala stretch of river Krishna in Andhra Pradesh has been completed. Construction of floating pontoons and land acquisition for fixed terminals is ongoing.
4872,This information was given by Minister of State (Independent Charge) for Shipping Shri Mansukh Mandaviya in a written reply to the Loksabha today.
4873,Major Port Authorities Bill 2020 Introduced in The Loksabha
4874,Major Port Authorities Bill 2020 was introduced in the Loksabha by the minister of state for shipping.
4875,"The Union Cabinet has approved the proposal of the Ministry of Shipping to replace the Major Port Trusts Act, 1963 with the Bill, 2020."
4876,"The Ministry of Shipping introduced the official amendment to the Bill in the Lok Sabha in 2018, but the Bill lapsed after the dissolution of previous Lok Sabha."
4877,The Major Port Authorities Bill 2020 aims to decentralize decision making and improve professionalism in governance of major ports.
4878,The Major Port Authorities Bill 2020 has been prepared after extensive consultation with stakeholders and Ministries/ Departments.
4879,"The Bill is more compact in comparison to the Major Port Trusts Act, 1963 as the number of sections has been reduced to 76 from 134 by eliminating overlapping and obsolete Sections."
4880,The new Bill proposes to reduce the size of the Board of Port Authority from 17 to 11 members to strengthen decision making and strategic planning. It proposes to include representatives of the State Government and employees of the Major Port Authority.
4881,Port Authority has been given new powers to fix tariff which will act as a reference tariff for bidding for PPP projects. The Board of Port Authority has also been delegated the power to fix the scale of rates for other port services and assets including land.
4882,"An Adjudicatory Board has been proposed to be created to carry out the residual function of the erstwhile TAMP for Major Ports, to look into disputes between ports and PPP concessionaires, to review stressed PPP projects and suggest measures to review stressed PPP projects and suggest measures to revive such projects and to look into complaints regarding services rendered by the ports/ private operators operating within the ports would be constituted."
4883,The Port Authority has been granted full powers without prior approval of the Central Government.
4884,The Board of each Major Port shall create a specific master plan for development or infrastructure within the port limits and land appurtenant within its boundaries.
4885,Provisions of CSR & development of infrastructure by Port Authority have been introduced.
4886,Provision has been made for safeguarding the pay & allowances and service conditions including pensionary benefits of the employees of major ports and Tariff of Major Ports.
4887,Ministry of Shipping issues Standard Operating Procedure (SOP) to handle Coronavirus (Covid-19) for International Cruise Ships at Major Ports of India
4888,"The following SOPs shall be in place with immediate effect for all international cruise ships, who had planned and intimated their call to Major Ports of India in advance:"
4889,"Only those international cruise ships which had planned and intimated their call to an Indian Port not later than 1st January, 2020 will be allowed to call on such port."
4890,"Any international cruise ship or any member of its crew or any passenger with a travel history of visiting countries affected by the novel coronavirus will not be allowed to enter Indian port till 31st March, 2020."
4891,International cruise ships will be allowed only on the ports having thermal screening facilities for passenger and crew.
4892,The Shipping Agent/Master of Vessel must submit all documents related to crew and passengers regarding their travel to/from the COVID-19 affected countries.
4893,The updated information on COVID-19 shall be provided to each international cruise vessel as per guidelines of Ministry of Health & Family Welfare.
4894,All passengers and crew members will have to fill the Self Reporting Form as prescribed by MoH&FW (copy attached at Annex-1) and submitted to PHO.
4895,"Port Health Officer will carry out thermal screening of all the passengers and crew members on board ship. Until clearance by PHO, passengers will not be allowed ashore."
4896,"If any passengers/crew show symptoms of the disease, they will be quarantined on the ship. Samples of the patient will be collected and sent to designated hospital/lab for testing. If the sample is negative, the passengers and crew will be allowed shore excursion."
4897,The cruise ships must take special measures to prevent coronavirus affected patients from boarding the ships.
4898,"Any cruise guests who have traveled through China, Hong Kong, Iran, South Korea and Italy and other affected countries ( as defined by WHO in their daily reports https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports) in the past 14 days are automatically denied boarding by the cruise lines."
4899,"Any person having contact with anyone within the last 14-days prior to travel who has travel history to mainland China, Hong Kong, Macau, Iran, South Korea, or Italy or any other affected countries is automatically denied boarding."
4900,Mandatory screenings are performed of persons with influenza like illnesses (ILIs) in boarding ports terminals.
4901,All guests onboard have to fill out self-declaration health forms.
4902,"At the check-in counter of the boarding ports, guests' passports are checked for stamps from COVID-19 affected countries."
4903,The passports are double checked by cruise vessel personnel inside the terminal at Boarding ports to ensure nothing is amiss
4904,"All passports are also checked onboard by cruise vessel staff alongside Indian Immigration Officers, wherever the Immigration Officers boarded in the previous foreign ports for enroute clearance."
4905,The ship should be regularly sanitized.
4906,All cruises carry out daily examination of all passengers for symptoms for COVID-19.
4907,All cruises should have adequate health staff and isolation beds.
4908,Ministry of Shipping reviews preparedness against COVID-19 at all Major and Non- Major Ports of the country
4909,"In the backdrop of increasing number of cases of COVID-19 in India,preparedness of all Major and Non Major ports in India was reviewed today under the chairmanship of Shri Gopal Krishna, Secretary, Ministry of Shipping."
4910,Secretary met with the Chairpersons of all major and minor ports and officials of State Maritime Boards via video conferencing.
4911,The Secretary of State for Shipping has issued instructions to all ports to take special precautions against COVID-19.
4912,"All ports have been directed to provide thermal scanners and necessary protective gears. So far, 16076 passengers from 452 ships have been screened at various major and non-major ports."
4913,"Senior officials of the Ministry of Health and Family Welfare present during this review meeting, explained to the all concerned port authorities regarding the thermal screening process, detailed health check-up of crew and setting up of quarantine facilities in coordination with respective local medical authorities."
4914,Promoting Inland Waterways in The Country
4915,"The National Waterways Act, 2016 provides for inland waterways."
4916,The details of projects initiated on National Waterways by the Inland Waterways Authority of India (IWAI) are as under:
4917,"(i) National Waterway (NW)-1 (Ganga-Bhagirathi-Hooghly river system from Allahabad to Haldia), NW-2 (River Brahmaputra from Dhubri to Sadiya in Assam), NW 3 (West Coast Canal from Kottapuram to Kollam) and NW-4 (Udyogmandal and Champakara Canals) are operational."
4918,"At present, cargo volume of 72.31 million tonnes per annum is being transported on the above operational NWs."
4919,(i) Government of India has taken up implementation of the Jal Marg Vikas Project (JMVP) at an estimated cost of Rs. 5369.18 crore for capacity augmentation of navigation on National Waterway-1 (NW-1) on the Haldia – Varanasi stretch of Ganga-Bhagirathi-Hooghly River System.
4920,(ii) Fairway development works in Vijayawada - Muktyala stretch of river Krishna in Andhra Pradesh have been completed.
4921,(iv) Feasibility studies have been completed for 106 new North Wards (NWs). 20 new NWs are technically feasible for development of shipping and navigation. 10 of them are in State-wise.
4922,The details of expenditure by IWAI on development of NWs in the last 5 years are given below:
4923,Expenditure as Grants – in Aid (GBS)/Extra Budgetary Resources (EBR)
4924,This information was given by the Minister of State for Shipping to the Lok Sabha today.
4925,Steps Taken For Prevention and Control of Pollution From Ships
4926,Following Steps have been taken for prevention and control of pollution arising from ships in the seaand in the inland waterways:
4927,"The provision of Prevention and Containment of Pollution of the Sea by Oil is applicable to all ships registered under the Merchant Shipping Act, 1958."
4928,"The Rules developed by Central Government under the Power granted by Section 356E of Merchant Shipping Act, 1958 is to deal with pollution of seas from ship-generated pollution sources."
4929,"Ships are subjected to initial inspection once they are constructed. Once put into operation, they are subject to periodic inspections."
4930,"Surprise inspections are also conducted by Surveyors stationed at various Mercantile Marine Department on Indian and Foreign Flag vessels through powers granted under Section 356G [Power of Surveyor to board a ship (Indian or Foreign) to verify compliance to rules made under Section 356 E] of the Merchant Shipping Act, 1958."
4931,The ships contravening the requirements are detained until the non-compliances are rectified and a detention fees is imposed.
4932,"To prevent ships contravening the Regulatory requirements for operational necessity, Section 356 I in the Merchant Shipping Act, 1958 to enable ports to provide reception facilities at ports in order to receive ship generated wastes."
4933,"The DGS as a proactive measure and also being custodian of Merchant Shipping Act, 1958 has developed a centralized online portal called “SwachhSagar” for request and provisioning of waste reception facilities."
4934,Sulphur content of fuel used on board ships should not exceed 0.5% mass/mass from 1 January 2020. The Directorate General of Shipping has issued Engineering Circular 02 implementing the same on Indian Ships and foreign ships coming to Indian ports.
4935,"With respect to prevention and control of pollution in inland-waterways, the Inland Waterways Authority of India (IWAI) regulates the same through the State Maritime Authorities concerned."
4936,India has signed the International Convention for the Prevention of Pollution from Ships.
4937,Details of Ratification of these Annexes are as below:
4938,Regulations for the Prevention of Pollution by Oil
4939,Regulations for the Control of Pollution by Noxious Liquid Substances in Bulk
4940,Prevention of Pollution by Harmful Substances Carried by Sea in Packaged Form
4941,Prevention of Pollution by Sewage from Ships
4942,Prevention of Pollution by Garbage from Ships
4943,Prevention of Air Pollution from Ships
4944,The minister of state for shipping sends a written reply to the Lok Sabha.
4945,JNPT will develop port at Vadhavan in Maharashtra on landlord model.
4946,The project will be financed through a blend of equity and debt. The SPV will provide equity and raise debt from multilateral financial institutions.
4947,The Project has been planned to be completed in two phases. First phase is planned for operation in five years.
4948,The minister of state for shipping replied to the Lok Sabha today in a written reply.
4949,‘Chintan Baithak’ - Ports Review Meeting with Chairpersons of All Major Ports of India Concludes 
4950,"While Striving to Match International Standards, Indian Ports Should be ‘Smart, Sustainable and Safe’: Shri Mansukh Mandaviya "
4951,"Minister of State for Shipping Mansukh Mandaviya chaired three day Ports Review Meeting in Mamallapuram, Tamilnadu."
4952,"In ‘Chintan Baithak’, detailed contemplation on various matters for improving the performance of the Major Ports, strengthening Major Ports to directly compete with private or non-major ports,port modernisation,implementing e-governance to make ports faceless and paperless, developing India as ‘trans-shipment hub’ and Vision-2030 for Maritime Sector was done."
4953,"The Vice President of India, M Vankaiah Naidu, is visiting Chintan Baithak, a conference on developing infrastructure at ports."
4954,"Shri Mansukh Mandaviya, the Minister of Shipping, chaired the Chintan Baithak on behalf of the Indian Ports. He was impressed with the performance of Indian Ports and their management. He assured all necessary support for the development of the Ports."
4955,"""Apprentices will continue to get their full stipend during COVID-19 Lockdown”: Dr MahendraNathPandey"
4956,All establishments shall pay full stipend as applicable to the apprentices engaged under both designated and optional trade
4957,Reimbursement of stipend to establishments under NAPS shall be paid by the Government for the lockdown period as per the NAPS guidelines
4958,All establishments under designated and optional trade and under National Apprenticeship Promotion Scheme will pay full stipend to apprentices engaged with them.
4959,"Apprentices Act, 1961 and the Apprenticeship Rules under it state that if a trade apprentice is unable to complete the period of apprenticeship training due to strike or lockout or layoff in an establishment where he is undergoing training and is not instrumental for the same, the period of his apprenticeship training shall be extended for a period equal to the period of strike or lockout or layoff, as the case maybe, and shall be paid stipend during the period of such strike or lockout or layoff or for a maximum period of six months, whichever is less."
4960,"Mahendra NathPandey, Union Minister of Skill Development and Entrepreneurshipexpressed his views on the issue of COVID-19 lockdown."
4961,The National Apprenticeship Programme plays a large part in the task of up-skilling India's workforce.
4962,Ministry of Skill Development and Entrepreneurship readies all NSTIs to be used as quarantine centres for COVID-19
4963,MSDE employees to contribute at least one day salary to OM cares Fund
4964,All national skill training institutes and their hostels across the country will be turned into quarantine/ isolation facilities to fight the novel coronavirus.
4965,MSDE has provided the Ministry of Health and Family Welfare with a list of around one lakh healthcare personnel who have been trained in various healthcare skills under the Skill India Mission.
4966,A list of 2000 health care trainers and more than 500 health care assessors has been shared with MoHFW.
4967,"Further, the personnel of the Ministry have also decided to contribute at least minimum one day salary to the PM CARES fund, to aid the Government’s efforts to fight the corona virus pandemic."
4968,The minister responsible for Skill Development and Entrepreneurship has asked all regional directors of NSTIs to cooperate with State Government authorities in providing facilities to treat people infected with novel coronavirus.
4969,NSTIs trained nearly one million people in various job roles.
4970,Emergency Medical Technician (Basic): 989
4971,"The Ministry of Skill Development and Entrepreneurship aims to improve employability of skills. Since its inception, the MSDE has undertaken significant initiatives and reforms. It has launched new programs and schemes. PradhanMantriKaushalVikasYojana (PMK) is its flagship programme."
4972,National Policy on Skill Development
4973,"The second National Policy for Skill Development and Entrepreneurship, 2015 was notified on July 15, 2015. It aims to provide an umbrella framework for all skilling activities being carried out within the country and link them to common standards and link skilling with demand centres. It also seeks to coordinate and strengthen factors essential for growth of entrepreneurship across the country."
4974,The Policy is effective.
4975,"Launching of the Pradhan Mantri Kaushal Vikas Yojana (PMKVY), for imparting short-term skill training to the youth; "
4976,Notification of common norms for bringing about uniformity and standardization in implementation of various skill development schemes by different Central Ministries/Departments; 
4977,II. Setting up of Sector Skill Councils (SSC) as industry-led bodies to develop National Occupation Standards (NOSs).
4978,The implementation of the SANKALP project is being supported by the World Bank.
4979,"Implementation of Skills Strengthening for Industrial Value Enhancement (STRIVE) scheme, a World Bank assisted project launched with the objective of improving the relevance and efficiency of skills training provided through Industrial Training Institutes (ITIs) and apprenticeships;"
4980,"VI. Launching of Skill India Portal to provide information of trainees, training providers and trainers."
4981,"Mobilisation/ outreach activities through Kaushal/Rozgar Melas, Skills Career Counselling Scheme in making skilling aspirational."
4982,The minister of state for Skill Development and Entrepreneurship has said that the government will provide financial assistance to start-ups.
4983,Development of Entrepreneurship in the Country
4984,The pilot scheme aimed at creating an enabling ecosystem for entrepreneurship is being implemented in 10 States and 2 Union Territories.
4985,"In order to promote entrepreneurship among India’s youth, a National Entrepreneurship Awards Scheme (NEAS) was instituted in 2016. Under the scheme, awards are conferred to aspiring first generation entrepreneurs including women and those individuals/organisations who are working towards the development of the entrepreneurial development."
4986,The government of India launched a pilot project to support women entrepreneurs.
4987,The Government is providing financial assistance in form of loan to entrepreneurs under various schemes.
4988,The minister of state for Skill Development and Entrepreneurship has said that the government will provide financial assistance to start-ups.
4989,The government of India is implementing its flagship scheme Pradhan Mantri Kaushal Vikas Yojana (PMKVY) aimed at providing skill development to one crore people across the country.
4990,Start-up India is a flagship initiative of the Government of India aimed at promoting start-up culture and build a strong and inclusive ecosystem for innovation and entrepreneurship.
4991,"Under PMKVY (2016-20), training in English, Employability & Entrepreneurship (EEE) module of 155 hours is being imparted in addition to core curriculum of course. TPs provide support for entrepreneurship development through facilitating bank linkages and providing guidance and mentoring support. PMKKs are designated as Hand Holding Agencies for MUDRA loans on SIDBI."
4992,"Under Stand-up India, assistance to Startups includes setting up Fund of Funds for Startups’ (FFS) at SIDBI for providing fund support for Startups, relaxed norms in Public Procurement for Startups, Tax incentives, Legal Support and Fast-tracking Patent examination at Lower costs, Self-Certification based Compliance Regime, Setting up of Incubators and Tinkering Labs, etc."
4993,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
4994,Loan for Skill Development for Poor and Backward Classes
4995,"The government of India launched the Skill Loan Scheme on July 15, 2015 to provide loan facility to aspirants wanting to do skill development courses aligned to National Skill Qualification Framework (NSQF)."
4996,"Any Indian National who has secured admission in a course run by Industrial Training Institutes (ITIs), Polytechnics or in a school recognised by Central or State education Boards or in a college affiliated to recognised university, training partners affiliated to National Skill Development Corporation (NSDC) Sector Skill Councils, State Skill Mission, State Skill Corporation can avail loan for the purpose."
4997,No processing fee is charged by Banks.
4998,"The course offers a loan of up to Rs.150,000/ depending on the course and repayment period."
4999,Simple rate of interest @ 11% and 12% per annum is charged during the period of study.
5000,No specific restriction with regard to age.
5001,Risk of banks covered through Credit Guarantee Fund Scheme for Skill Development (CGFSSD)
5002,"Under the scheme of CGFSSD, interest rate to be charged by Member Lending Institution (MLI) should not be more than 1.5% per annum over Base Rate."
5003,Borrower must enter into an agreement with National Credit Guarantee Trustee Company (NCGTC) for providing guarantee against default in repayment of the loan extended by lending institutions.
5004,The fund shall provide guarantee cover to the extent of 75% of the amount in default.
5005,The loan is sanctioned without any collateral security or third party guarantee.
5006,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
5007,The pilot scheme aimed at creating an enabling ecosystem for entrepreneurship is being implemented in 10 States and 2 Union Territories.
5008,"MSDE in collaboration with GIZ, Germany has launched a pilot project to support women entrepreneurs in India."
5009,"The National Entrepreneurship Awards Scheme (NEAS) was instituted in 2016. It awards first generation entrepreneurs, eco-system builders and women entrepreneurs."
5010,The government is providing financial assistance in form of loan to entrepreneurs.
5011,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
5012,Skill Development Centres in Every Distict
5013,"Ministry of Skill Development and Entrepreneurship promotes establishment of model and aspirational skill centres known as Pradhan Mantri Kaushal Kendra (PMKK) in every district in the country for imparting skill training in the districts. As on 17.01.2020, 812 PMKKs have been established in 707 districts across the country."
5014,"There are provisions for involvement/consultation of public representatives including MLAs/MPs for skill activities such as Kaushal Melas, Rozgar Melas and RPL’s camp inauguration."
5015,The minister of state for Skill Development and Entrepreneurship has said that the government will provide financial assistance to start-ups.
5016,SDE Minister Dr. Mahendra Nath Pandey says 40% of 73 lakh candidates trained under PMKVY are women.
5017,Government planning to bring a new ambitious scheme to provide world level skillsSkill India celebrates women achievers who have braved odds
5018,Ministry of Skill Development and Entrepreneurship organised an event in New Delhi in connection with International Women’s Day. The winners of various competitions in institutes under the Ministry were felicitated.
5019,"The Minister for Skill Development and Empowerment, Dr.MahendraNath Pandey, congratulated women achievers on their achievements."
5020,Dr. Pandey said that training for women is not limited to the traditional fields but also to new age areas required by Industry-4.0. He said that Government is fully committed to women empowerment and the action taken by it under the leadership of Prime Minister Narendra Modi have benefitted the women.
5021,"The Secretary, Ministry of Skill Development and Entrepreneurship, Shri Praveen Kumar, said that nearly 27% of the working force in the country is women. He said that Government is providing 30% reservation for women in ITIs and 18 out of 33 national skill training institutes are exclusively for women."
5022,A large number of women entrepreneurs and those who have undertaken training from various institutes took part in the event organised by the Ministry of Skill Development and Entrepreneurship.
5023,Skill Management Accreditation of Training Centres
5024,There is a process to get the training centre accredited and affiliated to run National Skill Qualification Framework- NSQF aligned job roles.
5025,Registration as a Training Provider.
5026,Desk Assessment of the documents submitted along with the application by an independent agency.
5027,Filing of Centre Accreditation Application Form (CAAF).
5028,"Desk Assessment of the documents, photographs and other details submitted along with the CAAF by an independent agency."
5029,Physical Inspection of the Training Centre by an independent agency (the Government Institutes are exempted from physical inspection basis declaration provided by a Gazetted officer).
5030,The accreditation and affiliation of the aligned sector is determined by the aligned Sector Skill Council.
5031,The Government is not planning any scheme to combine Skill Development and Training Programme run by the State Government and Government Universities under SMART portal. NSDC facilitates onboarding of such centres on SMART.
5032,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
5033,8.16 lakh candidates benefit fromNational Apprenticeship Promotion Scheme
5034,The government of India launched a national apprenticeship promotion scheme aimed at training 50 lakh youth.
5035,Stipend support of 25% of prescribed stipend subject to a maximum of Rs 1500/month per apprentice with employers will be provided.
5036,Sharing of cost of Basic Training: Rs7500/- for a maximum of 3 months or 500 hours in respect of apprentices.
5037,"State/UT- wise, the total number of beneficiaries under NAPS including the state of Tamil Nadu till 25th February,2020 is given in Annexure-I."
5038,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
5039,4.39 lakh candidates trained under Deen Dayal Upadhyaya Grameen Kaushalaya Yojana in 2 years
5040,"Under the DDU-GKY scheme, 4.39 lakh candidates have been trained during 2018-19 and 2019-20, of which 84156 candidates belong to Scheduled Tribes. Under the PMKVY scheme, 49.67 lakh candidates were trained during the 2018-20 and 2019 -20."
5041,The details of funds allocated and released under Deen Dayal Upadhyaya Grameen Kaushalya Yojana (DDU GKY) and Pradhan Mantri Kaushal Vikas Yojana (PMKVY 2.0) during 2018-19 and 2019-20 are at Annexure I.
5042,The details of candidates placed under the scheme DDU-GKY and PMKVY 2.0 are at Annexure II and Annexure III.
5043,Funds allocated and released under Deen Dayal Upadhyaya Grameen Kaushalya Yojana (DDU GKY) and Pradhan Mantri Kaushal Vikas Yojana (PMKVY 2016-20) during 2018-19 and 2019-20.
5044,The State-wise details of candidates placed under the scheme DDU-GKY (2018-20)
5045,The State-wise details of candidates placed under the scheme PMKVY 2.0 (2016-20)
5046,The minister of state for Skill Development and Entrepreneurship has said that the government will take necessary steps to address the shortage of skilled workers.
5047,DEPwD Writes to State Commissioners for PwDs for Implementation of Comprehensive Disability Inclusive Guidelines for Protection and Safety of Divyangjan During Emergency Health Situations due to Covid 19
