,content
480,"Review of the presently notified guidelines to see if the intended purpose(s) of issuing the guidelines have stood the test of time and has met needs of various stakeholders involve The lacunae, if any, shall be specially addressed by the Committee;"
481,Any issues related or incidental to the subject;
482,"To make recommendations on way forward for robust, transparent and accountable rating system in India; and"
483,Any other related issues assigned by MIB from time to time.
484,The Committee will submit its report to the Minister for Information & Broadcasting within two months.
485,Prasar Bharati signs MoU with Bhaskaracharya National Institute for Space Applications and Geo-Informatics
486,"Prasar Bharati and Bhaskaracharya National Institute of Space Applications and Geo-Informatics signed a Memorandum of Understanding today. Under the ambit of this MoU, 51 DTH education TV channels, including Swaymprabha (22 channels), e-Vidya for classes 1 to 12 (12 channels), Vande Gujarat (16 channels), DigiShala under M/o Electronics and IT (1 channel), shall be available as co-branded channels to all DD FreeDish viewers."
487,"The Government initiative aims to bring quality educational programmes to every household, including those in rural and remote areas. The services will be available free of cost for all the viewers 24x7."
488,Meghalaya moving fast to achieve 100% household tap water connections despite all odds
489,Meghalaya government plans to provide tap connection to all rural homes in the State by 2023.
490,The primary focus under the Mission is to provide potable water of prescribed quality to every family. The local communities should own their own water supply systems.
491,"A team from the National Jal Jeevan Mission visited the State. In the Amsohrhong village, all 74 households have been provided with tap water connections."
492,The team visited Suchenmulieh village in East Jaintia district to hand over the water supply scheme.
493,The team visited villages MawthlongMynsain and Shoryngkhem to assess the progress in providing tap water supply.
494,The team visited villages where tap connections are being provided through convergence with retrofitting of schemes taken up to provide tap connections.
495,The team visited the works being carried out to provide tap water connections to all rural households in the State.
496,Innovative Technology infusion for better implementation of Jal Jeevan Mission
497,Multi-Disciplinary Technical Committee of Ministry of Jal Shakti recommends Five Innovative Technologies in Drinking Water & Sanitation to provide Field Level Solutions to States/UTs
498,"The Technical Committee in the Department of Drinking Water and Sanitation, Ministry of Jal Shakti has recommended five innovative technologies for drinking water and two for sanitation."
499,The Ministry of Jal Shakti is seeking innovative proposals online for the Jal Jeevan Mission to provide functional household tap connection to every rural home by 2024.
500,"To address these challenges and to consider and recommend innovative ‘field level solution’ technologies, a multi-disciplinary Technical Committee chaired by the Principal Scientific Adviser to the Government of India with members from NITI Aayog, Department of Science and Technology, Department Bio-Technology, CSIR, DRDO, NEERI, IIT, National Institute of Ocean Technology, States and others was constituted."
501,The selection process for CSIR's new technology development programme has been completed. Five technologies have been selected out of 87 applications.
502,TheFive technologies that have been recommended are:
503,"i.)         Grundfos AQpure, a solar energy based water treatment plant based on ultra filtration"
504,"ii.)        Janajal Water on Wheel, an IoT based electric vehicle based on GPS location to enable delivery of safe water to the doorstep of households"
505,"iii.)       Presto Online Chlorinator, a non-electricity dependent online chlorinator for disinfection of water for removal of bacterial contamination"
506,iv.)       Johkasou technology – an inbuilt packaged black (sewage) and grey water (Kitchen and bath water) treatment system having advanced anaerobic-aerobic configuration that can be installed underground
507,The Committee has rejected FBTec's application.
508,Jal Shakti Ministry celebrates World Toilet Day with Union Minister conferring Swachhata Awards on 20 best performing Districts and holding Sarpanch Samvad with Nine Sarpanches
509,Swachh Bharat Mission transformed India by manifesting into a Jan Andolan under leadership of PM Modi achieving ODF milestone in five years: Shri Shekhawat
510,The 20 best performing districts were honoured with the Swachhata Awards 2020.
511,The second phase of the Swachh Bharat Bima Yojana (SBMG) was launched early this year. The aim of the second phase is to improve access to cleanliness in villages.
512,The SBM Phase 1 awards ceremony was held in the presence of the minister of state.
513,"Shri U P Singh, Secretary, DDWS, Ministry of Jal Shakti, complimented all the states’ SBMG teams for their contribution in Phase 1 of SBMGs. He stressed on the need to sustain the gains of Phase 1 and focus on the goals of Phase 2."
514,The Union Minister met with ODF Plus Gram Panchayats. Sapanches shared their success stories online. A short film was screened.
515,"The 20 awardee districts are: West Godavari and East Godavaari (Andhra Pradesh), Siang (Arunachal Pradesh), Kanker and Bemetara (Chhattisgarh), Vadodara and Rajkot (Gujarat), Bhiwana and Rewari (Haryana), Ernakulam and Wayanad (Kerala), Kolhapur and Nashik (Maharashtra), Kolasib and Serchhip (Mioram), Moga and Fatehgarh Sahib (Punjab), Siddipet and Peddapalli (Telangana), Cooch Behar (West Bengal)."
516,'World Toilet Day' to be celebrated tomorrow under 'Swachh Bharat Mission – Grameen; Union Minister of Jal Shakti to felicitate top Districts/States with ‘Swachhata Puraskar’
517,It is World Toilet Day tomorrow. 
518,"The Swachhata Puraskar Awards ceremony will be held on November 19, 2020."
519,The second phase of SBMG aims to improve the quality of life and reduce waste.
520,Jal Jeevan Mission Implementation in full swing in Punjab; State plans Universal Coverage by 2022 with Special Emphasis on Volumetric Tariff to Minimising Water Wastage
521,Punjab has set a target to provide household tap water to all rural households by 2022. The State has also planned to enable 7.60 lakh household connections in the 2020-21. 
522,Jal Jeevan Mission aims to provide water tap connection to every rural home by 2024.
523,’s Takhni SVS provides tap water connections to all 165 households in the village and to schools and anganwadis. It also supplies water to around 40 households situated at higher elevation.
524,"Tana and Naulakha villages are good examples of community participation for planning, implementation and operation and maintenance of a single village water supply scheme."
525,Punjab collects community contribution for drinking water supply projects.
526,"There are 7,871 villages in Punjab with active community participation in the Operation & Management of their water and sanitation schemes through the Gram Panchayat Water and Sanitation Committee."
527,The State plans to introduce volumetric tariffs for water supply schemes in Punjab.
528,The success stories in these villages of Punjab speak volume of the role of community participation in successful implementation of government programmes.
529,Union Minister for Jal Shakti Presides Over 2nd National Water Awards Prize Distribution Ceremony
530,World needs to come together to face challenges in the water sector same way as the world got together to fight the Covid-19 Pandemic: Shri Gajendra Singh Shekhawat
531,The National Water Awards were inaugurated on 11 November.
532,Shri Shekhawat congratulated the winners of the Water Award on their work towards water conservation.
533,"Shri Shekhawat said that under the Jal Jeevan Mission, the aim is to provide drinking water to all households and generate awareness about water conservation."
534,"The categories in which Awards include Best Village Panchayat, Best Urban Local Body, Best Research/ Innovation/ New Technology, Best Education/ Mass Awareness effort, Best TV show, Best Newspaper, Best School, Best Institution/ RWA/ Religious Organisation, Best Industry, Best NGO, Best Water User Association and Best Industry for CSR Activity."
535,Jal Shakti Ministry is committed to the cause of Jal Samridh Bharat: Shri Rattan Lal Kataria
536,Shri Kataria lauds the Dynamic leadership of Prime Minister Shri Narendra Modi for addressing the water related issues in a holistic and comprehensive manner by establishing the Ministry of Jal Shakti
537,The Minister of State for Jal Shakti congratulated all the winners of the National Water Awards.
538,"Shri Kataria, the Minister of Water Resources, has said that India has a rich heritage where Water has been accorded the status of “God” and it is the source of life on this planet. His ministry has given 87 Lakh pipe connections to rural households in its first year."
539,Shri U.P. Singh said that India is not a water stressed country as it gets more than 1000 mm of rainfall per year. He stressed on the importance of effective management of water. 
540,Shri Anil Joshi congratulated the winners of the Jal Shakti and Jan Shakti Awards.
541,"Welcoming the guests, Shri Rajiv Ranjan Mishra, DG, NMCG apprised the audience about the steps being taken under NamamiGange Programme and said that people's participation is central to the success of Clean Ganga Mission."
542,The winners of the National Water Awards 2019 have been announced.
543,The aim of the National Water Awards is to acknowledge individuals/organizations doing commendable work in the field of water conservation and management.
544,The National Water Awards ceremony was an important step towards government's vision of a ‘Jal Samridh Bharat’.
545,The National Water Awards 2019 was launched in September 2019 on MyGov portal. Central Groundwater Board and CWC screened the applications and selected the winners.
546,Vice President M. Venkaiah Naidu inaugurates the National Water Awards ceremony.
547,Vice President Compliments Prime Minister Shri Narendra Modi for taking various key initiatives like Swachh Bharat Abhiyan and Jal Shakti Abhiyan
548,"The Vice President of India, Shri M. Venkaiah Naidu, has inaugurated the National Water Awards, 2019 ceremony."
549,"The Vice President, Shri Naidu, congratulated Prime Minister Narendra Modi for his various initiatives on water conservation. He stressed the need for a sustained mass media campaign to raise awareness about the importance of water conservation in the country."
550,He said that the policy planners have effectively managed water resources.
551,He said that micro-irrigation practices like drip and sprinkler systems have to be promoted for efficient use of water for agriculture. Watershed development is another area that can spur local economic development.
552,Shri Naidu congratulated the winners of the Jal Shakti Awards for their outstanding work in water conservation.
553,Vision and Devotion of Prime Minister Shri Narendra Modi to create a people's movement for Water Conservation has inspired the entire Nation: Shri Shekhawat
554,The winners of the Water Consciousness Awards were congratulated by the Union Minister for Jal Shakti.
555,Shri Shekhawat said the Prime Minister's initiative to create a people's movement for water conservation has inspired the entire nation.
556,He stressed the need to raise awareness about water conservation and management.
557,"The Minister of State for Jal Shakti, Rattan Lal Kataria, was at the National Water Awards Ceremony."
558,"Shri U.P. Singh, Secretary, Ministry of Jal Shakti, Shri Rajiv Ranjan Mishra, DG, NMCG and a noted environmentalist were present on the occasion."
559,The winners of the National Water Awards 2019 have been announced.
560,"The Best District Award for Revival of Rivers and Water Conservation was given to Ayodhya and Almora in North, Vellore and YSR Kadapa in South, Sangli and Kachchh in West, Bilaspur and Surajpur in East, Northeast, West Tripura (WC) and in Mizoram."
561,The aim of the National Water Awards is to acknowledge individuals/organizations doing commendable work in the field of water conservation and management.
562,The National Water Awards ceremony was an important step towards government's vision of a ‘Jal Samridh Bharat’.
563,The National Water Awards 2019 was launched in September 2019 on MyGov portal. Central Groundwater Board and CWC screened the applications and selected the winners.
564,"The National Water Awards 2019 will be held on 11th and 12th November, 2020. The award winners will be presented with citation, trophy and cash prize."
565,The National Water Resources Action (NWA) is an annual event held to highlight the good work and efforts of people and organisations in conservation and water resources.
566,"The National Water Awards 2019 was launched in September, 2019 through MyGov portal and CGWB email. A total of 1112 valid applications were received by the end of deadline i.e. 31st December, 2019. Shri Shashi Shekhar, former Secretary, DoWR, RD & GR, chaired the Jury Committee. 98 winners were selected in 16 categories - Best State, Best District, Best Village Panchayat, Best Urban Local Body, Best Research/ Innovation/ New Technology, Best Education/ Mass Awareness effort, Best TV show, Best Newspaper."
567,"Venkaiah Naidu, Vice President of India, will inaugurate the awards distribution ceremony on the first day of the festival, 11th November 2020. Hon’bleMinister for Jal Shakti, Shri Gajendra Singh Shekhawat, and Hon'ble Minister Rattan Lal Kataria will be present on the occasion."
568,"On the first day of the two-day event, on 12th November 2020, Shri Prakash Javadekar, Hon’bleMinister of Environment, Forest and Climate Changewill be the Chief Guest. Hon'ble Minister for Jal Shakti, Gajendra Singh Shekhawat, and Shri Rattan Lal Kataria will also be present. Anil Joshi, Padma Awardee, will be a special guest on both the days."
569,"National Water Awardees, delegates and the audience will be joining LIVE through virtual platform."
570,Sarpanch changes the face of water management in village under Jal Jeevan Mission
571,"After retirement, Paramjeet decided to settle in his native village, Kothal Khurd in Mahendragarh, Haryana to fight for clean, potable water there."
572,Many houses in villages in Pakistan have no regular supply of water.
573,Paramjeet got inspiration from the Jal Jeevan Mission (JJM) when he was elected as a village sarpanch.
574,There are problems with water supply in the area.
575,Jal Jeevan Mission aimed at improving water management in a village in Haryana.
576,"Youths of the village were roped in for awareness campaign to sensitize the community, school children and bring about social and behavioral change. With their help, 200 new connections have been provided and 345 connections installed."
577,"Kothal Kurd village in Mahendragarh has improved the ground water level by building a recharge pond. In January 2020, the Commissioner felicitated Kothal Khurd village under Mera Gaon Swachh Gaon for the work carried out under water management."
578,Jal Jeevan Mission aims to provide potable water to all villages in India.
579,"Further, it is expected that village community will be able to identify issues and challenges, and also steps to be taken to address those issues and use all available resources available in the village like MNREGA, JJM, SBM (G), 15th FC grants to PRIs, DMDF, MP/ MLA Local Area Development fund, CSR funds, community contribution, etc."
580,"Involvement of the local community in planning, execution and operation and maintenance in villages like Kothal Khurd is an example how the bottom up approach with active involvement of people yield results in terms of delivery of services."
581,Second National Water Awards to be conferred on 11th and 12th November to commend efforts of those working in the field of water resources conservation and management
582,"Ministry of Jal Shakti, Department of Water Resources, River Development and Ganga Rejuvenation is organising the 2nd National Water Awards 2019 Distribution Ceremony on 11th and 12th November, 2019."
583,The National Water Action Network (NWA) is an annual event that brings together people and organisations working for water conservation and management.
584,The National Water Awards 2019 is awarding the participants 98 number of awards in 16 categories. 
585,"Venkaiah Naidu, Vice President of India, will be the Chief Guest on the first day of the first week of November 2020. Minister for Jal Shakti, Shri Gajendra Singh Shekhawat, and Minister of State for Jalleshwar, Rattan Lal Kataria will also be present on the occasion."
586,"On the first day of the conference, on 12th November 2020, Shri Prakash Javadekar, Minister of Environment, Forest and Climate Changewill be the Chief Guest. Minister for Jal Shakti, Gajendra Singh Shekhawat, and Rattan Lal Kataria will also be present."
587,"National Water Awardees, delegates and the audience will be joining LIVE through virtual platform. The event is being organised in HallNo.5 at VigyanBhawan. The award will also be telecast live on the Facebook page @mowrrdgr."
588,Jal Jeevan Mission Reaches Remote Mimey Village of Arunachal Pradesh - Recieves Enthusiastic Community Participation Targeting ‘Har Ghar Jal’ by March 2021
589,"Mimey village in Arunachal Pradesh is famous for its peaceful atmosphere and peaceful people. However, water availability has been a problem for the villagers."
590,"The lady of the house has to fetch water from a small stream to get clean water for drinking and cooking, bathing and washing clothes. The hand pump is dirty and dirty, so she uses it for outdoor cleaning only. During monsoon, the stream gets muddy and turbid. The villagers have to rely on a shallow dug well for their drinking water need."
591,"The flagship program, Jal Jeevan Mission (JJJM) was introduced to the villagers in a gram sabha meeting. The idea of Har Ghar Jalbrought tears of happiness to the people of Arunachal Pradesh. A way forward towards implementing the aim of JJM was discussed."
592,The construction of a water treatment plant and a village water and sanitation committee for JJM have been approved by the Gram Sabha.
593,The scheme for providing water supply to Mimey village has been approved by the state level scheme sanctioning committee and proposed to be completed by March 2021. The villagers have started mobilizing their contribution in the form of labour. 
594,Jal Jeevan Mission aims to provide access to potable water to every rural home of the country by 2024.
595,Grand Challenge for development of “Smart Water Supply Measurement and Monitoring System” – Evaluation of applications underway
596,Digitisation of water supply infrastructure to solve current problems & help tackle future challenges
597,The Jal Jeevan Mission aims to provide Tap Connection to every rural household by 2024. It also requires the use of modern technology to monitor and improve water supply.
598,"C-DAC, Bangalore is the implementing agency of the Grand Challenge to develop a smart water supply measurement and monitoring system. C- DAC will provide technical support for the shortlisted candidates."
599,The challenge received 218 applications from all over India.
600,The evaluation of the applications is currently in progress. Shortlisted submissions will be invited for presentation in front of a Jury.
601,The winner and two runners-up will be awarded Rs. 50 and Rs. 20 Lakh each.
602,This Grand Challenge will harness the vibrant IoT eco-systems of India for creating smart rural water supply eco- system to measure and monitor the service delivery of the water supply in rural areas.
603,Ganga rejuvenation is a continuous task which needs public participation: Union Jal Shakti Minister at Ganga Utsav 2020
604,"Shri Gajendra Singh Shekhawat, Jal Shakti Minister, recalling how the Hon’ble Prime Minister’s call for Aviral and Nirmal Ganga has become a mass movement at the Ganga Utsav 2020, said that Ganga rejuvenation is a continuous task that involves constant public engagement and dialogue."
605,Kailash Kher got inspiration to sing from Maa Ganga while practising.
606,"Rajiv Ranjan Mishra, Director General, NMCG, gave a recap of the first two days of the festival. U.P Singh, Secretary, Jal Shakti Ministry congratulated theNamamiGange Mission."
607,An aerial film about the journey of Ganga from the origin to the end has been launched by Jal Shakti Minister.
608,"GIZ and NMCG have worked together for a project aimed at promoting the conservation and rejuvenation of the Ganga river. Ganga Box, an innovative learning tool, was launched as part of this project by the Jal Shakti Minister. DrikSteffes-enn, Deputy Head of Economic Cooperation & Development, Embassy of Germany, participated in the ganga utsav 2020."
609,The first ever strategic framework for managing urban river stretches in the Ganga River Basin has been launched today.
610,Chacha Chaudhary becomes the Brand Ambassador for NamamiGange Project
611,Diamond Toons will conceptualize and publish a comic book series based on River Ganga.
612,NamamiGange will release all its informative and educational movies on the India Science Channel.
613,The festival ended with a classical dance performance by Vaswati Mishra and her group.
614,NamamiGange festival is about promoting public awareness and strengthening public participation towards river rejuvenation.
615,"Ganga Utsav was celebrated in various districts across the Ganga basin. In Saharanpur, runners from across the district took part in a marathon."
616,Multidisciplinary Central team visits Leh to help administration speed up implementation of Jal Jeevan Mission in the Union Territory
617,A team from the National Jal Jeevan Mission visited Ladakh to help in implementation of Jal JEEvan mission. 
618,The team from Public Health Engineering Deptt. visited Stok village to assess the potential of using hand pumps to provide household tap connections.
619,The mission aims to build low-cost gravity-based water supply systems with low operation and maintenance cost for tap water connections in Ladakh.
620,"The mission aims to provide potable water supply to every home. Gram Panchayat/ VWSC/ Paani Samiti are opening water testing laboratories to general public for testing of their water samples on nominal charge. The mission ensures supply of kits to the community, identification of at least five people preferably women in every village, training them and training them."
621,Sample collection from Public Stand Post
622,The training of Gram Panchayat and VWSC members for use of field test kits for water quality has been carried out in Ladakh.
623,"The programme aims to improve water supplies in villages by strengthening local drinking water sources, in-village water supply infrastructure, grey water treatment and reuse and operation and maintenance."
624,The assessment of household tap connections for Jal Jeevan Mission will be carried out every year.
625,"Celebrations continue across the Nation on Day 2 of the Ganga Utsav, 2020"
626,Ganga Utsav to conclude tomorrow on National River Day in presence of Union Minister of Jal Shakti and live performance by Kailash Kher
627,The Celebrations of the Ganga Utsav 2020 continued with great enthusiasm across the Nation on Day 2 of the event today. Rajeev Khandelwal talked about his experience of working on Rag Rag Mein Gangaseason 1. Trichur Brothers talked about working on Ganga Anthem.
628,The festival of cleanliness of Ganga started today.
629,Sadhguru Jaggi Vasudev wishes blessings on Ganga Utsav.
630,"In the Ganga Dialogues series, Padam Bhushan Anil Joshi talked about the importance of rivers and the urgency to preserve them. Rajiv Ranjan Mishra, the Director General of NMCG, talked about how to improve the quality of rivers."
631,"In a series of stories told by Neelesh Mishra, the holy river Ganga was brought to life. Garima and Kamal from Your Story Bag gave a message on water conservation through puppet show."
632,The Mini Ganga Quest concluded with a performance by Kabir Café by Neeraj Arya.
633,"Tomorrow on the National River Day, the event will conclude in the presence of the Hon’ble Minister of Jal Shakti, Shri Gajendra Singh Shekhawat."
634,Ganga Utsav was celebrated across the country. At Varanasi a Ganga Cleanliness Campaign and Ganga Shapath were organised.
635,https://www.facebook.com/cleanganganmcg
636,Union Jal Shakti Minister reviews progress of Jal Jeevan Mission with Ministers of States/UTs; Appreciates exemplary work carried out to provide tap connections to rural households despite COVID-19 pandemic 
637,"Jal Jeevan Mission will ensure ease of living, improve quality of lives and also create employment opportunities in rural areas: Shri Shekhawat"
638,"The Union Minister of Jal Shakti, Shri Gajendra Singh Shekhawat chaired a virtual conference today with all States/UTs Ministers in-charge of rural water supply and reviewed the progress made under the Jal Jeevan Mission to provide tap water connection in every rural household by 2024."
639,"Shri Shekhawat, the Union Minister of Jal Shaktic, praised States/UTs for their exemplary work. "
640,National Jal Jeevan Mission presented the progress in all States/UTs and urged them to speed up the implementation of the Mission. The guidelines on Knowledge Resource Centre were released by the Union Minister.
641,The mission to provide safe water to rural areas was launched by Prime Minister Narendra Modi. It aims to improve the quality of lives of people living in rural areas and improve their health.
642,"A campaign to provide piped water supply in schools, anganwadi and ashramshalas in tribal areas has been launched."
643,The Conference was held in connection with Jal Jeevan Mission.
644,Timelines of States/ UTs for 100% coverage with FHTCs
645,"100% FHTCs in 2021: A&N Islands, Bihar, Puducherry, Telangana"
646,"100% FHTCs in 2022: Haryana, Jammu &Kashmir, Ladakh, Himachal Pradesh, Gujarat, Meghalaya, Punjab, Sikkim, Uttarakhand, Uttar Pradesh"
647,"100% FHTCs in 2023: Arunachal Pradesh, Chhattisgarh, Karnataka, Kerala, Madhya Pradesh, Manipur, Mizoram, Nagaland, Tamil Nadu, Tripura"
648,"100% FHTCs in 2024: Assam, Andhra Pradesh, Jharkhand, Maharashtra, Odisha, Rajasthan, West Bengal"
649,(Click here to see detailed background note)
650,"Amidst COVID 19 precautions, Ganga Utsav begins virtually with much fun and festivities"
651,"The Ganga Utsav 2020 began today with Shri Rajiv Ranjan Mishra, Director General, National Mission for Clean Ganga sharing his connection with Ganga since childhood."
652,Day 1 of the Utsav was buzzing with diversity of events. Dr Revati Sakalkar brought the river Ganga before the audience through her bhajans.
653,"The festival was held in Kahani Junction. Rituparna Ghosh's ""Whose River Is It Anyway?"" and Anand Neelkantan's ""Mahabharat"" were some of the storytellers' presentations."
654,The quiz which started two days before the festival has attracted huge response.
655,Ganga Utsav is taking place to clean the Ganga.
656,"An award-winning film “The Miracle Water Village”, directed by Rintu Thomas, showed how a drought prone village came together to start a revolution of rain-water harvesting. Other inspiring stories were from ""Locals Become Geohydrologists in Rapar"", ""Angioplasty of Dreams"" by Aditya Seth, Water Warriors by Nutan Manmohan and Revival of AharPynes Systems by SoumitraDey."
657,"Ganga Dialouges, a series of discussions with eminent personalities, started with renowned author and researcher Rajiv Malhotra and Vaishnava scholar Shri Satyanarayana Dasa."
658,"Meenakshi Payal, Co-ordinator of NamamiGange, shared the glimpses of art works created by her team at Mozarto in association with NMCG."
659,"No celebration is complete without food but it was not easy to have food in a virtual festival. Anubhav Sapra, Foodie-in-Chief, Delhi Food Walks and Indian Culinary Culture, took the audience on a journey through some of India's most famous food joints."
660,Ganga Task Force has conducted afforestation drive with NCC cadets and educational tour for youth in project area.
661,The festival will continue for two more days i.e. 3rd and 4th November 2020.
662,https://www.facebook.com/cleanganganmcg
663,"National Jal Jeevan Mission holds consultation meeting with over 50 Sector Partners including Trusts, NGOs & UN agencies for making the mission truly a ‘people’s movement’ as envisioned by Prime Minister Shri Narendra Modi"
664,"Jal Jeevan Mission aims to provide tap water connections to all rural homes of the country by 2024. The mission will be launched on 15 August, 2019."
665,The Ministry of Jal Shakti is looking for non-governmental organisations (NGOs) and foundations to work as Sector Partners for the ambitious programme on voluntary and no-cost basis.
666,An interactive video conferencing with more than 50 non-governmental organisations interested in partnering with NJJM was organized by the National Mission.
667,"Through the sector partners, JJM aims to harness the huge potential of local community by reaching out to the voluntary organizations, NGOs, social service & charity organizations and professionals working in drinking water sector who are willing to work towards mobilizing and enhancing the capacity of the communities to achieve the goal of the Mission in a time-bound manner."
668,"Through the VC, National Jal Jeevan Mission impressed upon the possibility of collaboration by assessing the strength of various organizations, their presence in specific States/ regions and specialization on different themes be it community mobilization, baseline survey, capacity building, skill based training, participatory rural appraisal, water conservation, monitoring, documentation, advocacy, etc."
669,"The JJM aims to decentralize, demand-driven community-managed implementation of water supply systems."
670,The mission aims to build partnerships and work together with various institutions to achieve drinking water security for all.
671,National Jal Jeevan Mission organizes Virtual Conference of State Ministers for Rural Water Supply
672,Union Minister of Jal Shakti to interact with Ministers from States/ UTs on planning & implementation of Jal Jeevan Mission with special emphasis on 100-day campaign
673,"National Jal Jeevan Mission, Department of Drinking Water & Sanitation, Ministry of Jal Shakti is organizing a virtual conference with ministers in-charge of rural water supply of all States and UTs on Tuesday, 3rd November, 2020."
674,The National Mission is regularly reviewing the progress of implementation of Jal Jeevan Mission in States/UTs to realize the goals of the mission in a time-bound manner. A virtual conference has been organized to discuss various issues with ministers in charge of rural water supply.
675,"The mission urges the States/UTs to speed up the accreditation of the water testing laboratories. There are 2,233 government-owned water quality testing labs in the country, but they are not open to general public. The mission encourages them to open to public for testing of their water samples on nominal charge."
676,"A campaign to provide piped water supply in schools, anganwadi centres and ashramshalas in tribal areas has been launched."
677,The objective of the VC is to discuss all these issues at length to give the desired pace and sustain the momentum for implementation of the life changing mission to ensure every rural home gets safe water in their homes regularly and on long-term basis.
678,Jal Jeevan Mission aims to bring reforms in drinking water sector.
679,The Jal Jeevan Mission (JJM) aimed at providing assured potable water supply to rural India has been successfully implemented.
680,The mission aims to provide universal tap water connection to every family in every habitation and village in India.
681,"While firming up action plan to accomplish the goal of the mission, States/ UTs have finalized the saturation plan as below: (FHTC: Functional Household Tap Connection)"
682,100% FHTCs in 2020: Goa (Target achieved) 
683,"100% FHTCs in 2021: A&N Islands, Bihar, Puducherry, Telangana"
684,"100% FHTCs in 2022: Haryana, Jammu & Kashmir, Ladakh, Gujarat, Himachal Pradesh, Meghalaya, Punjab, Sikkim, Uttarakhand, Uttar Pradesh"
685,"100% FHTCs in 2023: Arunachal Pradesh, Chhattisgarh, Karnataka, Kerala, Madhya Pradesh, Manipur, Mizoram, Nagaland, Tamil Nadu, Tripura"
686,"100% FHTCs in 2024: Assam, Andhra Pradesh, Jharkhand, Maharashtra, Odisha, Rajasthan, West Bengal."
687,Every village in India has to prepare a Village Action Plan for five years to improve water supplies.
688,Emphasis is given on convergence planning at the lowest level i.e. village/ gram panchayat water resources.
689,"The 15th Finance Commission has recommended Rs. 30,375 Crore ‘tied-grant’ for the critical sectors of water supply and sanitation. The first instalment of this grant of Rs. 15,187.50 Crore has been released to the States."
690,Jal Jeevan Mission aims to build partnerships and work together with institutions/ individuals to achieve drinking water security for all.
691,Jal Shakti Ministry reviews progress of implementation of Jal Jeevan Mission in Mizoram; Urges expediting utilization of funds to accomplish goal of Universal Coverage in the State by 2022-23
692,Mizoram State officials presented the status of implementation of the Jal Jeevan Mission to the National Jal JEEVAN Mission via video conference.
693,"Mizoram is planning to provide 100% tap water connections to all rural households by 2022-23. In 2020-21, the State plans to enable 31,963 households with tap water connection. "
694,The State was requested to undertake IEC campaign and community mobilization in all villages to make Jal Jeevan Mission (JJM) a people’s movement.
695,Centre has urged Mizoram to fast-track implementation of Jal Jeevan Mission and avail the allocated funds to avoid losing central grants.
696,The 15th Finance Commission Grants to PRIs in Mizoram are to be spent on water and sanitation. 
697,"All the anganwadi centres, ashramshalas and schools should have piped water supply."
698,"Consumer Price Index for Industrial Workers (2016=100) – October, 2020"
699,"The All-India Consumer Price Index for Industrial Workers (CPI-IW) for October, 2020 increased by 1.4 points and stood at 119.5."
700,The current index shows an increase of 1.29 percentage points.
701,"At centre level, Doom-Dooma Tinsukia, Patna and Ramgarh recorded the maximum increase of 4 points each."
702,"Inflation based on all-items for October, 2020 was 5.91 per cent compared to 7.62 per cent for the previous month and 7.60 per cent a year ago. Food inflation stood at 8.21 per cent."
703,"All-India CPI for Industrial Workers (2016=100) for October, 2020 increased to 119.5 points compared to 118.1 points for September, 2020."
704,The prices of Food group items increased by 39.17% in the last month and by 76% between the two months.
705,Inflation based on all-items in October was 5.91 per cent compared to 7.62 per cent in September and 8.21 per cent a year ago. Food inflation stood at 7.51 per cent last month compared to 8.60 per cent the previous month.
706,Y-o-Y Inflation based on CPI-IW (Food and General)
707,"All-India Group-wise CPI-IW for September and October, 2020"
708,EPFO extends time limit for Pensioners upto 28th February 2021 for submission of Jeevan Pramaan Patra; 35 Lakh pensioners with EPFO to benefit
709,EPFO has extended the deadline for submission of Life Certificate (Jeevan Pramaan Patra-JPP) in respect of pensioners drawing pension under EPS 1995 up to 28th February 2021.
710,"All pensioners can submit JPPs till February 28, 2021."
711,"Pensioners can use link for locating the nearest CSCs (https://locator.csccloud.in/), link for placing online request to Post Offices for submission of JPPs (http://ccc.gov.in) and link for covid/request.aspx."
712,"Santosh Gangwar, Union Minister of Labour & Employment while lauding the efforts of EPFO said that organisation has done a commendable work in helping pensioners by way of simplifying procedures and giving Big Push to Digital india drive and has also extended time limit upto 28th February 2021, for submission of Jeevan Pramaan Patra by EPFO to benefit 35 Lakh pensioners."
713,"Shri Gangwar also said, during this extended period, pensions will not be stopped in respect of such 35 Lakh Pensioners who could not submit JPP during November, 2020."
714,EPFO conferred with Platinum Partner Award for highest transactions on UMANG App
715,"On the occasion of completion of 3 years of UMANG App, Shri Ravi Shankar Prasad, Minister for Electronics and Information Technology, Communications and Law & Justice unveiled the newly instituted Umang Awards for partner departments."
716,EPFO has launched its services on UMANG.
717,"Using UMANG App, EPFO members can access 19 different services of EPFO on their mobile phone."
718,UMANG App has been a success among EPFO subscribers enabling them to access services from the comfort of their homes even during COVID-19 pandemic.
719,EPFO's services have been the most popular on UMANG app.
720,"EPFO has developed a mobile app UMANG to provide online, seamless and uninterrupted service to its members."
721,Payroll Data: EPFO adds 14.90 lakh net subscribers in September 2020 
722,"The EPFO has added around 14.90 lakh net subscribers in the month of September, 2020."
723,"The net payroll addition figures for the second quarter of FY’21 are 30.34 lakh, which is equal to the net payroll additions in the second quarters of FY'20 and FY'19."
724,The number of subscribers of EPF Scheme has increased by 10% from 6.53 lakh in August to 7.23 lakh in September 2020.
725,The number of new subscribers to a job-searching service increased by more than 50% during September 2020.
