title,posted,content

IMPORTS 

Imports in May 2019 were USD45.35billion (Rs. 3,16,448.93 crore), which was 4.31per cent higher in Dollar terms and 7.76per cent higher in Rupee terms over imports of USD43.48billion (Rs.2,93,660.48 crore) in May 2018. Cumulative value of imports for the period April-May 2019-20 was USD86.75billion (Rs.6,03,881.86 crore), as against USD83.11billion (Rs.5,53,745.15 crore) during the period April-May 2018-19, registering a positive growth of 4.39per cent in Dollar terms (9.05per cent in Rupee terms). 

Major commodity groups of import showing negative growth in May 2019 over the corresponding month of last year are:

 

CRUDE OIL AND NON-OIL IMPORTS: 

Oil imports inMay 2019 were USD12.44billion (Rs. 86,822.36 crore), which was 8.23percent higher in Dollar terms (11.81percent higher in Rupee terms), compared to USD11.50billion (Rs. 77,654.11 crore) in May 2018. Oil imports in April-May 2019-20 were USD23.82billion (Rs. 1,65,811.82 crore) which was 8.72per cent higher in Dollar terms (13.57percent higher in Rupee terms) compared to USD21.91billion (Rs. 1,45,998.35 crore), over the same period last year. 

In this connection it is mentioned that the global Brent price ($/bbl) has decreased by 7.98% in May 2019 vis-à-vis May 2018 as per data available from World Bank (Pink Sheet).

Non-oil imports inMay 2019 were estimated at USD32.91billion (Rs.2,29,626.57 crore) which was 2.90 per cent in Dollar terms (6.31percent higher in Rupee terms), compared to USD31.98billion (Rs. 2,16,006.37 crore) in May 2018. Non-oil imports in April-May 2019-20 were USD62.93billion (Rs.4,38,070.04 crore) which was 2.84per cent higher in Dollar terms (7.44 percent higher in Rupee terms), compared to USD61.19billion (Rs. 4,07,746.80 crore) in April-May2018-19. 

Non-Oil and Non-Gold imports wereUSD28.13billion in May 2019, recording a negative growth of 1.31per cent, as compared to Non-Oil and Non-Gold importsof USD 28.50 billion in May 2018. Non-Oil and Non-Gold imports wereUSD 54.18billion in April-May 2019-20, recording a negative growth of 1.73per cent, as compared to Non-Oil and Non-Gold importsUSD 55.14 billion in April-May 2018-19.

 

II. TRADE IN SERVICES 

EXPORTS (Receipts) 

As per the latest press release by RBI dated 14thJune 2019, exports in April 2019 were USD 18.06 billion (Rs. 125,399.77crore) registering a positive growth of 2.84 per cent in dollar terms, vis-à-vis April 2018.The estimated value of services export for May 2019* is USD 18.20 billion.

IMPORTS (Payments) 

As per the latest press release by RBI dated 14thJune 2019, imports in April 2019 were USD 11.40 billion (Rs. 79,161.12crore) registering a positive growth of 4.46 per cent in dollar terms, vis-à-vis April 2018. The estimated value of service Import for May 2019 is USD 11.60 billion.

III.TRADE BALANCE 

MERCHANDISE: The trade deficit for May 2019 was estimated at USD15.36billion as against the deficit of USD14.62billion inMay 2018. 

SERVICES: As per RBI’s Press Release dated 14thJune 2019, the trade balance in Services (i.e. Net Services export) for April, 2019 is estimated at USD6.66billion.

OVERALL TRADE BALANCE: Taking merchandise and services together, overall trade deficit for April-May 2019-20* is estimated at USD17.42billion as compared to USD15.72 billion in April-May 2018-19.

 

*Note: The latest data for services sector released by RBI is for April 2019. The data for May 2019 is an estimation, which will be revised based on RBI’s subsequent release.

 

MERCHANDISE TRADE

 

 


	
		
			
			EXPORTS & IMPORTS  : (US $ Billion)
			
		
		
			
			(PROVISIONAL)
			
		
		
			
			 
			
			
			MAY
			
			
			APRIL-MAY
			
		
		
			
			EXPORTS(including re-exports)
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			28.86
			
			
			54.77
			
		
		
			
			2019-20
			
			
			29.99
			
			
			56.07
			
		
		
			
			%Growth 2019-20/ 2018-19
			
			
			3.93
			
			
			2.37
			
		
		
			
			IMPORTS
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			43.48
			
			
			83.11
			
		
		
			
			2019-20
			
			
			45.35
			
			
			86.75
			
		
		
			
			%Growth 2019-20/ 2018-19
			
			
			4.31
			
			
			4.39
			
		
		
			
			TRADE BALANCE
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			-14.62
			
			
			-28.34
			
		
		
			
			2019-20
			
			
			-15.36
			
			
			-30.69
			
		
		
			
			 
			
			
			 
			
			
			 
			
		
		
			
			EXPORTS &IMPORTS  : (Rs. Crore)
			
			
			 
			
		
		
			
			(PROVISIONAL)
			
			
			 
			
		
		
			
			 
			
			
			APRIL
			
			
			APRIL-MAY
			
		
		
			
			EXPORTS(including re-exports)
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			194,928.45
			
			
			364,981.41
			
		
		
			
			2019-20
			
			
			209,280.62
			
			
			390,301.96
			
		
		
			
			%Growth 2019-20/ 2018-19
			
			
			7.36
			
			
			6.94
			
		
		
			
			IMPORTS
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			293,660.48
			
			
			553,745.15
			
		
		
			
			2019-20
			
			
			316,448.93
			
			
			603,881.86
			
		
		
			
			%Growth 2019-20/ 2018-19
			
			
			7.76
			
			
			9.05
			
		
		
			
			TRADE BALANCE
			
			
			 
			
			
			 
			
		
		
			
			2018-19
			
			
			-98,732.03
			
			
			-188763.74
			
		
		
			
			2019-20
			
			
			-107,168.31
			
			
			-213579.90
			
		
	


 

 

SERVICES TRADE

 


	
		
			
			EXPORTS & IMPORTS (SERVICES) : (US $ Billion)
			
		
		
			
			(PROVISIONAL)
			
			
			April 2019
			
		
		
			
			EXPORTS (Receipts)
			
			
			18062.00
			
		
		
			
			IMPORTS (Payments)
			
			
			11402.00
			
		
		
			
			TRADE BALANCE
			
			
			6660.00
			
		
		
			
			 
			
			
			 
			
		
		
			
			EXPORTS & IMPORTS (SERVICES): (Rs. Crore)
			
		
		
			
			(PROVISIONAL)
			
			
			April 2019
			
		
		
			
			EXPORTS (Receipts)
			
			
			125,399.77
			
		
		
			
			IMPORTS (Payments)
			
			
			79,161.12
			
		
		
			
			TRADE BALANCE
			
			
			46,238.65
			
		
		
			
			Source: RBI Press Release dated 14th June 2019
			
		
	


 

Note: Services data pertains April 2019 as it is the latest data available as per RBI’s Press Release dated 14thJune 2019. This data is provisional and subject to revision by RBI.

Link for Quick Estimates:

***

 

MM/SB

 

                
                
                (Release ID: 1574644)
                Visitor Counter : 1808
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Kimberley Process Intersessional Meeting 2019 in Mumbai
                        
                        India Current Chair of Kimberley Process Certification Scheme
                ","
                Posted On:
                14 JUN 2019 12:13PM by PIB Delhi
            ","
                
                    Ministry of Commerce & Industry
                
                
                
                
                
                    
                        Kimberley Process Intersessional Meeting 2019 in Mumbai
                        
                        India Current Chair of Kimberley Process Certification Scheme
                
                
            
                Posted On:
                14 JUN 2019 12:13PM by PIB Delhi
            
                
                
                
                
                The Intersessional meeting of Kimberley Process (KP) is being hosted by India from 17th to 21st June, 2019 in Mumbai. Besides meetings of different Working Groups and Committees of the Kimberley Process Certification Scheme (KPCS), two special forums regarding Diamond Terminology and Artisanal Mining – Small Steps to Larger Outcomes, will be held during the Intersessional. Around 300 delegates from the Government of India and other participating countries, industry and civil society will be attending the five-day Meeting. 

India and the KPCS

India is one of the founder members of Kimberley Process Certification Scheme and is the Chair of Kimberley Process for the year 2019 with Russian Federation as Vice Chair. India had earlier chaired KPCS in the year 2008. Alok Vardhan Chaturvedi, Director General, Directorate General of Foreign Trade, has been designated as KP Chair 2019 and Rupa Dutta, Economic Adviser, Department of Commerce, is India’s KP Focal Point.

At present, KPCS has 55 members representing 82 countries including EU with 28 members. The Kimberley Process is chaired, on a rotating basis, by participating countries. KP Vice-Chair is generally elected by KP Plenary each year, who becomes the Chair in the next year. 

Since 2003, India has been actively participating in the KPCS process and is a member of all Working Groups of KP (except for Working Group on Artisanal and Alluvial Production, WGAAP).  Department of Commerce is the nodal Department and Gem & Jewellery Export Promotion Council (GJEPC) is designated as the KPCS Importing and Exporting Authority in India. GJEPC is responsible for issuing KP Certificates and is also the custodian of KP Certificates received in the country. 

The Kimberley Process is a joint initiative involving Government, international diamond industry and civil society to stem the flow of Conflict Diamonds. Conflict Diamonds means rough diamonds used by rebel movements or their allies to finance conflict aimed at undermining legitimate governments.  It is also described in United Nations Security Council (UNSC) Resolutions. 

In 1998, certain rebel movements in Africa (Sierra Leone, Angola, Democratic Republic of Congo, Liberia) were selling, among other things, illegally obtained diamonds – known as Conflict Diamonds – to fund their wars against legitimate governments. With a view to find ways to stop trade in Conflict Diamonds, world’s diamond industry, United Nations, Governments and leading NGOs came together and in November 2002 at Interlaken, Switzerland, where the final draft of the Kimberley Process measures was ratified by more than fifty countries. The KPCS came into effect from 1st January, 2003 and evolved into an effective mechanism for stopping the trade in Conflict Diamonds. 

Functioning of KPCS

In accordance with the KP core document, the work of the Kimberley Process is carried out through the following six Working Groups and Committees:-


	Working Group on Monitoring (WGM) - Assigned the task of carrying out a review of the working of the scheme in each participant country through review visit/review missions and gives its recommendations.
	Working Group on Statistics (WGS) - Collects data in respect of export, import and production of rough diamonds in the participant countries.
	Working Group on Diamond Experts (WGDE) - Solves technical problems in the implementation of the KPCS like proposing changes to the ‘Harmonised System Codes' for rough diamonds to World Customs Organisation and harmonisation of valuation methodologies.
	Working Group on Artisanal and Alluvial Production (WGAAP) - To promote more effective internal controls on the production and trade of alluvial diamonds.
	Committee on Participation and Chairmanship (CPC) - Assists the Chair of the Kimberley Process in handling the admission of new participants and advises if a participant fail to comply with minimum requirements. It also reviews and assesses candidates for the position of Vice-Chair and presents its recommendation/findings at the plenary meeting.  The participant selected as Vice-Chair becomes Chair the following year.
	Committee on Rules and Procedure (CRP) - KP rules and procedure are devised and modified by the Committee.


In addition, an Ad Hoc Committee on Review and Reform (AHCRR) was created in Brisbane, Australia, Plenary of KPCS in 2017, with India as its Chair, to review the KPCS core document and examine ways to enhance administrative and financial support to the Process, including consideration of a Secretariat and a voluntary multi-donor fund to support participation from Least Developed Countries, civil society and experts who implement the work. During the Belgium Plenary 2018, India relinquished chairmanship of AHCRR in view of taking responsibility of KP Chair 2019 and Angola was selected as Chair and Canada as Vice Chair of AHCRR.

The working groups and committees discuss issues on regular basis through teleconferences and exchange of mails, and meet twice in a year for in-person meeting at Intersessional and Plenary meetings organized by KP Chair. Further, based on requirement, other in-person meetings may also be organized by Working Group Chair. The KPCS works on principle of consensus and all the decisions are taken in Plenary session or through written procedure unanimously by all members. 

Rough diamond trading under the KPCS

As per the Scheme, each shipment of rough diamonds being exported and imported by crossing an international border be transported in a tamper proof container and accompanied by a validated Kimberley Process Certificate. The shipment can only be exported to a co-participant country in the KPCS. No uncertified shipments of rough diamonds are permitted to enter a participant country. 

The Plenary meeting of Kimberley Process is scheduled to be held from 11th to 15th November, 2019 in New Delhi.

***

MM/SB

                
                
                (Release ID: 1574572)
                Visitor Counter : 2441
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Index Numbers of Wholesale Price in India (Base: 2011-12=100)
                        
                        Review for the month of May, 2019
                ","
                Posted On:
                14 JUN 2019 12:00PM by PIB Delhi
            ","
                
                    Ministry of Commerce & Industry
                
                
                
                
                
                    
                        Index Numbers of Wholesale Price in India (Base: 2011-12=100)
                        
                        Review for the month of May, 2019
                
                
            
                Posted On:
                14 JUN 2019 12:00PM by PIB Delhi
            
                
                
                
                
                The official Wholesale Price Index for 'All Commodities' (Base: 2011-12=100) for the month of May, 2019 rose by 0.2 percent to 121.2 (provisional) from 120.9 (provisional) for the previous month.

INFLATION

The annual rate of inflation, based on monthly WPI, stood at 2.45% (provisional) for the month of May,2019 (over May,2018) as compared to 3.07% (provisional) for the previous month and 4.78% during the corresponding month of the previous year. Build up inflation rate in the financial year so far was 1.08% compared to a build up rate of 1.72% in the corresponding period of the previous year.

Inflation for important commodities / commodity groups is indicated in Annex-1 and Annex-II. The movement of the index for the various commodity group is summarized below:-

PRIMARY ARTICLES (Weight 22.62%) 

The index for this major group rose by 0.2 percent to 139.5 (provisional) from 139.2 (provisional) for the previous month. The groups and items which showed variations during the month are as follows:-

 

The index for ‘Food Articles’ group remained unchanged at its previous month level of 150.1. The items which showed decrease during the month are betel leaves (5%), fruits & vegetables (2%) and tea and wheat (1% each). The items which showed increase during the month are fish-marine (7% each), arhar (5%), urad, peas/chawali and bajra (4% each), egg (3% each), masur and moong (2% each) and gram, barley, ragi and fish-inland  (1% each).


The index for ' Non-Food Articles' group rose by 0.9 percent to 127.8 (provisional) from 126.7 (provisional) for the previous month due to higher price of floriculture and safflower (kardi seed) (6% each), raw rubber, hides (raw) and groundnut seed (4% each), linseed (3%) and  raw jute, mesta, fodder, cotton seed, sunflower, raw silk and rape & mustard seed (1% each). However, the price of copra (coconut) (3%), skins (raw), soyabean and coir fibre (2% each) and gingelly seed (sesamum), niger seed and gaur seed (1% each) declined.


The index for 'Minerals' group declined by 4.2 percent to 138 (provisional) from 144 (provisional) for the previous month due to lower price of copper concentrate (14%), bauxite (10%) and zinc concentrate, manganese ore and chromite (2% each). However, the price of iron ore (14%), lead concentrate (2%) and  limestone (1%) moved up.


The index for 'Crude Petroleum & Natural Gas' group rose by 3.5 percent to 92.8 (provisional) from 89.7 (provisional) for the previous month due to higher price of crude petroleum (5%) and  natural gas (1%).

FUEL & POWER (Weight 13.15%)

The index for this major group rose by 0.6 percent to 103.4 (provisional) from 102.8 (provisional) for the previous month. The groups and items which showed variations during the month are as follows:-


The index for 'Mineral Oils' group rose by 1 percent to 96.4 (provisional) from 95.4 (provisional) for the previous month due to higher price of naphtha (4%), ATF (3%) and LPG, kerosene, furnace oil and HSD (1% each).

MANUFACTURED PRODUCTS (Weight 64.23%) 

The index for this major group rose by 0.1 percent to 118.4 (provisional) from 118.3 (provisional) for the previous month. The groups and items which showed variations during the month are as follows:-


The index for 'Manufacture Of Food Products' group rose by 0.4 percent to 129.2 (provisional) from 128.7 (provisional) for the previous month due to higher price of groundnut oil (5%), gur, vanaspati and  manufacture of macaroni, noodles, couscous and similar farinaceous products (4% each), chicken/duck, dressed - fresh/frozen , bagasse, molasses and powder milk (3% each), coffee powder with chicory, manufacture of prepared animal feeds, gram powder (besan), sugar, manufacture of starches and starch products, castor oil and butter (2% each) and processing and preserving of fish, crustaceans and molluscs and products thereof, processing and preserving of fruit and vegetables, honey, spices (including mixed spices), mustard oil, salt, basmati rice and rice products (1% each). However, the price of copra oil (3%), rapeseed

 

 

oil, processed tea, maida and sooji (rawa ) (2% each) and palm oil, instant coffee, manufacture of health supplements,

manufacture of processed ready to eat food, sunflower oil, rice bran oil, wheat flour (atta) and other meats, preserved/processed (1% each) declined.


The index for 'Manufacture Of Beverages' group declined by 0.2 percent to 122.5 (provisional) from 122.7 (provisional) for the previous month due to lower price of aerated drinks/soft drinks (incl. soft drink concentrates), bottled mineral water and spirits (1% each). However, the price of beer, country liquor and rectified spirit (1% each) moved up.


The index for 'Manufacture Of Tobacco Products' group declined by 1.6 percent to 152.1 (provisional) from 154.6 (provisional) for the previous month due to lower price of other tobacco products (4%).


The index for 'Manufacture Of Textiles' group rose by 0.3 percent to 119.7 (provisional) from 119.4 (provisional) for the previous month due to higher price of manufacture of knitted and crocheted fabrics (3%) and manufacture of cordage, rope, twine and netting and weaving & finishing of textiles (1% each). However, the price of viscose yarn (1%) declined.


The index for 'Manufacture Of Wearing Apparel' group rose by 0.5 percent to 139.2 (provisional) from 138.5 (provisional) for the previous month due to higher price of manufacture of wearing apparel (woven), except fur apparel (1%). However, the price of manufacture of knitted and crocheted apparel (1%) declined.


The index for 'Manufacture Of Leather And Related Products' group declined by 0.9 percent to 119.7 (provisional) from 120.8 (provisional) for the previous month due to lower price of chrome tanned leather and leather shoe (2% each). However, the price of travel goods, handbags, office bags, etc. (3%) and vegetable tanned leather and waterproof footwear (1% each) moved up.


The index for 'Manufacture Of Wood And Of Products Of Wood And Cork ' group rose by 0.5 percent to 134.3 (provisional) from 133.6 (provisional) for the previous month due to higher price of wooden panel and wood cutting, processed/sized (2% each) and lamination wooden sheets/veneer sheets and particle boards (1% each). However, the price of wooden block - compressed or not (3%) declined.


The index for 'Manufacture Of Paper And Paper Products' group declined by 0.2 percent to 123.5 (provisional) from 123.7 (provisional) for the previous month due to lower price of newsprint (3%), laminated paper and base paper (2% each) and tissue paper, kraft paper, card board and corrugated paper board (1% each). However, the price of duplex paper and poster paper (1% each) moved up.


The index for 'Printing And Reproduction Of Recorded Media ' group rose by 0.5 percent to 148.3 (provisional) from 147.5 (provisional) for the previous month due to higher price of printed labels/posters/calendars (5%). However, the price of sticker plastic (2%) declined.


The index for 'Manufacture Of Pharmaceuticals, Medicinal Chemical And Botanical Products' group rose by 0.9 percent to 125.5 (provisional) from 124.4 (provisional) for the previous month due to higher price of anti cancer drugs (25%), anti-retroviral drugs for HIV treatment (4%), vials/ampoule, glass, empty or filled (3%), sulpha drugs and anti inflammatory preparation (2% each) and vaccine for polio and antibiotics & preparations thereof (1% each). However, the price of antipyretic, analgesic, anti-inflammatory formulations (2%) declined.


The index for 'Manufacture Of Rubber And Plastics Products' group declined by 1 percent to 109.2 (provisional) from 110.3 (provisional) for the previous month due to lower price of plastic components and rubber components & parts (4% each), plastic box/container, medium & heavy commercial vehicle tyre and elastic webbing (3% each), tractor tyre and rubber moulded goods (2% each) and motor car tyre, PVC fittings & other accessories, polythene film, acrylic/plastic sheet, polyester film (non-metalized), rubber tread, solid rubber tyres/wheels, plastic bag and plastic film (1% each). However, the price of plastic button (5%), tooth brush, plastic furniture, plastic tube (flexible/non-flexible) and polypropylene film (3% each), processed rubber and conveyer belt (fibre based) (2% each) and plastic bottle, plastic tank, rubber cloth/sheet, 2/3 wheeler rubber tube and thermocol (1% each) moved up.


The index for 'Manufacture Of Other Non-Metallic Mineral Products' group rose by 1.4 percent to 118.4 (provisional) from 116.8 (provisional) for the previous month due to higher price of slag cement and pozzolana cement (4% each),

ordinary portland cement (3%), porcelain sanitary ware and cement superfine (2% each) and clinker, glass bottle, graphite

rod, asbestos corrugated sheet, railway sleeper and stone, chip (1% each). However, the price of ordinary sheet glass, toughened glass, marble slab, non ceramic tiles, lime and calcium carbonate, fibre glass incl. sheet, opthalmic lens and granite (1% each) declined.


The index for 'Manufacture Of Basic Metals' group declined by 0.8 percent to 109.7 (provisional) from 110.6 (provisional) for the previous month due to lower price of MS castings, aluminium disk and circles and mild steel (MS) blooms (3% each), sponge iron/direct reduced iron (DRI), aluminium ingot and MS pencil ingots (2% each) and  ferrosilicon, hot rolled (HR) coils & sheets, including narrow strip, MS bright bars, aluminium shapes - bars/rods/flats, alloy steel wire rods, aluminium powder, stainless steel coils, strips & sheets, pig iron, GP/GC sheet, ferromanganese, copper shapes - bars/rods/plates/strips and aluminium alloys (1% each). However, the price of ferrochrome (3%), silicomanganese (2%) and steel forgings - rough, stainless steel bars & rods, including flats, alloy steel castings and MS wire rods (1% each) moved up.


The index for 'Manufacture Of Fabricated Metal Products, Except Machinery And Equipment' group declined by 0.3 percent to 116.9 (provisional) from 117.2 (provisional) for the previous month due to lower price of sanitary fittings of iron & steel (7%), electrical stamping- laminated or otherwise (4%), boilers (3%) and bolts, screws, nuts & nails of iron & steel, metal cutting tools & accessories, steel structures and cylinders (1% each). However, the price of bracket and steel door (3% each), forged steel rings, hand tools and pressure cooker (2% each) and stainless steel tank, jigs & fixture and steel pipes, tubes & poles (1% each) moved up.


The index for 'Manufacture Of Computer, Electronic And Optical Products' group rose by 0.4 percent to 111.4 (provisional) from 111 (provisional) for the previous month due to higher price of electro-diagnostic apparatus, used in medical, surgical, dental or veterinary sciences and meter (non-electrical) (3% each) and capacitors, air conditioner and  sunglasses (1% each). However, the price of modems (6%) and electronic printed circuit board (PCB)/micro circuit (2%) declined.


The index for 'Manufacture Of Machinery And Equipment' group rose by 0.5 percent to 112.7 (provisional) from 112.1 (provisional) for the previous month due to higher price of deep freezers (9%), drilling machine and pressure vessel and tank for fermentation & other food processing (6% each), injection pump (5%), separator and rice mill machinery (4% each), open end spinning machinery (3%), air or vacuum pump and furnaces & ovens (2% each) and centrifugal pumps, soil preparation & cultivation machinery (other than tractors), air gas compressor including compressor for refrigerator, pharmaceutical machinery, oil pump, hydraulic pump, sewing machines, chemical equipment & system and filtration equipment (1% each). However, the price of conveyors - non-roller type (3%), dumper and moulding machine (2% each) and gasket kit, roller and ball bearings, cranes, manufacture of bearings, gears, gearing and driving elements and excavator (1% each) declined.


The index for 'Manufacture Of Motor Vehicles, Trailers And Semi-Trailers' group rose by 0.3 percent to 113.3 (provisional) from 113 (provisional) for the previous month due to higher price of brake pad/brake liner/brake block/brake rubber, others (3%), shock absorbers (2%) and piston ring/piston and compressor, wheels/wheels & parts, body (for commercial motor vehicles), shafts of all kinds, silencer and damper, chain, gear box and parts and engine (1% each). However, the price of axles of motor vehicles (2%) and cylinder liners (1%) declined.


The index for 'Manufacture Of Other Transport Equipment' group rose by 1.2 percent to 114.8 (provisional) from 113.4 (provisional) for the previous month due to higher price of motor cycles (2%), wagons (1%). However, the price of bicycles of all types (1%) declined.


The index for 'Manufacture Of Furniture' group rose by 0.1 percent to 129.4 (provisional) from 129.3 (provisional) for the previous month due to higher price of wooden furniture and iron/steel furniture (1% each). However, the price of foam and rubber mattress (2%) and steel shutter gate (1%) declined.


The index for 'Other Manufacturing' group declined by 0.1 percent to 106.3 (provisional) from 106.4 (provisional) for the previous month due to lower price of silver (1%). However, the price of non mechanical toys and stringed musical instruments (incl. santoor, guitars, etc.) (2% each) and cricket bat, football and plastic moulded-others toys (1% each) moved up.

 

WPI FOOD INDEX (Weight 24.38%)

The rate of inflation based on WPI Food Index consisting of ‘Food Articles’ from Primary Articles group and ‘Food Product’ from Manufactured Products group increased from 4.95% in April, 2019 to 5.10% in May, 2019.

 

FINAL INDEX FOR THE MONTH OF MARCH, 2019 (BASE YEAR:2011-12=100)

For the month of March, 2019, the final Wholesale Price Index for 'All Commodities' (Base: 2011-12=100) stood at 119.9 as compared to 120 (provisional) and annual rate of inflation based on final index stood at 3.10 percent as compared to 3.18 percent (provisional) respectively as reported on 15.04.2019.

 

Click here to see Annexure of WPI

 

Next date of press release: 15/07/2019 for the month of June, 2019 

 

***

MM/SB

 

 

                
                
                (Release ID: 1574562)
                Visitor Counter : 1851
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Malayalam 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Cabinet approves the Special Economic Zones (Amendment) Bill, 2019   
                        
                        
                ","
                Posted On:
                12 JUN 2019 8:09PM by PIB Delhi
            ","
                
                    Ministry of Commerce & Industry
                
                
                
                
                
                    
                        Cabinet approves the Special Economic Zones (Amendment) Bill, 2019   
                        
                        
                
                
            
                Posted On:
                12 JUN 2019 8:09PM by PIB Delhi
            
                
                
                
                
                The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has approved to introduce a Bill, namely, the Special Economic Zones (Amendment) Bill, 2019 that is the Bill to replace the Special Economic Zones (Amendment) Ordinance, 2019 (12 of 2019).  The Bill will be introduced in ensuing session of the Parliament.

After the amendment of sub-section (v) of section 2 of the Special Economic Zones Act, 2005, a trust or any entity notified by the Central Government will be eligible to be considered for grant of permission to set up a unit in Special Economic Zones.

 

*******

AKT/AK

                
                
                (Release ID: 1574102)
                Visitor Counter : 1782
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                        ,
                    
                        
                        
                            Telugu 
                    
                        ,
                    
                        
                        
                            Kannada 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        All Measures to Make Steel Manufacturing Sector Competitive- Piyush Goyal
                        
                        Commerce and Steel Ministers Meet Steel Industry Representatives
                ","
                Posted On:
                11 JUN 2019 5:53PM by PIB Delhi
            ","
                
                    Ministry of Commerce & Industry
                
                
                
                
                
                    
                        All Measures to Make Steel Manufacturing Sector Competitive- Piyush Goyal
                        
                        Commerce and Steel Ministers Meet Steel Industry Representatives
                
                
            
                Posted On:
                11 JUN 2019 5:53PM by PIB Delhi
            
                
                
                
                
                

Commerce & Industry and Railways Minister & Steel Minister Meeting Steel Manufacturers Association

Union Minister of Commerce & Industry and Railways and Steel Minister discussed the challenges being faced by the steel sector and the import-export trends with steel producers in New Delhi today.

Both the Ministers assured the steel industry that Ministries of Commerce& Industry and Steel will make all efforts to ensure that engineering goods exports double in the next 5 years and reach USD 200 billion by 2030.

This will not only boost India’s exports but will also generate jobs in the manufacturing sector especially the MSME sector.

Although India is the second largest manufacturers of steel but India is also a net importer of steel. Representatives of the steel industry and the Engineering Export Councils discussed in detail with Commerce and Steel Ministers the protectionist measures being imposed by other countries and the under-utilised capacity in steel manufacturing in India.

Piyush Goyal and Dharmendra Pradhan discussed at length the measures that both Commerce and Industry and Steel Ministry may take, both tariff and non-tariff, to reduce unnecessary imports and boost exports. 

The MSME sector steel manufacturers urged steel producers to supply raw material at concessional prices so that the MSME sector can compete in international markets. 

The meeting was attended by Piyush Goyal, Dharmendra Pradhan, Faggansingh Kulaste, MoS Steel, Secretary Steel, Binoy Kumar, Secretary Commerce, Anup Wadhawan, DGFT, Alok Vardhan Chaturvedi, senior officers of Department of Commerce and Steel Ministry, Chairman SAIL, all members of EEPCs, Indian Steel Association, steel makers and manufacturers and other associations of the steel sector.

***

MM/SB

                
                
                (Release ID: 1573929)
                Visitor Counter : 1764
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Commerce Minister emphasizes on reciprocal market access for Indian goods
                        
                        
                ","
                Posted On:
                10 JUN 2019 1:09PM by PIB Delhi
            ","
                
                    Ministry of Commerce & Industry
                
                
                
                
                
                    
                        Commerce Minister emphasizes on reciprocal market access for Indian goods
                        
                        
                
                
            
                Posted On:
                10 JUN 2019 1:09PM by PIB Delhi
            
                
                
                
                
                


Commerce & Industry Minister attending Ministerial Meeting on Trade and Investment and Digital Economy in Japan 

Union Minister of Commerce & Industry and Railways, Piyush Goyal, held a series of bilateral talks with a number of countries on the side lines of the two day G20 Ministerial on Trade and Digital Economy in Tsukuba, Ibaraki, Japan on 8-9 June, 2019. 

During the bilateral meetings with host Japan and countries like USA, UK, China, France, Singapore, Korea, Spain, Canada, EU, Mexico, Saudi Arabia, South Africa, Chile and Australia, Piyush Goyal emphasized the need for reciprocal market access for Indian products.

He said that the slowdown in global trade and investment is of serious concern to all of usas it adversely affects economic growth,development and job creation. He called for de-escalating trade tensions and reviving confidence in the rules based multilateral trading system which all countries had so painstakingly created. 

The Commerce Minister said that while India is committed to working towards building free trade, that is inclusive and development centric to bring prosperity to people around the world, focus on the imperatives of meeting the goals of SDGs, and eliminating poverty and deprivationmust not be lost.

