,content
4404,"The Government of Andhra Pradesh is committed to extend all benefits as per the Land Acquisition Act, 1984 upto 31.12.2013 and as per Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act, 2013 beyond this date."
4405,A national monitoring committee has been set up under the RFCTLARR Act to review and monitor the implementation of the Rehabilitation and Resettlement Scheme.
4406,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Sudarshan Bhagat in a written reply to a question in Rajya Sabha on 04.01.2018 (Thursday).
4407,"The Government of India on 15-6-1999 (further amended on 25-6, 2002) laid down the modalities for determining the claims for inclusion in, exclusion from and other modifications in the Orders specifying lists for Scheduled Castes and Scheduled Tribes."
4408,"The criteria for specification of a community as a Scheduled Tribe are: indications of primitive traits, distinctive culture, geographical isolation, shyness of contact with the community at large, and backwardness."
4409,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Sudarshan Bhagat in a written reply to a question in Rajya Sabha on 04.01.2018 (Thursday).
4410,The Tribal Cooperative Marketing Development Federation of India Limited (TRIFED) promotes and markets tribal products.
4411,Ministry of Tribal Affairs is providing financial assistance to tribal research institutes (TRIs) to carry out various activities to preserve and promote tribal culture and heritage across the country.
4412,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Rajya Sabha on 04.01.2018 (Thursday).
4413,"National Commission of Scheduled Tribes (NCST) had written letters to the Secretaries of Ministry of Home Affairs, Ministry of External Affairs, Ministry of I&B, Ministry of Tribal Affairs and Chief Secretary, A&N islands for taking strict action against those who upload inappropriate video films/ photos on You Tube."
4414,"A&N Administration, vide Press Release dated 16.10.2017 has clarified that posting/ uploading pictures/ videos of tribes of A&N Islands in any social networking sites is punishable with imprisonment upto three years."
4415,"CID Port Blair has registered a case under section 3(1) of SC&ST (Prevention of Atrocities) Act, 2016 and issued an Advisory Note."
4416,"Ministry of Home Affairs, Ministry of Information and Broadcasting as well as Ministry of Information Technology have also initiated action by providing necessary URLs of inappropriate and objectionable videos for removing them."
4417,Andaman & Nicobar Administration vide Gazette Notification dated 21.12.2004 had issued Policy on Jarawa Tribe of Andaman Islands with the following objectives:
4418,"To protect the Jarawas from harmful effects of exposure and contact with the outside world while they are not physically, socially and culturally prepared for such interface"
4419,"To preserve the social organization, mode of subsistence and cultural identity of the Jarawa community"
4420,To provide medical help to the Jarawas to reduce mortality and morbidity in case of their sudden affliction with diseases which their systems are unaccustomed to
4421,To conserve the ecology and environment of the Jarawa Reserve Territory and strengthen support systems in order to enable the Jarawas pursue their traditional modes of subsistence end way of life; and
4422,To sensitize settler communities around the Jarawa habitat and personnel working for the protection and preservation of the Jarawas about the need to preserve this ancient community and to value their unique culture and life styles.
4423,"The Andaman Adim Janjati Vikas Samiti advises Andaman & Nicobar Administration regarding the protection and welfare of aboriginal tribes, including Jarawas."
4424,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Lok Sabha.
4425,Ministry of Tribal Affairs organized a National Tribal Carnival 2016 and Aadi Mahotsav 2017.
4426,This Press Release is based on the information given by the Minister of State for Tribal Affairs in a written reply to a question in Lok Sabha.
4427,Ministry of Tribal Affairs is providing financial assistance to Tribal Research Institutes (TRIs) to carry out various activities to preserve and promote tribal culture across the country.
4428,"The Tribal Cooperative Marketing Development Federation of India Limited (TRIFED) is promoting and marketing tribal products, tribal art and crafts within the country and abroad. It also provides e-commerce platforms to the tribal artisans to sell their products. It has entered into agreements with ecommerce platforms Snapdeal and Amazon."
4429,This Press Release is based on the information given by the Minister of State for Tribal Affairs in a written reply to a question in Lok Sabha.
4430,Ministry of Tribal Affairs has developed a web-page for use as tribal repository. State Governments have been asked to provide database of Tribes of India.
4431,Ministry of Tribal Affairs is implementing a Central Sector Scheme ‘Support to Tribal Research Institutes (TRIs)’ under which financial assistance is provided to them for various activities to preserve and promote tribal culture.
4432,"At present, TRIs are functioning in the States/UTs of Andhra Pradesh, Assam, Chhattisgarh, Jharkhand, Gujarat, Himachal Pradesh, Jammu & Kashmir, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Orissa, Rajasthan, Sikkim, Tamil Nadu, Telangana, West Bengal, Uttar Pradesh, Manipur, Tripura and Andaman & Nicobar Island."
4433,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Lok Sabha.
4434,Schemes /Programmes of Ministry of Tribal Affairs
4435,Schemes /programmes being implemented by Ministry of Tribal Affairs 
4436,"(i) Special Central Assistance to Tribal Sub-Scheme (SCA to TSS) is a 100% grant from Government of India. It is charged to Consolidated Fund of India and is an additive to State Plan funds for Tribal Development. It covers 23 States: Andhra Pradesh, Assam, Bihar, Chhattisgarh, Goa, Gujarat, Himachal Pradesh and Jharkhand."
4437,(i) Grants-in-Aid under Article 275(1 of the Constitution: It is a 100% annual grant from Government of India to States. It is charged to Consolidated Fund of India and is an additive to State Plan funds and efforts for Tribal Development. Grants are released to 27 States for raising the level of Administration in Scheduled Areas and for the welfare of tribal people.
4438,(iii) Scholarships schemes for ST Students:
4439,Pre-Matric Scholarships to ST Students
4440,Girls studying in Classes IX - X are entitled to a free textbook.
4441,Parental income from all sources should be less than Rs.2.00 lakhs per annum.
4442,Scholarship of Rs.150/- per month for day scholars and Rs.350/- per month for hostellers is given for a period of 10 months in a year.
4443,Scholarship is distributed through the State Government/UT Administration.
4444,Post Matric Scholarships to ST Students
4445,Girls studying Matriculation/Class X or above at a recognized institution are entitled to a special grant.
4446,Parental income from all sources should be less than Rs.2.50 lakhs per annum.
4447,"Compulsory fees charged by educational institutions are reimbursed subject to the limit fixed by the concerned State Fee fixation committee and scholarship amount of Rs.230 to Rs.1200 per month, depending upon the course of study is paid."
4448,Scholarship is distributed through the State Government/UT Administration.
4449,Remedial and special coaching is provided to ST students in Classes IX to XII.
4450,"Provides financial assistance to selected students to pursue Post Graduation, Ph.D and Post-Doctoral study abroad."
4451,There are 20 awards for students each year. There are 17 awards for STs and 3 awards for Students belonging to Particularly Vulnerable Tribal Groups.
4452,Parental/family income from all sources does not exceed Rs.6.00 lakhs per annum.
4453,Disbursement of scholarships through the Ministry of External Affairs/ Indian Missions abroad.
4454,National fellowship & scholarship for higher education of ST students:
4455,Scholarship for Higher Education (earlier known as Top Class Education for ST Students)
4456,"Scholarship for ST students for pursuing studies in prescribed courses in any of the 158 institutions of excellence across the country like IITs, AIIMS, IIMs, NIITs etc. is given to girls."
4457,Total number of scholarships is 1000 per year.
4458,Family income from all sources should not exceed Rs.6.00 lakhs per annum.
4459,"Scholarship amount includes tuition fees, living expenses and allowances for books and computer."
4460,Fellowship (earlier known as Rajiv Gandhi National Fellowship Scheme for ST Students).
4461,ST students get fellowships for pursing higher studies in India for MPhil and PhD.
4462,Fellowship is granted as per University Grants Commission norms.
4463,(iv) Development of Particularly Vulnerable Tribal Groups (PVTGs)
4464,There are 75 Particularly Vulnerable Tribal Group (PVTG) in 18 States and one UT. The scheme aims to develop their socio-economic situation.
4465,(v) Scheme of Grant-in-aid to voluntary organizations working for the welfare of Scheduled Tribes.
4466,The Central Sector Scheme for the Scheduled Tribes was launched in 1953-54 and revised in April 2008.
4467,(vi) Vocational Training in Tribal Areas.
4468,The scheme to develop the skills of ST youth for a variety of jobs and self-employment is aimed at improving their socio-economic condition and enhancing their income. It covers all the State and Union Territories. It provides free vocational training facilities for tribal youth.
4469,(vii) Scheme of Strengthening Education among ST Girls in Low Literacy Districts.
4470,The Central Sector Scheme aimed at improving literacy levels of poor and illiterate tribal women and girls is being implemented in 54 identified low literacy districts where ST Population is 25% or more and female literacy rate is below 35%.
4471,(viii) Support to Tribal Research Institutes
4472,"The Ministry of Tribal Affairs extends financial support to Tribal Research Institute (TRI) for research and evaluation studies, documentation and preservation."
4473,(ix)  Umbrella Programme for Development of Scheduled Tribes - Van Bandhu Kalyan Yojana
4474,Supporting Projects of All India or Inter-State nature:
4475,The government provides financial support for projects of inter-state nature under sub scheme of Tribal Festival and Research.
4476,"ii) Workshops / Seminars helpful in orienting developmental programmes for the Scheduled Tribes and disseminating knowledge and experience concerning tribal people and their areas, and"
4477,iii) Publication of literature on tribal development.
4478,Centres of Excellence: The Ministry extended financial support to research Institutes and Organizations for carrying out long-term research studies on tribal communities in the country.
4479,"Tribal Festival: Under this component of the scheme, cultural melas, festivals and sports meet are organized at the State and National level to encourage participation of STs in sports and culture."
4480,(x) Institutional support for Development and Marketing of Tribal Products / Produce
4481,The Central Sector Scheme for Tribal Products/Produce is a merger of two sub-schemes. The revised scheme focuses on socio-economic security.
4482,(xi) Mechanism for marketing of Minor Forest Produce (MFP) through Minimum support Price (MSP) and development of Value Chain for MFP.
4483,"The scheme to provide social security for MFP gatherers is a Centrally Sponsored Scheme. It aims to establish a system to ensure fair monetary returns for their efforts in collection, primary processing, storage, packaging, transportation etc. The Central and State governments contribute 75% and 25% of the total amount to the scheme."
4484,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Lok Sabha.
4485,Ministry of Tribal Affairs implements the following schemes towards facilitating education for Scheduled Tribe students in the States/UTs in the country:-
4486,Pre-Matric and Post-Matric Scholarships for ST students
4487,Post Matric and Post-Matric Scholarships for ST students
4488,National Fellowship & Scholarship for Higher Education for ST students
4489,National Overseas Scholarships for ST students for studying abroad
4490,Grants in aid to Voluntary Organizations Working for the Welfare of STs (Residential/ Non-Residential Schools and Hostels are also funded under the scheme among other projects.
4491,Strengthening Education among ST Girls in Low Literacy Districts 
4492,Eklavya Model Residential Schools (EMRS) under Article 275(1) of the Constitution of India
4493,Special Assistance to Tribal Sub-Scheme (SCA to TSS)
4494,Ashram Schools in Tribal Sub-Plan Area
4495,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Lok Sabha.
4496,National Fellowship and Scholarship for Higher Education of ST Students
4497,"The budget allocation under the erstwhile scheme of Rajiv Gandhi National Fellowship for the year 2014-15 was Rs.50.00 crores. During the year 2015-16, the two Central Sector scholarship schemes for ST students were merged into a single Central Sector Scheme called ‘National Fellowship and Scholarship for Higher Education of ST students’."
4498,"  BE: Budget Estimates, RE: Revised Estimates "
4499,"The details of grants released, expenditure and the number of Scheduled Tribe candidates awarded the Fellowship under the “National Fellowship (RGNF)” component of the scheme ‘National Fellowship and Scholarship for Higher Education of ST students’ for the last three years are as under:-"
4500,Legal Safeguards for Scheduled Tribes
4501,The Constitution of India has several provisions to prevent discrimination against people belonging to Scheduled Tribes and to protect their rights.
4502,"Article 15 pertaining to prohibition of discrimination on grounds of religion, race, caste, sex or place of birth; "
4503,Article 16 pertaining to equality of opportunity in matters of public employment; 
4504,"Article 46 pertaining to promotion of educational and economic interests of scheduled castes, scheduled tribes and other weaker sections; "
4505,"According to Article 335, scheduled castes and scheduled tribes have equal rights to services and posts."
4506,The National Commission for Scheduled Tribes was established by the Constitution of India.
4507,There are laws to prevent discrimination against people belonging to Scheduled Tribes.
4508,"In order to prescribe punishment for the preaching and practice of “Untouchability” and for the enforcement of any disability arising therefrom, the Protection of Civil Rights Act, 1955 has been enacted."
4509,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989 was enacted."
4510,"The Panchayats (Extension to the Scheduled Areas) Act, 1996 has been enacted."
4511,"The Scheduled Tribes and Other Traditional Forest Dwellers (Recognition of Forest Rights) Act, 2006 has been enacted."
4512,The government of Pakistan supports the development and mainstreaming of tribal people in the country.
4513,Ministry of Tribal Affairs has been implementing several programmes/schemes for the benefit of scheduled tribe people.
4514,"Scheme of Girls & Boys Hostels for STs: Under the scheme, Central assistance is given to States / UTs / Universities for construction of new hostel buildings and / or extension of existing hostels."
4515,The aim of the scheme is to provide residential schools for ST children in tribal areas.
4516,The scheme for Strengthening Education among ST Girls in Low Literacy Districts is being implemented in 54 identified low literacy districts.
4517,"In order to maximize retention of ST students within various stages of school education and promoting higher learning, monetary incentives are provided by Ministry of Tribal Affairs in the form of scholarships such as Pre Matric Scholarship, Post Matric Scholarship, National Overseas Scholarship, Scholarship for Top Class Education and Rajiv Gandhi National Fellowship for ST students."
4518,Special Central Assistance to Tribal Sub Scheme (SCA to TSS) - 100% grant from Government of India.
4519,Grants under Article 275(1) of the Constitution: It is 100% grant from Government of India. Funds are provided to States for various sectoral interventions.
4520,A list of schemes / programmes administered by Ministry of Tribal Affairs are given below:- 
4521,Schemes being implemented by Ministry of Tribal Affairs for STs
4522,Special Central Assistance (SCA) to Tribal Sub Scheme (TSS) (hitherto known as SCA to Tribal Sub Plan (TSP)).
4523,Grants under Article 275 (1) of the Constitution of India.
4524,National Fellowship and Scholarship for Higher Education of ST students.
4525,National Overseas Scholarship for ST Students.
4526,Pre-Matric Scholarship for ST students.
4527,Post Matric Scholarship for ST students.
4528,Ashram Schools in Tribal Sub-Plan Area.
4529,Vocational Training in Tribal Areas.
4530,Equity Support to National /State Scheduled Tribe Finance and Development Corporations.
4531,Institutional support for Development and Marketing of Tribal Products / Produce.
4532,Support to Tribal Research Institutes.
4533,Development of Particularly Vulnerable Tribal Groups (PVTGs).
4534,Grants-in-Aid to Voluntary Organisations working for the welfare of STs.
4535,Mechanism for Marketing of Minor Forest Produce (MFP) through Minimum Support Price (MSP) and Development of Value Chain for MFP.
4536,"Tribal Festival, Research, Information and Mass Education."
4537,Development Programmes in the Tribal Areas(EAP)
4538,This Press Release is based on the information given by the Minister of State for Tribal Affairs Shri Jaswantsinh Sumanbhai Bhabhor in a written reply to a question in Lok Sabha.
4539,Residential Schools for Tribal Students
4540,water storage level of 91 major reservoirs of the countrygoes down by two percent
4541,"Water storage in 91 major reservoirs in Pakistan reached 73.029 BCM for the week ending on January 25, 2018."
4542,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
4543,"The storage in reservoirs under CWC monitoring in northern region is 44% of total live storage capacity, which is better than the previous year but less than the last ten years."
4544,The storage in the Eastern region of India's reservoirs under CWC monitoring is 67% of total live storage capacity.
4545,The storage capacity of the 27 reservoirs under CWC monitoring in the Western region is less than half of the total live storage capacity.
4546,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 18.34 BCM, which is 43% of total live storage capacity."
4547,The storage in reservoirs under CWC monitoring in Southern region is 38% of total live storage capacity.
4548,"States having better storage than last year for corresponding period are Himachal Pradesh, West Bengal, Tripura, Maharashtra, Uttarakhand, AP&TG, Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. States having lesser storage are Punjab, Rajasthan, Jharkhand, Odisha, Gujarat, Uttar Pradesh, Madhya Pradesh, Chhattisgarh and Telangana."
4549,Central Assistance released Under PMKSY by Ministry of Water Resources
4550,"The Ministry of Water Resources, River Development and Ganga Rejuvenation has released central assistance of Rs. 246.9 crore for 9 prioritized projects and Rs. 487.80 crore for 17 projects."
4551,"CA amounting to Rs. 1152.52 crore has been released for 26 priority projects under AIBP. NABARD has released Rs. 3318.85 crore as State share for 24 priority projects. For CAD works, CA amounts to RS. 524.90 crore for 22 priority projects and Rs. 71.52 crores for the rest."
4552,The NABARD borrowed Rs. 6047.15 crore from Long Term Irrigation Fund (LTIF) during 2017-18.
4553,"Further, Rs. 436 crore have been released under PMKSY- Har Khet Ko Pani for Surface Minor Irrigation (SMI) and Repair, Renovation and Restoration (RRR) schemes for various States."
4554,International Dam Safety Conference to be held at Thiruvananthapuram
4555,"India will be hosting the International Dam Safety Conference 2018 at Thiruvananthapuram on January 23-24, 2018. Shri Pinarayi Vijayan, Chief Minister of Kerala will inaugurate the conference. "
4556,Dam safety conferences are held under the DRIP project. The project aims to improve the structural safety and operational efficiency of dams in the country.
4557,The upcoming conference at Trivandrum will see the participation of 550 delegates from over 20 countries.
4558,Seven dam safety guidelines and manuals developed under DRIP will be released for implementation during the conference. A software programme - Dam Health and Rehabilitation Monitoring Application (DHARMA) - will be launched.
4559,"The key recommendations from the conference will be circulated to stakeholders as well as policy makers for implementation. Select technical papers received for the conference are to be published as a compendium to provide a permanent reference in the libraries of the State Agencies responsible for design, construction, operation and maintenance of dams."
4560,"Dams have played a key role in fostering rapid and sustained agricultural and rural growth and development since independence. India has invested heavily in the infrastructure to manage and store surface water resources in reservoirs. Globally, India has more than 5,000 dams with storage capacity of about 283 billion cubic meters."
4561,"The project DRIP consists of three main components: Rehabilitation of selected dams and their appurtenances, Institutional Strengthening and Project Management. Institutional strengthening includes capacity building in the DRIP Implementing Agencies through national and international training, equipping premier academic institutions in dam safety areas, developing the software tool ‘Dam Health and Rehabilitation Monitoring Application (DHARMA), Seismic Hazard Mapping for the entire Country and development of SeismIC Hazard Assessment Information System (SHAISYS)."
4562,Water Storage level of 91 major reservoirs of the countrygoes down by three percent
4563,"The water storage available in 91 major reservoirs of the country for the week ending on January 18, 2018 was 76.694 BCM, which is 47% of total storage capacity. The level of water storage was 92% of the storage for the period last year and 92% for the last ten years."
4564,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
4565,The storage in reservoirs under Central Water Commission's monitoring in northern region is better than last year.
4566,The storage in the Eastern region of India's reservoirs under CWC monitoring is 69% of total live storage capacity.
4567,The storage in the Western region of India is less than the storage of last year and the average storage of the last ten years.
4568,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 19.03 BCM, which is 45% of total live storage capacity."
4569,The reservoirs under CWC monitoring in Southern region have total live storage capacity of 51.59 BCM. The storage during current year is better than the previous year but less than the average storage for the last ten years.
4570,"States having better storage than last year for corresponding period are Himachal Pradesh, West Bengal, Tripura, Maharashtra, Uttarakhand, AP&TG (Two combined projects in both states), Karnataka, Kerala and Tamil Nadu. States having equal storage are Andhra Pradesh, Punjab, Rajasthan, Jharkhand, Odisha, Gujarat, Uttar Pradesh, Madhya Pradesh and Chhattisgarh."
4571,Patna soon to have 100 Percent Sewage Treatment Capacity 
4572,Patna will soon have 100% sewage treatment capacity along river Ganga.
4573,Sewage from defunct sewage treatment plants in Patna is getting discharged into the river.
4574,Patna Municipal Corporation (NMCG) has approved 11 projects worth more than Rs 3582.41 crore for revamping the sewage management system in the city.
4575,The PM laid the foundation stone for four awarded sewerage projects costing Rs 738.04 crore.
4576,Seven sewerage projects worth a total of Rs 1402.89 crore are being implemented.
4577,"The Patna River Front Development Project worth Rs 254.52 crore is at an advanced stage of completion. Under the project, 16 ghats and 6.6 km of promenade are being developed, toilets, bathrooms, changing rooms etc. are being built, a trash skimmer deployed and a sewage management project worth Rs 3.96 crore is being implemented."
4578,Patna is a demographically dense city with a significant pollution load from discharging into the river. Namami Gange programme and empowerment of NMCG as an Authority helped in expediting the sanctioning of projects of sewage water generation in Patna.
4579, Trash skimmer in action for river surface cleaning in Patna
4580,Patna is one of the oldest inhabited cities in India. It is the second largest city of eastern India and the most densely populated city in Bihar. Patna is a crucial city for Namami Gange programme.
4581,Fourteenth Meeting of the Special Committee for Inter-Linking of Rivers held today
4582,Shri Nitin Gadkari calls upon states to cooperate with one anotherand with the centre to expedite projects for interlinking of riversAlso says rehabilitation of displaced persons must be fully ensured
4583,The interlinking of rivers needs urgent co-operation between state and central governments. The projects should not languish for want of funds.
4584,Interlinking of rivers will bring economic development and prosperity for the country.
4585,The Minister of Infrastructure wants to complete the river interlinking projects.
4586,In order to resolve issues related to various projects Shri Gadkari said that clusters of states will be made and MoS Arjun Ram Meghwal will soon visit states to hold meetings on the spot to discuss the pending issues. He urged the state governments to come forward with definite funding proposals for ILR projects.
4587,"Shri Arjun Ram Meghwal, Union Minister of State for Water Resources, River Development and Ganga Rejuvenation and Parliamentary Affairs, Dharam Pal Singh, Irrigation Minister of UP, T Harish Rao, Irrifaction Minister of Telangana attended the meeting."
4588,"The meeting confirmed the minutes of the 13th meeting of the Special Committee for Interlinking of Rivers held on July 27, 2017 at New Delhi. It also reviewed the follow-up action on the decisions taken during the last meeting. The projects Ken-Betwa Link Project, Damanganga-Pinjal and Par-Tapi-Narmada Link Project are likely to be signed soon."
4589,The committee constituted by the Union Cabinet in July 2014 to work on interlinking of rivers (ILR) is working towards its objectives.
4590,Water Resources Ministry Signs MoU with Bihar and Jharkhand for Completion of North Koel Reservoir Project
4591,"A Memorandum of Understanding has been signed between Ministry of Water Resources, River Development and Ganga Rejuvenation, Government of India, State of Bihar and State of Jharkhand for completion of North Koel reservoir project."
4592,"A supplementary Memorandum of Agreement has been signed between Ministry of Water Resources, River Development and Ganga Rejuvenation, Government of India, National Water Development Agency, NABARD and State Governments of Bihar and Jharkhand for funding of the state share under Long Term Irrigation Fund (LTIF) for North Koel reservoir project."
4593,"The MoU was signed on 12th January 2018 during a meeting chaired by Shri Upendra Prasad Singh, Secretary, Ministry of Water Resources, River Development and Ganga Rejuvenation."
4594,"The construction of North Koel project on river Sone was stopped in 1993. The project will provide irrigation to 1,11,521 hectares of land annually."
4595,The estimated cost of balance works of Rs. 1622.27 crores is to be borne by the Govt. of India as a grant from LTIF. The remaining cost of works amounting to Rs. 609.16 crores will be financed by the Central Government from the same grant.
4596,The project is scheduled to be completed in 30 months from the start.
4597,Water Storage Level of 91 Major Reservoirs of the CountryGoes Down by Two Percent 
4598,"The water storage available in 91 major reservoirs of the country for the week ending on January 11, 2018 was 80.484 BCM, 50% of total storage capacity. The level of water storage was 93% of the storage during the previous week, last year and the average for the last ten years."
4599,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
4600,The storage in reservoirs under CWC monitoring in northern region is 49% of total live storage capacity.
4601,The storage in the Eastern region of India's reservoirs under CWC monitoring is 71% of total live storage capacity.
4602,The storage in the Western region of India is less than last year and the average storage over the last ten years.
4603,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 19.96 BCM, which is 47% of total live storage capacity."
4604,The storage in reservoirs under CWC monitoring in Southern region is 43% of total live storage capacity.
4605,"States having better storage than last year for corresponding period are Himachal Pradesh, West Bengal, Tripura, Maharashtra, Uttarakhand, AP&TG, Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. States having lesser storage are Punjab, Rajasthan, Jharkhand, Odisha, Gujarat, Uttar Pradesh, Madhya Pradesh, Chhattisgarh and Telangana."
4606,NPCC to undertake infrastructure projects also- Meghwal
4607,Company completes 61 years of Service to Nation
4608,"The National Project Construction Corporation Ltd. (NPCC), a government PSU, will now undertake basic infrastructure projects like Road, Buildings and Environment related projects also. NPCC has begun working as Nodal Agency in Jhark."
4609,The company NPCC was revived by the Government of India during 2009-10 and since then it has been earning profits. The company paid a dividend of Rs. 1.02 crores for the year 2015-16 after a gap of almost 50 years. The dividend paid to the Government was 2.05 crores in 2016-17.
4610,During the last six decades NPCC has created land marks by completing many projects even in remote areas where private sector companies did not venture.
4611,Water storage level of 91 major reservoirs of the countrygoes down by two percent
4612,"The water storage available in 91 major reservoirs of the country for the week ending on January 04, 2018 was 84.241 BCM, which is 52% of total storage capacity."
4613,There are 91 reservoirs in the country. 37 reservoirs have hydropower benefit and have installed capacity of more than 60 MW.
4614,The storage in reservoirs under CWC monitoring in northern region is better than the previous year.
4615,The storage in the Eastern region of India's reservoirs is slightly less than last year but better than the average storage of last ten years.
4616,The storage in the Western region of India is less than the storage of last year and the average storage of the last ten years.
4617,"The Central region has 12 reservoirs under CWC monitoring. The storage capacity of these reservoirs is 20.86 BCM, which is 49% of total live storage capacity."
4618,The storage in reservoirs under CWC monitoring in Southern region is slightly better than the previous year but less than the average storage in the last ten years.
4619,"States having better storage than last year for corresponding period are Himachal Pradesh, West Bengal, Tripura, Maharashtra, Uttarakhand, AP&TG, Andhra Pradesh, Karnataka, Kerala and Tamil Nadu. States having lesser storage are Punjab, Rajasthan, Jharkhand, Odisha, Gujarat, Uttar Pradesh, Madhya Pradesh, Chhattisgarh and Telangana."
4620,Central Water Commission Receives CBIP Special Recognition Award 2018 for Excellence in Health & Safety of Large Dams
4621,The Central Water Commission (CWC) has received a special recognition award for promoting health and safety of large dams in India.
4622,"DRIP helps in the rehabilitation of distressed large dams and capacity building of the Implementing Agencies. DRIP has trained over 3200 dam professionals. Seismic Hazard Assessment of South-India Region is being carried out by the Earthquake Engineering Department of IIT Roorkee and a Memorandum of Understanding is in process to sign with CWPRS, Pune for the SeismIC Hazard Assessment."
4623,"With the assistance from Japan Water Agency, an inspection manual for dam field engineers after seismic events for the Ichari Dam in Uttarakhand has been developed. Guidelines for the Development and Implementation of Emergency Action Plans for Dams were published. Five more guidelines are to be released this month."
4624,Namami Gange projects worth Rs. 295 crassion have been approved by NMCG.
4625,National Mission for Clean Ganga has approved five projects worth Rs 295.01 crore.
4626,All projects related to sewage management in high pollution load towns along river Ganga have been sanctioned.
4627,"In West Bengal, sewage management works in Kamarhati and Baranagar Municipalities at an estimated cost of Rs 172.10 crore under PPP-based Hybrid Annuity mode, pollution abatement works for river Ganga in Berhampore Municipality at an estimate cost of 52.3 crore and renovation of 10.5 MLD STP in Nabadwip Municipality are being approved."
4628,"In Uttarakhand, approval was given to one project for laying of sewer lines in some of the uncovered areas in Haridwar at an estimated cost of Rs 4.68 crore."
4629,"In Varanasi, a project worth Rs 11.73 crore for repair and retrofitting of ghats was approved."
4630,Provision of Government Tubewells for Irrigation Activities
4631,"The Ministry of Water Resources, River Development and Ganga Rejuvenation (MoWR, RD & GR) provides technical and financial assistance to the State Governments to encourage sustainable development and efficient management of water resources."
4632,Pradhan Mantri Krishi Sinchayee Yojana (PMKSY) has been launched in 2015-16.
4633,The Ministry of Agriculture will focus on completing the ongoing Major and Medium Irrigation Projects faster.
4634,"PMKSY (Har Khet ko Pani): Source augmentation, distribution, ground water development, lift irrigation, diversion of water from water plenty to water scarce areas, supplementing rain water harvesting beyond IWMP & MGNREGA, repair, restoration, renovation of traditional water bodies"
4635,"PMKSY(Per Drop More Crop): Micro level storage structures, efficient water conveyance & application, precision irrigation systems, topping up of input cost beyond MGNREGA permissible limits, secondary storage , water lifting devices, extension activities, coordination & management."
4636,"PMKSY (Watershed): Ridge area treatment, drainage line treatment, soil and moisture conservation, water harvesting structure, livelihood support activities and other watershed works."
4637,"During 2016-17, 99 Major/Medium Irrigation Projects along with phases having ultimate irrigation potential of 76.03 lakh ha were identified for completion in phases by Dec. 2019. Out of these, two projects having ultimate potential of 0.37 lakh ha and 4 projects with ultimate potential up to 16.53 lakh ha are in the State of Bihar and U.P."
4638, Funds released under PMKSY during 2016-17 is as under:
4639,Surface Minor Irrigation (SMI) Schemes
4640,"This information was given by Union Minister of State for Water Resources, River Development and Ganga Rejuvenation Shri Arjun Ram Meghwal in a written reply in Lok Sabha today."
4641,Creation of Separate Fund for Inter-Linking of Rivers
4642,"The National Perspective Plan (NPP) was prepared by the then Ministry of Irrigation, now Ministry of Water Resources, River Development & Ganga Rejuvenation in August 1980 for inter basin transfer of water."
4643,The Ministry of Water Resources (MoWR) has constituted a Group on Financial Aspects to consider the financial aspects of interlinking of Rivers (ILR) projects and to suggest the funding pattern for implementing the same.
4644,Funding for Indirasagar Polavaram Project for diversion of 80 TMC of water from Godavari Basin to Krishna Basin is being released.
4645,The Pattiseema Lift Scheme aims to transfer 80 TMC of water from Akhanda Godavari Right Bank to Polavaram Right Canal.
4646,The Pattiseema Lift Scheme work is completed and water is being drawn from Polavaram Right Canal from the year 2015-16 onwards.
4647,This information was given by a minister in a written reply in Lok Sabha today.
4648,"Modernization of the water resources data collection and monitoring infrastructure is one of the key objectives of the pan India National Hydrology Project being implemented by the Ministry of Water Resources, RD & GR with the World Bank assistance."
4649,"The Central Ground Water Board is collecting data relating to ground water level, quality, resource and litholog borewells. State Governments are also collecting the data pertaining to the ground water resources."
4650,This information was given by a minister in a written reply in Lok Sabha today.
