,content
3477,"The webinar on defence affairs will be held on February 25, 2022 from 10:30 till 14:15. Prime Minister Shri Narendra Modi will deliver the inaugural address."
3478,1)Progressive increase in the capital procurement budget for domestic industry – (Opportunities & Challenges)
3479,2)Developing All round Defence R&D ecosystem in the country
3480,3)Special Purpose Vehicles (SPVs) by Industries with DRDO and other organisations
3481,4)To meet wide ranging testing and certification requirements - Setting up an independent nodal umbrella body.
3482,The Department of Defence Production is planning a series of interactive sessions and webinar.
3483,Ministry of Defence signs MoU to onboard pension services under SPARSH across over four lakh Common Service Centres pan India
3484,Defence Accounts Department of Ministry of Defence has signed an MoU with CSC e-Governance Services India Limited to onboard pension services under the System for Pension Administration (Raksha) {SPARSH} initiative across more than four lakh Common Service Centres (CSCs) all over the country.
3485,The MoU will provide last mile connectivity to pensioners.
3486,Kotak Mahindra Bank will set up service centres to assist and facilitate pensioners to use SPARSH.
3487,"The Ministry of Defence Secretary, Shri B Anand, signed a memorandum of understanding (MoU) with CGDA and CSC on digital pension administration."
3488,The SPARSH initiative aimed at providing a comprehensive solution to the administration of pension to the defence pensioners is being rolled out.
3489,The SPARSH initiative aims to provide defence pensioners with a complete record of their pension account.
3490,The SPARSH initiative aims to deliver timely pension payments to the beneficiaries.
3491,National War Memorial celebrates its third anniversary tomorrow
3492,"The National War Memorial (NWM) will celebrate its third anniversary on February 25, 2022. Chief of Integrated Defence Staff to the Chairman, Chiefs of Staff Committee (CISC) Air Marshal BR Krishna and the Vice Chiefs of Indian Army, Indian Navy and Indian Air Force will lay wreaths at the NWM. Inter Services Band and students' band from VSPK International School, Rohini, New Delhi will play a concert at the ceremony."
3493,"It may be recalled that the initiative to have school bands to perform at the NWM was taken with the objective of inculcating the values of patriotism, devotion to duty, courage and sacrifice among the school children and increasing the participation of people, especially the youth, so that they experience the various facets associated with the iconic war memorial."
3494,"The first school band to perform at the NWM on February 23, 2022 was Shri Thakurdwara Balika Vidyalaya, Ghaziabad. The NoK ceremony, which was suspended due to COVID-19, also resumed on the same day."
3495,"The National War Memorial (NWM) was dedicated to the nation by Prime Minister Narendra Modi on February 25, 2019. All homage ceremonies are held at the NWM."
3496,DRDO and IIT Delhi scientists demonstrate Quantum Key Distribution between two cities 100 kilometres apart
3497,Scientists from DRDO and IIT have successfully demonstrated quantum key distribution link between Prayagraj and Vindhyachal in Uttar Pradesh.
3498,The demonstration of the technology by DRDO and IIT Delhi is being hailed as a shining example of synergy between the two institutions.
3499,INDIAN NAVY’S MULTI-NATIONAL EXERCISE MILAN-2022 TO COMMENCE 25 FEBRUARY 2022
3500,"The latest edition of Indian Navy's MILAN 2022 exercise is scheduled to begin from 25 February 22 in the ‘City of Destiny’, Visakhapatnam. The exercise aims to commemorate India's 75th independence anniversary."
3501,"MILAN is a biennial multilateral naval exercise incepted by Indian Navy in 1995 at Andaman and Nicobar Command. Since its inception, the event has been held biennially except for 2001, 2005, 2016 and 2020. In the latter years, it was postponed due to International Fleet Review and COVID-19."
3502,"MILAN is an annual military exercise involving 18 countries, including island nations in the Western IOR and IOR littorals."
3503,MILAN 22 will witness its largest ever participation with more than 40 countries sending their warships and high level delegations.
3504,MILAN 22 is an international maritime exercise taking place from February to March.
3505,The Indian Navy and Italian Navy are conducting joint exercises.
3506,Army Chief Presents President’s Colours to Units of the Parachute Regiment
3507,"General MM Naravane, The Chief of the Army Staff presented the prestigious ‘President’s Colours’ to four battalions of the Parachute Regiment, namely 11 PARACHUTE (Special Forces), 21 PARACHUTE (Special Forces), 23 PARACHUTE and 29 PARACHUTE, during an impressive Colour Presentation Parade held at the Parachute Regiment Training Centre, Bangalore on 23 February 2022."
3508,The Parachute Regiment of the Indian Army has been awarded many medals and decorations.
3509,The Army Chief appreciated the parade of the Parachute Regiment.
3510,Schools bands to start performing at National War Memorial from today to celebrate its third anniversary on 25th February
3511,"School bands will start performing at the National War Memorial in New Delhi on a regular basis from February 23, 2022. The schedule of the school bands performances at the NWM is as follows:"
3512,"Shri Thakurdwara Balika Vidyalaya, Ghaziabad"
3513,"Indirapuram Public School, Ghaziabad"
3514,"DAV Centenary Public School, Ghaziabad"
3515,The Ministry of Defence and Ministry of Education organise school band performances at the National War Memorial (NWM) to celebrate its third anniversary.
3516,"The Ministry of Education has requested the Education Departments of States/Union Territories to select one band from their respective schools to perform in coordination with Directorate of National War Memorial & Museum, Headquarter Integrated Defence Staff (NWM&M, HQ IDS)."
3517,IAF TO PARTICIPATE IN EXERCISE COBRA WARRIOR IN UNITED KINGDOM
3518,"The Indian Air Force will participate in a multi nation air exercise named 'Ex Cobra Warrior 22' at Waddington, UK from 06 to 27 March 2022."
3519,The exercise is aimed at providing operational exposure and share best practices amongst the participating Air Forces. LCA Tejas will take part in the exercise.
3520,The Indian Air Force C-17 will transport Tejas aircraft to the United Kingdom.
3521,"DRDO takes part in ‘Vigyan Sarvatra Pujayate’, organising exhibitions in 16 cities across the country"
3522,"DRDO is participating in a national programme to showcase science, technology and innovation from every part of India during February 22-28, 2022."
3523,The DRDO is taking part in the Amrit Mahotsav.
3524,The DRDO products are going to be exhibited.
3525,The week will be marked by lectures of eminent scientists on various science and technology developments at various centres throughout the country.
3526,The government of India is celebrating 75th anniversary of Independence with a year-long programme.
3527,The annual scientific festival is being held in India.
3528,INDIAN NAVY SHOWCASES LATEST INDIGENOUS ACQUISITIONS DURING THE PRESIDENT’S FLEET REVIEW
3529,"The President of India, Shri Ram Nath Kovind, reviewed the Indian Navy Fleet at Visakhapatnam on 21 February. "
3530,"The President was received by the Hon’ble Raksha Mantri Shri Rajnath Singh and Admiral R Hari Kumar, the Chief of Naval Staff at the Naval Offshore Patrol Vessel INS Sumitra, which sailed past 44 ships from the Navy, Coast Guard, SCI and MoES at anchorage off Visakhapatnam."
3531,"As the presidential yacht passed between the review columns, the other yachts saluted the President with traditional ""Three Jais""."
3532,The Hon’ble President witnessed a flypast by 55 aircraft.
3533,The President congratulated the Indian Navy on its operational successes.
3534,The Review was followed by the release of a special First Day Cover and a commemorative stamp by the Hon’ble President in the presence of Raksha Mantri Shri Rajnath Singh and Minister of State for Communication Shri Devusinh J Chauhan.
3535,EXERCISE EASTERN BRIDGE -VI AT AIR FORCE STATION JODHPUR
3536,The Indian Air Force and the Royal Air Force of Oman will participate in a bilateral exercise named Eastern Bridge-VI from 21 to 25 February 2022 at Air Force Station Jodhpur.
3537,"Participation of IAF and RAFO in this exercise will promote professional interaction, exchange of experiences and enhancement of operational knowledge, besides strengthening bilateral relations between the two countries."
3538,Various senior dignitaries are planned to visit Air Force Station Jodhpur during this exercise.
3539,CHIEF OF NAVAL STAFF REVIEWS PREPARATIONS OF PRESIDENT’S FLEET REVIEW
3540,"Admiral R Hari Kumar, Chief of the Naval Staff arrived in Visakhapatnam on Saturday, 19 Feb 22. He reviewed the overall preparations for the President's Fleet Review (PFR) on 20 February. Shri Ram Nath Kovind, Hon’ble President of India, embarked on the Presidential Yacht INS Sumitra."
3541,The Presidential yacht is sailing past 44 naval ships for a fleet review.
3542,___________________________________________________________________
3543,Hon'ble President to Review Naval Fleet at Visakhapatnam
3544,"The President's Fleet Review will be held at Visakhapatnam on Monday, 21 February 22. It will be the twelfth such event. It is being held on the occasion of 75th anniversary of India's Independence."
3545,"The President will lead the Presidential Column on the Presidential Yacht INS Sumitra, which will sail through 44 ships, including the Indian Navy, Coast Guard and SCI, who will participate in the naval review off Visakhapatnam."
3546, The Review will be followed by the release of a special First Day Cover and a commemorative stamp by the Hon’ble President in the presence of Raksha Mantri Shri Rajnath Singh and Minister of State for Communication Shri Devusinh J Chauhan.
3547,The ships anchoring in Visakhapatnam will be illuminated from sunset to midnight on 19 and 20 February 22.
3548,INDIAN NAVAL SAILING VESSELS (INSVs) INPRESIDENT'S FLEET REVIEW 2022
3549,Six Indian Naval Sailing Vessels (INSVs) have arrived at Visakhapatnam from Goa. 
3550,The passage of INSVs from Goa to Visakhapatnam was carried out under the supervision of Indian Naval Sailing Association (INSA).
3551,Indian Navy uses ocean sailing yachts for training crew for sea sorties.
3552,Mhadei has done solo circumnavigation 'Sagar Parikrama' with Capt Dilip Donde in 2010 and Cdr Abhilash Tomy in 2013.
3553,Tarini has done circumnavigation of the globe 'Navika Sagar Parikrama' in 2017 with all women officers crew.
3554,The INSVs are planned to return to Goa by end March.
3555,___________________________________________________________________
3556,Raksha Mantri reviews preparations of DefExpo 2022; Extends the event by a day as relaxation in COVID protocols generates greater interest
3557,"The mega event to be held now from March 10-14, 2022 at Gandhinagar, Gujarat Shri Rajnath Singh also launches DefExpo 2022 mobile app"
3558,"Raksha Mantri Shri Rajnath Singh reviewed the preparations of DefExpo-2022, Asia's largest exhibition on land, naval and homeland security systems to be held in Gandhinagar, Gujarat in March."
3559,Rajnath Singh has extended the date of DefExpo-2022 by one day.
3560,The Raksha Mantri was briefed on the design of the DefExpo-2022.
3561,"The mega exhibition is being planned in three venues - exhibition at the Helipad Exhibition Center, events and seminars at the Mahatma Mandir Convention and Exhibition Center and live demonstration for the public at Sabarmati Riverfront."
3562,The Ministry of Defence organises DefExpo-2022. The event will showcase India's resolve to be first amongst firsts.
3563,The Raksha Mantri has reviewed the preparations of the DefExpo-2022.
3564,"Raksha Rajya Mantri Shri Ajay Bhatt, Defence Secretary Dr Ajay Kumar, Chief of the Air Staff Air Chief Marshal VR Chaudhari, Chief of the Naval Staff Admiral R Hari Kumar, Vice Chief of the Army Staff Lt Gen Manoj Pande, Financial Advisor (Defence Services) Shri Sanjiv Mittal and other senior civil & military officials of MoD were present on the occasion."
3565,The Raksha Mantri has signed a Memorandum of Understanding (MoU) with the Government of Gujarat on the margins of the review of DefExpo 2022.
3566,Joint Security Exercise at Port Blair Airfield
3567,"Andaman & Nicobar Command conducted a joint security exercise at Port Blair airfield on February 16, 2022."
3568,"The Indian Army, Navy, CISF and Special Forces took part in counter-terrorism drills at INS Utkrosh and Veer Savarkar International Airport."
3569,The Andaman & Nicobar Command has recently conducted joint security exercises at Port Blair Airfield.
3570,"Historic Visit of Lieutenant General Fahd Bin Abdullah Mohammed Al-Mutair, Commander Royal Saudi Land Forces To India"
3571,"The Commander of the Royal Saudi Land Forces, Lieutenant General Fahd Bin Abdullah Mohammed Al-Mutair, arrived in India on 14 February 2022. This is the first ever visit by a serving Royal Saudi Forces Commander to India. General MM Naravane had visited Saudi Arabia in December 2020."
3572,Lieutenant General Fahd Bin Abdullah Mohammed Al-Mutair met the Chief of the Army Staff of Indian Army (COAS) on 15 February 2022 at South Block.
3573,The relationship between India and Saudi Arabia is based on common interests.
3574,Lieutenant General Fahd Bin Abdullah Mohammed Al-Mutair will depart for Saudi Arabia on 16 February 2022.
3575,CRNO VISIT TO INDIA (13 - 17 FEB 22)
3576,Rear Admiral Saif Bin Nasser Bin Mohsin Al Rahbi is on a goodwill visit to India.
3577,"The CRNO paid homage at the National War Memorial on 14 February. He was received by Admiral R Hari Kumar, Chief of the Naval Staff, at the South Block Lawns. They held talks to explore ways to enhance cooperation between the Navies."
3578,"The CRNO would also be visiting Indian Navy’s Western Naval Command at Mumbai, wherein he would be interacting with the Flag Officer Commanding-in-Chief, Western Naval Command and visitINships at Naval Dockyard, Mumbai."
3579,The Royal Navy of Oman (CRNO) visited India on its first visit to India. Both the Navies participate in biennial maritime exercise ‘Naseem Al Bahr’.
3580,___________________________________________________________________
3581,ABB/VM/PS                                                       13/22
3582,AT GARUD REGIMENTAL TRAINING CENTREAIR FORCE STATION CHANDINAGAR
3583,Maroon Beret Ceremonial Parade was held to mark the successful completion of training of 127 Air Force Special Forces Operatives.
3584,The Commandant GRTC presented a brief on various training aspects to the Chief Guest.
3585,The Chief Guest congratulated the Garud Regimental Training Centre on their successful passing out from the training centre. He presented medals and trophies to the successful trainees.
3586," During the passing out ceremony, the ‘Garuds’ demonstrated various skills such as Combat Firing, Hostage Rescue, Firing Drill, Assault Explosives, Obstacle Crossing Drill, Wall Climbing, Slithering, Rappelling and Military Martial Arts."
3587,"Maroon Beret Ceremonial Parade is a moment of pride and achievement for the Garuds, marking the culmination of their training and transformation of ‘Young Special Forces Operators’ joining the elite force."
3588,LCA TEJAS TO PARTICIPATE IN SINGAPORE AIR SHOW -2022
3589,A 44 member contingent of Indian Air Force has arrived in Singapore to participate in the Singapore Air Show 2022.
3590,The Indian Air Force (IAF) is participating in the Singapore Air Show. IAF will be showcasing its indigenous Tejas MK-I ac aircraft.
3591,"In the past, Indian Air Force had participated in similar Air Shows like LIMA-2019 in Malaysia and Dubai Air Show-2021 to exhibit indigenous aircraft and formation aerobatic teams."
3592,NOCs FOR MOVIES BASED ON DEFENCE RELATED THEMES
3593,"From 1st January, 2021 to 31st January, 2022, status of proposals received by Indian Army for grant of No Objection Certificates (NOCs) from filmmakers/producers for the production of movies on defence related themes is tabulated as under:"
3594,Indian Navy has received proposals for NOCs during the last ten years. IAF has received NOC proposals during last three years.
3595,The Indian Air Force (IAF) has received 02 more NOCs from Ministry of Defence.
3596, The reason for refusal for granting NOC for a movie based on the life of an officer (Retd) of Indian Army is the portrayal of a romantic relationship between an Army soldier serving in Kashmir and a local boy which casts Indian Army in poor light and raises security issues.
3597,The approval process for military personnel is not arbitrary and does not violate the constitution of India.
3598,The approval process does not violate the right to freedom of speech and expression.
3599,Filmmakers/producers should not depict the Armed Forces in a manner that would bring disrepute to the Government or the Armed forces.
3600," This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Feroze Varun Gandhi in Lok Sabha on February 11, 2022."
3601,Details of allocation made to the Armed Forces under Capital Acquisition (Modernisation) Head of Defence Services Estimates for the Financial Year 2021-22 and 2022-23 are as under:
3602,"The government of India will provide annual support for Sainik Schools Society, Ministry of Defence."
3603,The scheme for opening of 100 New Sainik Schools is open to all Private/NGOs/State Government Schools in all states and union territories.
3604,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Devji M Patel and others in Lok Sabha on February 11, 2022."
3605,DISABILITY PENSION TO LOWER RANKS/SEPOY
3606,"A Sepoy who is invalided out from service on account of a disability is being granted a disability pension consisting of service element and disability element. For lower percentage of disability, the disability element reduces proportionately."
3607,Saabka Sainik Sangarsh Committee has submitted various representations regarding calculation of disability element on slab based system as recommended by 7th Central Pay Commission.
3608,"The 7th CPC recommended a return to slab based pension system for Civilian Employees of Central Government, but the 6th CPC had not made any recommendation. Therefore, Service Headquarters requested to maintain status quo i.e. to continue the calculation method of disability element on percentage basis as per 6th CPS."
3609,The parity with Civilian for grant of disability element to Defence Forces under 6th CPC regime was maintained. Orders were issued on 04.09.2017 for continuing Disability Element on percentage basis.
3610,Saabka Sainik Sangarsh Committee was replied on the lines of existing position.
3611,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Ramalingam S in Lok Sabha on February 11, 2022."
3612,"The details of road length constructed by Border Roads Organisation (BRO) during last three years, state-wise, are as under:"
3613,No complaints have been received by Government regarding dilapidated condition of roads maintained by the Border Roads Organisation.
3614,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shrimati Sarmistha Sethi in Lok Sabha on February 11, 2022."
3615,"Indian Army Conducts First Ever Hackathon at Military College of Telecommunication Engineering, Mhow "
3616,"In a bid to promote proficiency and expertise in the use of emerging technologies, and showcase the technological side of the Indian Army, a first-of-its-kind Hackathon was conducted at the Military College of Telecommunication Engineering (MCTE), Mhow under the overall guidance of the Shimla based Army Training Command (ARTRAC)."
3617,"The event, “Sainya Ranakshetram” was held from 01 October 2021 to 31 December 2021. It was conducted virtually over the Internet and comprised a number of challenges based on Secure Coding, Software Defined Radio exploitation and Cyber Offensive skills."
3618,The Indian Army has taken steps to strengthen its cyber capabilities.
3619,Schools bands to perform at National War Memorial
3620,School bands will perform at the National War Memorial in New Delhi on a regular rotation basis.
3621,"The Ministry of Education has requested the Education Departments of all States/Union Territories to select one band from their respective schools to perform in coordination with NWM&M, HQ IDS and HQIDS as a part of regular schedule. The CBSE will coordinate with all the schools in co-ordination with Ministry of Defence."
3622,"The dates for performances of school bands at the National War Memorial Museum (NWM) are from February 22, 2022 to February 25, 2019."
3623,"The initiative aims to promote patriotism and nationalism among school children and increase participation of people, especially the youth, in the activities associated with the war memorial."
3624,Raksha Mantri gives away awards to Defence Estates personnel for survey of 17.78 lakh acres of defence land using modern technologies
3625,"Says, the survey will prove to be crucial for security & development of these areas and save money & time in resolving land disputesShri Rajnath Singh calls upon DGDE to bring about reforms in more areas for enhanced effectiveness"
3626,Raksha Mantri Shri Rajnath Singh gave away awards to the personnel of Defence Estates for their contribution in the successful completion of survey of 17.78 lakh acres of defence land.
3627,"The Ministry of Defence owns about 17.99 lakh acres of land, of which 1.61 lakh acres is located within 62 notified cantonments across the country. About 16.38 lakh acres are spread outside the cantonment areas. About 18,000 acres are either state hired land or are proposed for deletion from records on account of transfer to other Government Departments."
3628,The Defence Estates personnel have been awarded for their work on demarcating defence land.
3629,The Directorate General Defence Estates has conducted a survey for the first time using modern survey techniques.
3630,Rajnath Singh has said that the country is moving forward in the field of land survey with modern methods to protect defence land and cantonment areas.
3631,The government proposes to spend Rs 173 crn on cantonment land survey.
3632,"The e-Chhawani portal, which was inaugurated in February 2021, provides online civic services to more than 20 lakh residents of 62 Cantonment Boards spread across the country."
3633,"The Raksha Mantri shed light on another such initiative ‘Srijan Portal’ which he had inaugurated during 'Aatmanirbhar Week' in August 2020. It is a 'one stop shop' that provides access to the vendors to take up items that can be taken up for indigenisation. Other such initiatives are e-Sehat Portal, MoD Pension Portal, NCC training and Gallantry awards portal."
3634,"Rajnath Singh, the Home Minister, has praised the use of technology in agriculture, education and health. He also praised the Meteorological Department for its accuracy in forecasting the weather."
3635,The Raksha Mantri reaffirmed the Government’s resolve of ensuring the welfare and convenience of the Armed Forces personnel.
3636,The Defence Estates Organisation is responsible for the management of defence lands and the municipal administration of 62 cantonments with a population of about two million.
3637,Shri Rajnath Singh launched an e-chhawani webinar. Representatives of 27 municipal corporations of 13 states and 62 cantonment boards are taking part in it.
3638,Indian Army Implements Radio Frequency Identification (RFID) of Ammunition Stock
3639,The first consignment of RFID tagged ammunition for the Indian Army was shipped from Ammunition Factory Khadki to Central Ammunition Depot (CAD) Pulgaon.
3640,"The RFID implementation has been steered by the Ordnance Services Directorate of the Indian Army, in conjunction with Munitions India Limited (MIL), Pune, the newly created entity formed post corporatisation of the Ordnance Factories Board (OFB)."
3641,The RFID tagging is in conformity with global standards. It will be interpreted and used for assets tracking by the Enterprise Resource Application run by the Computerised Inventory Control Group (CICG).
3642,The implementation of the RFID solution for ammunition asset visibility will transform management of ammunition and bring in a quantum jump in ammunition lot management and tracking capability.
3643,"Atal Tunnel officially recognised as ‘Longest Highway Tunnel above 10,000 feet’ by World Book of Records"
3644,"Atal Tunnel has been certified by World Book of Records UK as the ‘World’s Longest Highway Tunnel above 10,000 Feet’. Lt Gen Rajeev Chaudhry received the award for the work done at the tunnel."
3645,"The Atal Tunnel was dedicated by the Prime Minister Narendra Modi on October 03, 2020. It runs under the Rohtang Pass on the Manali-Leh Highway. It has reduced the distance on Manali - Sarchu road by 46 km and travel time by four to five hours."
3646,The construction of the Atal Tunnel in the Himalayas has been challenging and demanding.
3647,"The BRO has provided an engineering marvel in Atal Tunnel, Rohtang. The tunnel provides an alternate link to the critical Ladakh Sector and has been a success story for the people of Lahaul and Spiti District in Himachal Pradesh."
3648,AIR MARSHAL K ANANTHARAMAN VSM ASSUMES THE APPOINTMENT OF AIR OFFICER-IN-CHARGE ADMINISTRATION (AOA)
3649,Air Marshal K Anantharaman VSM assumed the appointment of Air Officer-in Charge Administration (AOA) at Air HQ New Delhi on 01 February.
3650,"The Air Marshal is an alumnus of Defence Services Staff College Wellington, College of Defence Management and National Defence College. He attended the Combined Strategic Intelligence Training Programme at DIA, Washington DC."
3651,The Air Marshal has been appointed as the Director General (Administration) at Air HQ.
3652,The Air Officer is a recipient of Vishisht Seva Medal.
3653,NAVAL INVESTITURE CEREMONY – 2022 FOR WESTERN NAVAL COMMAND HELD AT MUMBAI
3654,The Naval Investiture Ceremony - 2022 for the Western Naval Command (WNC) was held at Mumbai on 08 Feb 22.
3655,"Vice Admiral Ajendra Bahadur Singh, PVSM, AVSM, VSM, ADC, Flag Officer Commanding-in-Chief, Western Naval Command presented gallantry and distinguished service awards announced on Independence Day 2020 and Republic Day 2021 to the recipients."
3656,"During the Ceremony, Commander Dhanush Menon, Commander Haridas Kundu MCA (FD) II, Commodore Anil Marya and MCPO I (GW)/ Hon Sub Lt were awarded the Nau Sena Medal (Gallantry). RAdm Sandeep Mehta, Surg Rear Adm Arti Sarin, Commodore Srikant Kesnur, Captain Birendra Singh Bains, Captain Sumit Singh Sodhi, Captain Kapil Bhatia and Jai Singh were awarded Vishisht Seva Medal (VSM)."
3657,The Commander-in-Chief also presented Unit Citations to INS Gomati and Base Victualling Yard (Mumbai) that delivered exceptional performances over the past year.
3658,The Admiral acknowledged the contribution of all family members of the awardees for their unstinted support to service personnel in the performance of their duties.
3659,The ceremony for awardees was held within the Command. Senior dignitaries attended the ceremony.
3660,Special Community Interaction Programme & Multi-Speciality Medical Camp For Fishing Community At Gandhinagar
3661,"Andaman and Nicobar Command, Indian Coast Guard District Headquarters at Diglipur conducted a special Community Interaction Programme for fishermen of Gandhinagar."
3662,In connection with the Special Community Interaction Programme a ‘Multi-Specialty Medical Camp’ was organized in conjunction with a team of specialist doctors and medical staff from Community Health Centre (Diglipur) and Health Sub Centre (Gandhinagar).
3663,"As part of ‘Multi-Specialty Medical Camp’ awareness lectures on “Prevention & Management of Tuberculosis”, “Benefits of Yoga” and “Health & Immunity” were conducted. Brochures were distributed. Fishermen were provided first hand training on CPR procedure, ‘first aid’ and ‘fracture fixation” by medical team of Indian Coast Guard. Screening for dental diseases and ’oral carcinoma’ was undertaken by Dental Surgeons of CHC (Diglipur)."
3664,The Government has taken the following steps to safeguard the interests of erstwhile Ordnance Factory Board (OFB).
3665,"Till such time, the employees remain on deemed deputation to the new DPSUs, they shall continue to be subject to all the extant rules, regulations and orders as are applicable to the Central Government servants, including related to their pay scales, allowances, leave, medical facilities, career progression and other service conditions."
3666,"The new DPSUs will be funded by the Government. For the employees recruited after 01.01.2004, the National Pension Scheme applicable to the Central Government employees will be adopted."
3667,The Ministry of Works and Public Service has explained and assured erstwhile OFB employees' federations and associations that their service conditions will continue as Central Government employees till they are on deemed deputation to the new DPSUs.
3668,"The employees of the erstwhile OFB belonging to the production units and also the identified non-production units are on deemed deputation to the seven new corporations initially for a period of two years from the Appointed Date, that is from 01.10.2021."
3669,"There are 115 contracts with contract value of Rs. 79,834.05 crore available with the seven new Corporations."
3670,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Binoy Viswam in Rajya Sabha on February 07, 2022."
3671,The Government took a historic decision to introduce One Rank One Pension (OROP) for Defence Forces Personnel with effect from 01.02.2016.
3672,Pension of the past pensioners would be re-fixed on the basis of pension of retirees of calendar year 2013 and the benefit will be effective from 01.07.2014.
3673,Pension will be re-fixed on the basis of the average of minimum and maximum pension of personnel retired in 2013.
3674,Pension for those drawing above the average shall be protected.
3675,Arrears to family pensioners will be paid in four equal half yearly installments.
3676,"In future, the pension would be re-fixed every 5 years."
3677,Personnel who opt to get discharged on their own request will not be entitled to the benefits of OROP.
3678,"In the financial year 2016-17 budget allotment of Rs 12,456 crore was made for OROP payments. In other years Rs 10,795.40 crore was disbursed as arrears for implementation of OROP."
3679,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Prakash Javadekar in Rajya Sabha on February 07, 2022."
3680,FOREIGN PROCUREMENT BY THE DEFENCE SERVICES
3681,Details of expenditure incurred on Foreign Procurement under Capital Acquisition head for modernisation of the Defence Services from Financial year 2014-15 to 2021-22 are as under:
3682,Foreign Procurement as % age of total Capital Acquisition Head
3683,ADMISSION OF GIRLS IN SAINIK SCHOOLS
3684,"With effect from academic session 2021-22, 312 girl cadets have been admitted in class 6th in existing 33 Sainik Schools."
3685,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Brijlal in Rajya Sabha on February 07, 2022."
3686,"Defence Research Laboratory, Tezpur is providing vital support to Indian Armed Forces deployed in North Eastern region."
3687,·Herbal room freshener cum mosquito repellent etc.
3688,·Herbal mosquito repellant vaporizer
3689,All the work executed in lab is to enrich the Armed Forces and local people.
3690,Bio toilet for low temperature areas
3691,"Presently held manpower of DRL, Tezpur, grade-wise, is given below:"
3692,"DRDO is a Central Government Organisation which works under Ministry of Defence. DRDO recruitment is done centrally through Recruitment and Assessment Centre (RAC) and Centre for Personnel Talent Management (CEPTAM). Research Associates and Research Fellows are recruited based on lab requirements through advertisement. In 2021, DRDO recruited four Research Associates (RA) and eight Research fellows (RF). Three of them were from NE states."
3693,Following steps are being taken in order to make the lab more impactful and effective:
3694,·Emphasis has been given for surveillance and monitoring of the vectors and vector borne diseases in NE India and development of products for their management.
3695,"·DRL, Tezpur has recently been entrusted with additional mandate to develop products and technologies, specific for troops engaged in Jungle Operations in the NE region."
3696,·Thrust has been given to include NGOs and local civil bodies for carrying out activities for development of border areas in NE region through the use of modern agricultural practices.
3697,"·Local entrepreneurs and industries are being encouraged for the development of DRL products and technologies, which are useful for NE region."
3698,·Activities have been initiated for wider implementation of Bio toilet technology by PHEs under various state governments in the NE region.
3699,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Birendra Prasad Baishya in Rajya Sabha on February 07, 2022."
3700,Indian Navy's initiative to assist countries in the Indian Ocean Littoral states during COVID-19 pandemic is being supported by Mission Sagar.
3701,"The Indian Navy ships INS MAGAR and INS Kesari helped in the relief operations in Beira, Mozambique after Cyclone IDAI. INS MAGR delivered 250 MT of rice and 500 kgs of epidemic medicines and 500 MT of food aid in December 2021."
3702,"Medical teams, medicines and 580 tons of food aid"
3703,"Indonesia – 100 MT Liquid Medical Oxygen (LMO), 300 Oxygen concentrator"
3704,"Vietnam – 100 MT LMO, 05 ISO containers & 300 Oxygen concentrators."
3705,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Sanjay Seth in Rajya Sabha on February 07, 2022."
3706,Many projects of the Indian Navy are being executed.
3707,"The government is promoting indigenous design, development and manufacture of defence equipment in India to reduce dependence on imports."
3708,"The Government, in the last three yearsi.e.from 2018-19 to 2020-21 and current year till December 2021, has accorded Acceptance of Necessity (AoN) to 150 proposals worth Rs 2,47,515 crore approximately, under various categories of Capital procurement which promote domestic manufacturing as per DAP-2020."
3709,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri MV Shreyams Kumar in Rajya Sabha on February 07, 2022."
3710,e-Counselling for students seeking admission into 100 new Sainik Schools
3711,The introduction of e-Counselling for admission into Sainik Schools has been introduced.
3712,The Sainik Schools Society (SSS) will promote e-Counselling for students.
3713,The students will have the option to select up to 10 schools as choice of allocation. The allocation will be based on their rank and choice of schools and result will be declared through e-Counselling portal. The applicant student will be required to accept the allotment or indicate the option for consideration for Round-II of Counselling or to be considered for further consideration.
3714,The list of students who have locked in their choices will be visible to the new Sainik Schools. Seats not filled after Round-I of counselling will be filled through Round-II of e-Counselling.
3715,This automated system for e-Counselling will ensure complete transparency in the admission process.
3716,WESTERN AIR COMMAND CONDUCTSANNUAL AEROSPACE SAFETY COUNCIL MEET
3717,Western Air Command's annual Aerospace Safety Council Meet was held at its headquarters in Delhi on 22 February 2022.
3718,The meeting aimed at strengthening mechanisms for accident prevention strategy of WAC was held.
3719,Air Marshal Amit Dev stressed the importance of Aerospace Safety.
3720,OMAN DELEGATION VISITS SOUTHERN NAVAL COMMAND
