,content
1647,"It already has 600,000 products.Nearly 30,000 buyer organisations and more than 150,000 sellers and service providers are registered on the platform."
1648,There is an explosion of fintech innovation and enterprise in India.
1649,"The youth are developing apps that are making the dream of paperless, cashless, presence-less transactions possible for all."
1650,"They are using Artificial Intelligence, Blockchain and machine learning to create solutions for banks, regulators and consumers."
1651,"And, they are also embracing our nation’s social missions – from health and education to micro credit and insurance."
1652,"This enormous talent pool in India benefits from the ecosystem created by initiatives such as Digital India and Startup India, and by supportive policies, incentives and funding programmes."
1653,India is the best destination for fintech companies and startups.
1654,The economies of scale achieved in India by the LED bulb industry and fintech products can be leveraged to drive growth and development of fisrch products.
1655,"In short, the Indian story shows six great benefits of fintech: Access ,inclusion; connectivity; ease of living; opportunity; and, accountability."
1656,"Across the world, from the Indo-Pacific to Africa to Latin America, we see inspiring stories of extraordinary innovation changing ordinary lives ."
1657,"Our focus should be development of all, through , that is, development of the most marginalised."
1658,We must bring the unbanked 1.7 billion people in the world into the formal financial market.
1659,"We must extend the security of insurance and pension to more than a billion workers in the informal sectors worldwide, who still do not have it."
1660,"We can use fintech to ensure that no dream remains unfulfilled, and no enterprise remains still born, because of lack of access to finance."
1661,"We must make banks and financial institutions more resilient in managing risks,fighting frauds and dealing with disruption of traditional models."
1662,"We have to use technology to improve compliance,regulation and supervision, so that innovation flourishes and risks are contained."
1663,We must use fintech tools to combat money laundering and other financial crimes.
1664,The emerging world of finance will succeed in our inter-connected world when our data and systems are trusted and secure.
1665,We have to make our globally wired system safe from cyber threats.
1666,"We must also ensure that the pace and the push of Fintech work to the advantage of the people, not to their disadvantage; that technology in finance ensures improvement of the human condition through direct contact with the most marginalized."
1667,We also need to enhance awareness of the masses and educate them about the opportunities which inclusive policies and use of technology open up for them.
1668,"For this,fintech will need to be not merely a mechanism but a movement."
1669,"And, we have to address the inevitable questions of data ownership and flow, privacy and consent; private and public good; law and ethics."
1670,The government must invest in creating skills for the future and be prepared to back ideas and invest for the long term.
1671,Each era is defined by its opportunities and challenges.Each generation has its responsibility to shape future.
1672,This generation will shape the futurein the palm of every hand in the world.
1673,At no time in history were we blessed with so many possibilities:
1674,"to make opportunities and prosperity a reality in a lifetime, for billions."
1675,"to make the world more humane and equal –between rich and poor, between cities and villages, between hopes and achievements."
1676,"Just as India will learn from others, we will share our experience and expertise with the world."
1677,What drives India and holds hope for others.
1678,"Like the festival of light that calls us to spread light over darkness,hope and happiness over despair,this festival calls us to come together in pursuit of a better future for humanity."
1679,PM's Statement prior to his departure to Singapore
1680,Following is the text of the Prime Minister Shri Narendra Modi's departure statement prior to his visit to Singapore.
1681,"On 14-15 November, he will attend the ASEAN-India and East Asia Summits. He will also attend the Regional Comprehensive Economic Partnership Leaders' Meeting."
1682,My participation in these meetings symbolizes our continued commitment to strengthening our engagement with ASEAN and East Asia Summit Leaders.
1683,"On 14 November, I will deliver the Keynote Address at the Singapore Fintech Festival."
1684,"During my visit to India and Singapore, I will meet the participants and winners of the joint India-Singapore Hackathon."
1685,I am confident that my visit to Singapore will impart fresh momentum to our growing partnership with ASEAN and East Asia Summit nations.
1686,"As I depart for Singapore, I congratulate them on their chairmanship of ASEAN and send best wishes."
1687,"Prime Minister interacts with the members of his Science, Technology and Innovation Advisory Council (PM-STIAC)"
1688,"The Prime Minister, Shri Narendra Modi, met with the members of his Science, Technology and Innovation Advisory Council today."
1689,Members of the Council briefed the Prime Minister on various steps being taken to nurture innovation and research in key sectors of science and technology.
1690,"The Prime Minister urged the Council members to work towards establishing strong linkages between the educational institutions, R&D labs, industry and government."
1691,The Prime Minister wants to develop platforms and mechanisms to identify and nurture scientific talent among schoolchildren. He also wants to link them to Atal Tinkering Labs.
1692,"The meeting was attended by Principal Scientific Advisor to the Prime Minister, Prof. K.VijayRaghavan, members of the Council, and senior officers of the Government of India."
1693,PM in Varanasi:Dedicates Multimodal Terminal to the nation;Inaugurates major road projects
1694,"The Prime Minister, Shri Narendra Modi, visited Varanasi today."
1695,"He dedicated, inaugurated or laid the foundation stone of projects worth over Rs. 2400 crore."
1696,"He dedicated the Multimodal Terminal on the River Ganga and received the first container cargo. He inaugurated the Varanasi Ring Road Phase 1, and the development and construction for four laning of Babatpur-Varanasi Section of NH-56. He also laid the Foundation Stone for various other development projects in Varanais."
1697,"The Prime Minister said that the day is historic for Kashi, for Poorvanchal, for Eastern India and for the whole of India."
1698,The first inland container vessel has arrived in Varanasi.
1699,"He mentioned the various projects, including roads, and projects related to Namaami Gange, which were inaugurated or for which the foundation stone was laid today."
1700,"The inland waterway will reduce congestion on roads, reduce the cost of fuel and reduce vehicular pollution, Prime Minister David Cameron has said."
1701,The road connecting Babatpur Airport with Varanasi is becoming an attraction for tourists.
1702,The Prime Minister has said that modern infrastructure has been built at a rapid pace in the last four years.
1703,"The Prime Minister has said that projects worth Rs. 23,000 crore have been approved under Namaami Gange. He said almost all villages along the banks of the River Ganga have now become open defecation free."
1704,"English rendering of PM’s speech at the foundation stones laying ceremony of various development projects in Varanasi, Uttar Pradesh"
1705,"My best wishes to all the mothers, sisters and the people on the auspicious occasion of sun worship i.e. Chhat."
1706,I wish happiness and prosperity for every household on the occasion of this four-day festival.
1707,My best wishes to you for upcoming festivals.
1708,"On the stage there is my cabinet colleague Shri Nitin Gadkari, the Chief Minister of Uttar Pradesh Yogi Adityanath, Deputy Chief Minister Keshav Prasad Maurya, Minister in the UP Government Shri Suresh Khanna and other dignitaries."
1709,"After the festivals of Deepavali and Dussehra, once again I have got the opportunity to meet you all, the people of Kashi. This time I was fortunate to get a darshan of Baba Kedarnath. Now I got the chance to seek your blessings in the city of Vishwanath. Before that I had worshipped mother Bhagirathi in Uttarakhand and today I have the opportunity of seeing mother Ganga."
1710,This day marks the death anniversary of Mahamana Malviya ji.
1711,"This day is historic for Kashi, Purvanchal, Eastern India and the entire India."
1712,Today Varanasi and the country are a witness to the work of development which should have been completed decades ago but unfortunately that didn't happen.
1713,"Today Varanasi and the country are also a witness to the fact that whenever a task is completed with a resolution, the ultimate picture is so magnificent, bright and glorious."
1714,Today Varanasi and the country are also a witness to the concept of how the Next Generation Infrastructure in the country is going to rejuvenate the transport systems.
1715,"As Prime Minister's servant and a Parliamentarian from Varanasi constituency, I am very happy."
1716,"The country's first container vessel reached via the waterway and the multi modal terminal built at a cost of more than Rs. 200 crores was launched. Eastern Uttar Pradesh, Purvanchal and Eastern India are now connected to the Bay of Bengal by waterway."
1717,Today various projects worth more than Rs. 2500 crores have been launched or the foundation stones laid.
1718,This is the first time since independence that waterways are being used for trade and business to such a grand level. 
1719,The first container vessel of India was delivered to the port.
1720,The container vessel that has reached Varanasi today has carried industrial goods from Kolkata and will take back fertilizers from UP and Purvanchal.
1721,"This waterway will play a pivotal role in getting inputs, raw materials and products for farmers and small scale industries in the region."
1722,People of Kashi love and appreciate PM Modi. He will explain to them how the transformation has been made and how it will be made.
1723,"In the coming days, when the RoRo service will be flagged off from the Multi Modal Terminal constructed at Varanasi, you will get another alternative to cover longer distances."
1724,Transporting goods by waterway saves up to Rs.70000-750000 per container.
1725,There was a time when massive ships used to sail in the rivers of Pakistan but after independence they were neglected and the country suffered.
1726,The government is working to end the injustice done to the country's capability by building waterways. Varanasi-Haldia waterway is one of them.
1727,This waterway will be used for freight transport and increase tourism. Purvanchal including Varanasi and parts of the Eastern India will be known for cruise tourism.
1728,"The ancient routes with modern facilities will become a place of culture, culture and adventure."
1729,The national waterway between Varanasi and Kolkata will help the people associated with the carpet manufacturing sector.
1730,There is a direct relation between easy accessibility and convenience. Babatpur airport and the road connecting it with Varanasi is the focus of selfies. People come from far-flung areas to take selfies there. People who had gone out of the city for some days and are now returning are finding it hard to believe they are passing through the same Harihua and Tarna-shivpur road.
1731,The first phase of the city's Ring Road has been dedicated to the people of Kashi today.
1732,The work on the first phase of the Ring Road and the heliport in Ramnagar has been completed.
1733,The foundation stone has been laid in Varanasi.
1734,The development of the country and its people is the main concern of the BJP government.
1735,In the last four years the modern infrastructure of India has developed at a rapid pace.
1736,The government has worked hard for the development of the resources and for the common man.
1737,The Namami Gange Mission aimed at cleanliness of mother Ganga has reached a new level.
1738,"Just recently, I got the opportunity to launch and lay the foundation-stone of four projects worth more than Rs.400 crores for the treatment of the sewage water flowing into the Ganges."
1739,The money meant for Ganga ji is being used to treat the water flowing into the Ganga. Work on projects worth Rs.23000 crores has been completed. Now almost all the villages on the banks of river Ganga are Open Defecation Free.
1740,The progress in cleaning Ganga is because of public participation and the sense of responsibility towards rivers.
1741,The work of power reforms in some of the areas of Varanasi has been launched today. All the dangling electric wires have been put underground.
1742,A new image of the ancient Kashi temple has started appearing before the country and the world thanks to your efforts and inspiration.
1743,"Next year, Pravasi Bharatiya Divas will be held in Varanasi. Ardha-Kumbha will be also held in Prayagraj."
1744,We all wish that the amalgamation of the glory of the world's oldest city Kashi and the best facilities takes place in such a way that the Kashi's memories become indelible in the minds of the visitors and they visit the city again and again.
1745,"In the end, I congratulate my friends in Purvanchal and Eastern India for their numerous facilities and new development projects."
1746,PM expresses condolences on the passing away of Union Minister Shri Ananth Kumar
1747,Prime Minister Shri Narendra Modi has expressed condolences on the passing away of Union Minister Shri Ananth Kumar.
1748,"Ananth Kumar Ji, a politician, died."
1749,Ananth Kumar died.
1750,Prime Minister to Inaugurate the Ring Road and Babatpur Airport Road in Varanasi Tomorrow
1751,PM to Dedicate to the Nation the Inland Waterways Terminal on River Ganga in Varanasi
1752,"Prime Minister Narendra Modi will dedicate two important national highways in Varanasi on Monday, the 12th of November 2018. He will be accompanied by UP Governor Ram Naik, Union Minister for Road Transport & Highways, Nitin Gadkari and UP Chief Minister Yogi Adityanath."
1753,"The 16.55 km Varanasi Ring Road Phase-I has been completed at a cost of Rs 759.36 crore, while the work of four-laning and construction of 17.25 km Babatput-Varanasi road on NH-56 has cost Rs 812.59 crore."
1754,"The Babatpur Airport highway will link Varanasi to the airport and go on to Jaunpur, Sultanpur and Lucknow."
1755,The construction of the Varanasi Ring Road has begun.
1756,"There are a total length 2833 km of NH projects costing Rs 63,885 crore being planned for connecting Varanasi to other places in Eastern Uttar Pradesh."
1757,Prime Minister Narendra Modi will dedicate an inland waterways terminal on river Ganga in Varanasi.
1758,The PM will receive the country’s first container consignment to be sent on an inland waterways vessel.
1759,PM pays tributes to Indian soldiers who fought in First World War
1760,"The Prime Minister, Shri Narendra Modi, has paid tributes to the Indian soldiers who fought in the First World War."
1761,"""Today, as we mark one hundred years since the end of the horrific First World War, we reiterate our commitment towards world peace and pledge to work to further an atmosphere of harmony and brotherhood so that the trail of death and destruction caused by wars does not occur."
1762,India remembers its soldiers who fought in WW-1.
1763,"I have paid tributes at the Neuve-Chapelle Memorial in France and the Haifa Memorial in Israel. When PM Benjamin Netanyahuche came to India, he also paid tribute at the Teen Murti-Haifa Chowk."
1764,PM pays tributes to Acharya JB Kripalani and Maulana Abul Kalam Azad on their birth anniversaries
1765,"The Prime Minister, Shri Narendra Modi, has paid tributes toAcharya JB Kripalani andMaulana Abul Kalam Azadon their birth anniversaries."
1766,Prime Minister Narendra Modi is remembering Acharya JB Kripalani and Maulana Abul Kalam Azad on their birth anniversaries.
1767,"Prime Minister, Shri Narendra Modi has greeted the nation on the auspicious occasion of Bhai Dooj."
1768,"“भाई दूज के पावन पर्व की सभी देशवासियों को बहुत-बहुत बधाई।Greetings to you all on the special occasion of Bhai Dooj, a festival that celebrates the strong brother-sister bond”, the Prime Minister said."
1769,PM greets people on Gujarati New Year
1770,"Prime Minister, Shri Narendra Modi has greeted the people of Gujarat on the occasion of the Gujarati New Year."
1771,"The Prime Minister of Gujarat, Narendra Modi, is sending New Year greetings to all Gujaratis."
1772,PM offers prayers at Kedarnath Temple; takes an overview of progress of reconstruction projects
1773,Prime Minister Narendra Modi visited Kedarnath temple today. He offered prayers at the historic Kednarath Temple. He was briefed by senior officials about the reconstruction works.
1774,"The Kedarnath Temple complex is currently the focus of a major development and reconstruction effort, following the severe flood and landslide that affected the region in 2013."
1775,"PM celebrates Diwali with jawans in Harsil, Uttarakhand"
1776,"The Prime Minister, Shri Narendra Modi, today celebrated Diwali with jawans of the Indian Army and ITBP, at Harsil in Uttarakhand."
1777,The Prime Minister congratulated the jawans on the occasion of Diwali.
1778,The Prime Minister has been visiting soldiers on Diwali ever since he was the Chief Minister of Gujarat. He also visited ITBP during the Kailash Mansarovar Yatra.
1779,"The Prime Minister said India is taking great strides forward in the defence sector. He spoke of various measures being taken for welfare of ex-servicemen, including OROP (One Rank, One Pension)."
1780,"The Prime Minister said that the Indian Armed Forces draw admiration and appreciation across the world, in UN peacekeeping operations."
1781,The Prime Minister visited the army and interacted with people who had gathered to greet him on Diwali.
1782,PM greets nation on the auspicious occasion of Diwali
1783,"Prime Minister, Shri Narendra Modi has greeted the nation on the auspicious occasion of Diwali."
1784,Prime Minister Narendra Modi wishes happy Diwali.
1785,Prime Minister meets First Lady of the Republic of Korea
1786,"Prime Minister Narendra Modi met with H. E. Kim Jung-sook, First Lady of the Republic of Korea today."
1787,Kim Yo-jeong will be the Chief Guest at the Deepotsav event being organized by the State Government of Uttar Pradesh and the ground-breaking ceremony of Queen Suriratna Memorial in Ayodhya on 6 November 2018.
1788,"In their meeting today, the Prime Minister and First Lady Kim discussed the deep civilizational and spiritual links between India and Korea, and exchanged views on promoting people-to-people exchanges."
1789,The Prime Minister of India was awarded the Seoul Peace Prize.
1790,"The Prime Minister also warmly recalled the successful visit of President Moon Jae-in to India in July 2018, which imparted fresh momentum to India-Republic of Korea Special Strategic Partnership."
1791,Prime Minister felicitates crew of INS Arihant on completion of Nuclear Triad
1792,"The crew of INS Arihant, a nuclear submarine, returned from its first deterrence patrol."
1793,The Indian Navy successfully deployed INS Arihant.
1794,The Prime Minister has congratulated all those involved in the development and operationalisation of the SSBN.
1795,"The Prime Minister of India, Narendra Modi, praised the sacrifices of soldiers and scientists for the establishment of a credible nuclear triad."
1796,"The Prime Minister of India, Narendra Modi, has delivered a speech."
1797,The Prime Minister wishes success to the participants of the Deepawali festival.
1798,"As a responsible nation, India has put in place a robust nuclear command and control structure, effective safety assurance architecture and strict political control."
1799,"The Prime Minister, Shri Narendra Modi has greeted the Nation on the occasion of Dhanteras."
1800,Greetings on the auspicious occasion of Dhanteras.
1801,English Rendering of PM’s speech at the launch of Historic Support and Outreach Initiative for MSME sector
1802,"My eminent colleagues of the Cabinet Shri Arun Jaitley ji, Shri Giriraj Singh ji, Shri Shiv Pratap Shuklaji, Shri Pon Radhakrishnan ji, other supporters from the banking sector, financial institutions, the great business and industry leaders, important dignitaries joining today from all over the country, small scale entrepreneurs, ladies and gentlemen!"
1803,"In this event dedicated to the small scale industries of the country, I extend my heartfelt welcome and compliments to all you entrepreneurs joining from all parts of the country."
1804,"First of all, accept my advance best wishes on Deepawali and Hindu New Year."
1805,This time of the year is important for farmers because their crops and agri-products reach the market.
1806,The decisions taken during the Deepawali season have a big impact on the country's future.
1807,"Today, I want to share with the country landmark decisions taken by the government for the small industry sector."
1808,"Friends, these 12 decisions are also testimony of the fact that when Silos are broken and a Collective Initiative and Collective Responsibility isendorsed, when a Collective Decision is taken, then it has an ambient impact holistically."
1809,"In silos, all your dreams remain buried in the files. When silos break, the officers themselves speed up the matter and make sure decisions are taken faster."
1810,"12 decisions taken by the government are a great gift for Micro, Small and Medium Enterprises (MSME)."
1811,"Before presenting what the future shall be like, I would like to revisit with you some things of the past and the present."
1812,"Friends, it is well known that MSME or small scale industries are the means of livelihood of millions of people in India and play an important role in the economy."
1813,Small scale industries have been contributing significantly in several sectors.
1814,Kanchipuramsaree or Panipat handloom
1815,Hosiery of Ludhiana or bronze articles of Muradabad
1816,Banaraseesaree from Banaras or locks of Aligarh
1817,The auto industry of Jamshedpur and Pune or Chemical industry of Bharuch and electric pumps of Coimbatore
1818,"Handicrafts and Stone craft from Jodhpur and Kishangarh, as well as silver jewellery of Cuttack"
1819,Paintings of Madhubani or Sports Industry ofMeerut
1820,"""Small scale industries are spread far and wide across the expanse of the country."
1821,The importance of small scale industries to the people of the region cannot be overemphasized.
1822,Every district of our country holds a unique identity and that depends on the small scale industry of that district.
1823,"Upholding the rich traditions and heritage, our small industries have indeed strengthened over time and thereby contributing significantly to the Economy of India."
1824,"Friends, today India is shining as a bright spot in the Global Economy space."
1825,The MSME sector is responsible for bringing India to the stature of an Economic Powerhouse today.
1826,MSME sector in India has become the biggest shareholder in the past four years.
1827,India is heading towards leading the fourth industrial revolution.
1828,"Friends, government is unitedly moving forward with you to encourage you in all future endeavors."
1829,India has improved the infrastructure required to simplify the process of doing business here.
1830,India has moved a long way in the Ease of Doing Business Rankings.
1831,"The Ease of Doing Business initiative aims to simplify business procedures for micro, small and medium enterprises (MSMEs)."
1832,The government has special focus on developing the MSME sector.
1833,"In order to strengthen the sector, according to me a special focus has to be on the following five categories: "
1834,"A- You get capital easily, get loans at cheaper rate and ascertain cash flow"
1835,B- You get a market as well as an increased share on E-commerce platforms 
1836,C-Technology Upgradation is accessible
1837,D-Ease of Doing Business is enhanced and government interference is minimised
1838,E-Employees are guaranteed a sense of security
1839,I will elaborate on each category one after the other.
1840,"Let me first talk about category A–ie., you get capital easily, get loans at cheaper rate and ascertain cash flow and that too without several visits to the banks."
1841,This is your first requirement for starting a business: investing your own capital.
1842,"According to the official statistics, small entrepreneurs whose annual turnover is between 20 and 5 crores rupees have difficulty in getting loans. They often have problems in getting the loans and in clearing their outstanding bills."
1843,"To resolve this critical problem of yours, I am happy to announce a 59-minute loan portal being launched today nationwide."
1844,"Friends, some time ago there was an attempt to launch a trial under the leadership of ArunJaitley."
1845,"On the day when the portal will be implemented throughout the country, will they be able to approve the loans of 72 thousand small entrepreneurs?"
1846,"The counter showing how many MSME entrepreneurs have so far borrowed through this portal, got loans approved or renewed, is changing constantly."
1847,"Sitting in some faraway corner of the country, your entrepreneur contemporary has just got a loan of one crore rupees sanctioned in 59 minutes."
1848,The government is working hard to provide you hassle free access to resources.
1849,"I remember, when I was talking about this portal with the officers, I said that the information of the turnover of entrepreneurs is available in their GST Return, income is reported through their Tax Return, Cash Flow is also available via the bank account, then banks should simply adopt Analytics to assess the loan request and grant the loan."
1850,I had said that this facility should be promoted in a robust manner and it should be linked to all such platforms as GST Portal.
1851,"When you file your return on the GST portal, you will also get access to the facility of a 59 minute loan portal."
1852,"Friends, our efforts are that government faciltities should reach the doorstep of every MSME entrepreneur and businessmen paying GST."
1853,It is a new India.
1854,"Friends, now I come to today's second announcement."
1855,"While you do get intransigent approval of loan in 59 minutes, but it is also important that at what rate of interest you are getting."
1856,Now listen carefully to what I am going to say!
1857,"Friends,now it has been decided that every GST registered MSME will be given a rebate of two percent interest on new loan or incremental loan for a loan amount of upto Rupees One crore."
1858,This is the scope of your integrity and honesty. Joining GST and paying tax will make you secure and will entitle you to a discount of 2 percent interest on your loan.
1859,The government has prepared a Deepawali gift for exporters. The interest rate on the loan accrued by exporters is to be increased from 3 to 5%.
1860,The government decided to give a discount in the rate of interest to all MSME exporters.
1861,I am hopeful this move will increase the stakes of MSME Exporters.
1862,There are many announcements that will make it easier for you to get loans on reduced interests without visiting the banks.
1863,But I also want that the exigencies that force you to take a loan should further be reduced.
1864,"The approval of bills by large companies to which MSMEs supply goods is delayed for long periods, which makes it necessary to take a loan to manage the business."
1865,My third announcement is related to this. It is now mandatory that all companies with a turnover above 500 croresshall have to register on Trade Receivables e-Discounting System (TReDS) platform.
1866,"Many of you may know that TReDS is a platform which is a community of few MSME's, government PSUs, some banks as well as those companies to which these SMEs supply their goods."
1867,The government is planning to expand the scope of TReDS platform. All PSUs of the government have been instructed to join the TRe DS platform.
1868,The TReDS platform will offer benefits to companies with a turnover of 500 crores+.
1869,"A big company has purchased goods worth 10 Lakh rupees from a small scale entrepreneur. The entrepreneur has fulfilled the order, but the big company hasn't paid him for his supplies yet."
1870,"In such a scenario, the small trader receives help from the TReDS platform. He uploads a confirmation receipt or bill received from a big company on this platform and claims a timely payment. Since the bill is issued by a big firm, banks are liable to give credence to it and the SME businessman will receive an appropriate amount of financial support."
1871,There is no need to invest in your business.
1872,"However, on this occasionwith this announcement, I will also request the big companies that the bills associated with small scale industries should be accepted early and their payments should not be delayed."
1873,"If the payment is delayed, Small Scale Enterprises can register their grievances on the MSME Ministry's portal to solve the problem."
1874,It is the government's top priority that loans are easily available at low interest rates. My first three announcements have been in this direction.
1875,"The government has taken several important steps for the MSME sector. Now I come to category ""B"", which is creation of new market for the country's MSMEs."
1876,"Government companies bought about 1.14 trillion rupees worth of supplies last year from different sources, of which 20% must have been made MSME sector."
1877,The government has decided to increase the compulsory requirement of 20 percent to 25 percent.
1878,The fifth announcement is related to women entrepreneurs. It has been decided that 3% of the total purchase from the MSME sector will be reserved for women entrepreneurs and government companies must buy at least 3% from them.
1879,In my opinion today's decision will strengthen women entrepreneurship in the country.
1880,"The government has developed another platform to provide market for partners, MSME, GeM i.e. Government E-marketplace."
1881,"GeMarket (GeM) portal has given new opportunities to micro, small and medium enterprises (MSMEs) in India."
1882,"Friends, so far, over 1.5 lakh suppliers have been added to the GeM portal, which has 40 thousand MSMEs. 9.5 million orders have been given and transaction of around 14 thousand crores of rupees made."
1883,Just imagine how many entrepreneurs have reaped the benefit of this portal without sharing their earnings with or paying commission with any middlemen.
1884,The Central Government has made an important decision.
1885,All Central Government companies have been mandated to subscribe to GeM. They will register all their MSMEs vendors on this platform.
1886,"Friends, in today’s era of computerization and technology, e-commerce and online marketing, it is imperative for more small scale industry to join the portal to seek optimal benefit for their businesses."
1887,SMEs will need a quality certification to be able to sell their products on e-commerce platform.
1888,We are also developing this model of Aggregator to connect small industries with private sector companies.
1889,SMEs face two major challenges: Capital and Market and Technological Upgradation.
1890,The toolrooms set up in the country today are providing support to you in designing and improving product design.
1891,The previous government facilitated the trainings of more than three and a half million people in these toolrooms. The current government managed the training of six and half million.
1892,Today's seventh announcement that I am about to make is linked to this crucial topic of Technological upgradation.
1893,"The system of toolroom should be expanded. To achieve this, 20 hubs will be built across the country and 100 spokes such as Toolrooms will be installed. The package of six thousand crores is announced today."
1894,"This will provide MSMEs wider platform to develop better designs, enhance quality, and avail training and consultancysupportwhichwill prove to be highly beneficial."
1895,"After apprising you about the efforts being made to support you in Technological Upgradation, friends, I will now discusscategory ""D"" and that is - Ease of Doing Business."
1896,Many of you entrepreneurs work in the Pharma sector. Many of you manufacture and export medicines. Small companies producing life saving essential drugs have to sell their medicines through the brand of large companies.
1897,"My eighth announcement today is linked to pharma companies. Pharma companies belonging to MSME sector have the right to do business and for that reason, we have decided to make a dedicated cluster. 70% of the costs of the clusters shall be borne by the Central Government."
1898,"Freinds, you might have noticed that since the beginning of my speech I have been reiterating terms like technology, GST, online portal, Formalization, TReDS, GeM Portal and many other terms."
1899,GST has formalized and organized the economy. It has made it easy to connect business with new technology like Big Data Analytics. It will improve the Ease of Doing Business.
1900,I am of the strong opinion that this is going to be the foundation of a new Business Environment for new India.
1901,The government is going to make a ninth announcement today. MSMEs will have to file their returns once in a year instead of twice as in earlier years.
1902,Arunjihas is making his 10th declaration today.
1903,The government has decided that the allocation of factory visits will be decided only by a Computerized Random Allotment. It will record the details and status of his visit to a factory and his week later review visit. He will have to put it on his report portal in 48 hours.
1904,Inspectors should not be allowed to enter small scale industries without consulting with their superiors.
1905,"The government trusts you, it trusts all the citizens of our country."
1906,Today I am going to announce a major reform related to environmental laws for small scale industries. This is the 11th Deepawali gift from the government.
1907,The government has decided to consolidate the two stages of Environmental Clearance and Consent to Establish for MSMEs.
1908,The government will accept your returns on self-certification on trust.
1909,The number of enterprises in the Green and White category will be increased.
1910,"The Government believes that only if we trust our citizens and entrepreneurs we can protect the environment more effectively. Due to this trust, partaking in the country has increased and the results are visible in the enhancement of the country's forest cover."
1911,The government has made a major amendment in the Company Act to provide MSMEs some relief from legal complexities.
1912,"Friends, there were such provisions in the Companies Act that, due to minor mistakes or unintentional violations, merchants have often been jailed."
1913,All this work cost you a lot. Small and medium enterprises have been acing a lot of trouble because of it.
1914,I am happy to share with you all that the government has issued an Ordinance to save from such perils.
1915,The rules implemented presently have been changed by the government. Now you don't have to go to court to rectify minor mistakes. You can visit the relevant department to do that.
1916,"Another advantage of this is that, more than 60% of the cases filed in different special courts will now be out from there and will go under regional directors of NCLT-National Company Law Tribunal."
1917,The government has provided relief to small scale industries and single-owned companies.
1918,"Friends, now I move to the category ""E"".While taking these big decisions the government also made efforts to ensure social security to the skilled labours, artisans and labourers working in MSMEs.This is very crucial as this is an unorganised sector."
1919,"The government wants to link all the micro, small and medium enterprises (MSMEs) workers across the country to the government's social security schemes."
1920,"If the factory is a bit larger, then the facilities like Employee Provident Fund and ESIC will be acscertained. The new recruiters in MSME sector shall be eligible for the benefit of the Prime Minister's Employment Incentive Scheme."
1921,"Friends, these 12 decisions in the era of Globalisation will certainly strengthen the MSME sector and begins a new paradigm."
1922,"Loan facility in just 59 minutes, loan through GST portal, entrepreneurs linked to GST enjoy enhanced interest rates, cheap export credit, the decision to register all government companies as well as those with a turnover of more than 500 milliononTReDS platform and, government mandate of minimum 25 percentpurchase to be made from MSME's, compulsory threepercentpurchase from women entrepreneurs, registration of all government companies on GeM, 20 HUB and 100 Spokes nationwide for Technology Upgradation, formulation of Pharma Clusters, changes in labor laws, ease of return, inspection report in 48 hours, simplification of procedures related to environmental clearance and major changes in the Companies Act, all these decisions are going to strengthen the MSME sector and take it to new heights."
1923,The Center and the state government employees should work more effectively and contribute more towards nation building mission.
1924,"Friends, when my team is shouldering such a mission, and will put in so much hard work, then it is obligatory for me to also contribute in a big way."
1925,I will supervise 100 districts which have a legacy of MSMEs and are specialized in a certain skill or craft.
1926,"Friends, all you MSMEs of India are the Aspirational India, Ambitious India. With their hard earned earnings, you nurture themselves from seeds to big enterprises in the future."
1927,"The government is promoting micro, small and medium enterprises (MSMEs) as part of its economic development strategy."
1928,"I sincerely hope these campaigns will be beneficial for small scale industries, and MSMEs across the country will reap the benefitsof all these decisions."
1929,"I am also convinced that small enterprises will further give a new dimension to the industrial revolution of the country, and will lay the foundation stone of technology driven clean business."
1930,With all these developments you all shall contribute in escalating the momentum and vitality of Make In India initiative.With this conation I conclude my talk.
1931,"I am sure that this Deepawali will not only be auspicious for all of you, but will be harbinger of benefits and new opportunities for the entire MSME sector of the country."
1932,PM’s telephonic conversation with World Bank President
1933,"The Prime Minister received a call from the President of the World Bank, Jim Yong Kim, today."
1934,Kim Jong-un congratulates Prime Minister of India on its rise in the Ease of Doing Business rankings.
1935,Kim Jong-un has just become a world leader. He praised Prime Minister Modi for his unwavering commitment and leadership.
1936,Kim Jong-un congratulated the Prime Minister on the recent honours received by him.
1937,The World Bank will continue to support India's initiatives on ease of doing business.
1938,The World Bank President supported India's efforts to improve ease of doing business.
1939,PM launches historic Support and Outreach Initiative for MSME sector
1940,59 minute loan portal to enable easy access to credit for MSMEs
1941,Mandatory 25 percent procurement from MSMEs by CPSEs
1942,Ordinance for simplifying procedures for minor offences under Companies Act
1943,"The Prime Minister launched a programme for the Micro, Small and Medium Enterprises (MSMEs) sector today."
1944,The Prime Minister is announcing 12 decisions for MSMEs today.
1945,"The success of economic reforms launched by the Union Government can be gauged from the rise in India's ""Ease of Doing Business Rankings""."
1946,The Prime Minister is making 12 announcements aimed at facilitating the MSME sector.
1947,The Prime Minister launched the 59-minute loan portal and a link to it will be made available through the GST portal.
1948,"The Prime Minister announced two important economic development announcements. First, he announced a 2 percent interest subvention for all MSMEs and an increase in interest rebate for exporters."
1949,The third announcement made by the Prime Minister was that all companies with turnover more than Rs. 500 crore must join the Trade Receivables e-Discounting System.
1950,The Prime Minister has announced that public sector companies will have to buy 25% of their products from MSMEs.
