,content
750,The modern railway stations of Gandhinagar and Bhopal are becoming the identity of the Railways. Vande Bharat Express trains are giving speed and modern facilities to India's railways.
751,"There was a lot of indifference about the rail coach factories in the country till 7-8 years ago. Today, they are making modern trains and indigenous Vistadome coaches."
752,The endeavors to develop new facilities in Mumbai will benefit the city and its surrounding cities.
753,The approximate translation of PM's speech is in English. The original was delivered in Hindi.
754,PM to dedicate to the nation railway lines connecting Thane and Diva on 18th February 
755,"PM to also flag off two suburban trains of the Mumbai Suburban RailwayBuilt at a cost of about Rs 620 crores, the additional railway lines will significantly remove the interference of long distance train’s traffic with suburban train’s trafficThese tracks will also enable introduction of 36 new suburban trains "
756,"Narendra Modi will dedicate two railway lines connecting Thane and Diva on 18th February, 2022 at 4:30 PM. He will also flag off two suburban trains."
757,Kalyan junction is the main junction of Central Railway. The traffic coming from the North and Southern sides of the country merge at Kalyan and moves towards CSMT (Chhatrapati Shivaji Maharaj Terminus). There are four tracks in the area: two tracks for
758,Two additional railway lines connecting Thane and Diva have been built at the cost of more than Rs 620 crores.
759,PM condoles loss of lives in UP`s Kushinagar mishap
760,The Prime Minister expressed deep grief over the loss of lives in the Kushinagar mishap in UP.
761,"In a tweet, the Prime Minister said;"
762,PM condoles demise of noted Kannada writer and poet Shri Chennaveera Kanavi
763,"The Prime Minister, Shri Narendra Modi has expressed deep grief over the demise of noted Kannada writer and poet, Shri Chennaveera Kanavi."
764,"In a tweet, the Prime Minister said;"
765,Shri Chennaveera Kanavi's poetry and writings have enriched Kannada literature for decades.
766,"Shri Chennaveera Kanavi, whose poetry and writings enriched Kannada literature, has died."
767,"Narendra Modi and Sheikh Mohamed bin Zayed al Nahyan will hold a Virtual Summit on February 18, 2022."
768,The two leaders will also discuss bilateral cooperation and exchange views on regional and international issues of mutual interest.
769,"India's Prime Minister and Crown Prince of Abu Dhabi visited the United Arab Emirates in 2015, 2018 and 2019. There will be another visit of External Affairs Minister to UAE in 2021."
770,India and the US are strengthening their bilateral relations. Both sides worked closely during the Covid-19 pandemic. India is participating with one of the largest pavilions in Dubai Expo 2020.
771,The Comprehensive Economic Partnership Agreement (CEPA) between India and UAE has been completed.
772,India and UAE agreed on an Air Bubble Arrangement in 2020 to ease people movement between the two countries during the pandemic.
773,PM delivers inaugural address at TERI’s World Sustainable Development Summit
774,The environment and sustainable development have been key focus areas for him during his 20 years in office.
775,"Narendra Modi delivered the inaugural address at The Energy and Resources Institute’s World Sustainable Development Summit today via video message. Luis Abinader, President of the Dominican Republic, Dr. Mohamed Irfaan Ali, president of the Cooperative Republic of Guyana, Ms Amina"
776,The environment has been a key focus area for Prime Minister Narendra Modi all through his 20 years in office. He believes India has walked the talk on environmental issues.
777,The Prime Minister informed about LED bulbs distribution scheme that has been running for over seven years. The National Hydrogen Mission aims to tap into Green Hydrogen.
778,"The Prime Minister of India, Narendra Modi, said it is India's duty to protect the country's ecology."
779,The Aravalli Biodiversity Park in Haryana has been declared as an O.C.M. site for its effective conservation of biodiversity. Two more Indian wetlands have been recognised as Ramsar sites.
780,"Since 2015, more than 11.5 million hectares of degraded land have been restored. India is on track to achieve the national commitment of Land Degradation Neutrality under the Bonn Challenge. India has also raised its ambitions during CoP-26 at Glasgow."
781,"The Prime Minister of India, Narendra Modi, has said that climate justice can only be achieved through environmental sustainability. Successful climate actions also need adequate financing."
782,"The Prime Minister of India, Narendra Modi, is chairing the International Solar Alliance."
783,"Island Developing States are the most vulnerable and need urgent protection, he said."
784,The Prime Minister is promoting the two initiatives of LIFE - Lifestyle For Environment and Pro Planet People (3-Ps).
785,"I am delighted to join you at the 21st World Sustainable Development Summit.Environment and sustainable development have been key focus areas for me all through my 20 years in office, first in Gujarat and now at the national level: PM @narendramodi"
786,People call the planet fragile but it is us who is fragile. Our commitments to the planet and to nature have also been fragile.
787,The government has provided clean cooking fuel to 90 million households through Ujjwala Yojana and taken renewable energy to farmers through PM-KUSUM scheme.
788,Two more wetlands from India have been recognised as Ramsar sites. India now has 49 such sites.
789,"Denying India's growing energy needs would be denying life itself to millions, PM Narendra Modi says."
790,The International Solar Alliance aims to provide clean energy from a world-wide grid.
791,LIFE is a coalition of like-minded people who will promote sustainable lifestyles. PM Narendra Modi calls them 3Ps.
792,Indians have always lived in harmony with nature.
793,Text of PM’s inaugural address at TERI’s World Sustainable Development Summit
794,The environment and sustainable development have been key focus areas for me during my 20 years in office. I am delighted to join the Twenty First World Sustainable Development Summit.
795,"The planet is fragile. Our commitments to the planet and to nature have also been fragile. In India, we have walked the talk."
796,The PM-KUSUM scheme has taken renewable energy to the farmers. Standalone solar pumps and efforts for solarising existing pumps are being scaled up.
797,The setting up of the National Hydrogen Mission aims to tap into Green Hydrogen to power the future.
798,The Aravalli Biodiversity Park in Haryana has been declared as an O.C.M.E. site for its effective conservation of biodiversity. Two more wetlands from India have been recognised as Ramsar sites recently. Restoring degraded land has been one of India's
799,"To achieve climate justice, developed countries need to fulfil their commitments on finance and technology transfer."
800,The International Solar Alliance aims to provide clean energy from a world-wide grid.
801,The Coalition for Disaster Resilient Infrastructure (C.D.R.I.) is an initiative aimed at building resilient infrastructure in areas prone to frequent natural disasters. The Island Developing States are the most vulnerable and need urgent protection.
802,LIFE - LIfestyle For Environment is a global coalition of like-minded people who will promote sustainable lifestyles.
803,"In 2021, I spoke about how the health of people and the planet are inter-linked. Indians have always lived in harmony with nature. Indians will continue to act for climate resilient policies and practices."
804,"With these words, and with that solemn promise, I extend my best wishes to TERI and to all the participants from around the world at this Summit."
805,PM visits Sri Guru Ravidas Vishram Dham Temple in Delhi on Ravidas jayanti
806,"The Prime Minister, Shri Narendra Modi has visited Sri Guru Ravidas Vishram Dham Temple in Delhi and paid his obeisance on the occasion of Ravidas jayanti."
807,"In a series of tweets, the Prime Minister said;"
808,"""Very special moments at the Shri Guru Ravidas Vishram Dham Mandir in Delhi."""
809,संत रविदास जी का यह पवित्र धाम जन-जन के लिए एक प्रेरणास्थल है। मैं सौभाग्यशाली हूं कि एक सांसद के रूप में मुझे यहां के विकास कार्यों को पूरा करने का अवसर प्राप्त हुआ है। https://t.co/eH29NCJSJm
810,Guru Ravidas Vishram Dham Mandir in Delhi is celebrating its 70th anniversary today.
811,PM condoles demise of veteran singer and music composer Shri Bappi Lahiri
812,"The Prime Minister, Shri Narendra Modi has expressed deep grief over the demise of veteran singer and music composer Shri Bappi Lahiri."
813,"In a tweet, the Prime Minister said;"
814,Shri Bappi Lahiri Ji died. His music touched people across generations.
815,Shri Bappi Lahiri Ji passed away.
816,"PM condoles demise of veteran Bengali playback singer, Gitashree Sandhya Mukhopadhyay"
817,"The Prime Minister, Shri Narendra Modi has expressed deep grief over the demise of veteran Bengali playback singer, Gitashree Sandhya Mukhopadhyay."
818,"In a series of tweets, the Prime Minister said;"
819,Gitashree Sandhya Mukhopadhyay Ji passed away.
820,Gitashree Sandhya Mukhopadhyay Ji passed away.
821,PM remembers Sant Ravidas on the eve of his Jayanti
822,"The Prime Minister, Shri Narendra Modi, remembered Sant Ravidas on the eve of his Jayanti."
823,"In a series of tweets, the Prime Minister said;"
824,PM to deliver inaugural address at TERI’s World Sustainable Development Summit on 16th February
825,"Narendra Modi will deliver the inaugural address at The Energy and Resources Institute’s (TERI) World Sustainable Development Summit at around 6 PM on 16th February, 2022."
826,This year's World Sustainable Development Summit is being held in Johannesburg.
827,"The summit on intergovernmental organisations, ministers and envoys from more than 120 countries will be held in Guyana."
828,PM congratulates Indian space scientists on successful launch of PSLV C52 mission
829,"The Prime Minister, Shri Narendra Modi has congratulated Indian space scientists on the successful launch of PSLV C52 mission."
830,"In a tweet, the Prime Minister said;"
831,"The PSLV C52 mission successfully launched a satellite that will provide high resolution images for agriculture, forestry and plantations, soil moisture and hydrology as well as flood mapping."
832,"The launch of PSLV C52 mission successfully completed. EOS-04 satellite will provide high resolution images for agriculture, forestry and plantations."
833,PM Pays homage to Martyrs of Pulwama Attack
834,"The Prime Minister, Shri Narendra Modi has paid homage to all those martyred in Pulwama on this day in 2019 and recalled their outstanding service to our nation."
835,"In a tweet, the Prime Minister said;"
836,"In his New Year's Day message, Prime Minister Narendra Modi pays tribute to those who died in the Pulwama attack."
837,"On this day in 2019, Indian Prime Minister Narendra Modi pays tribute to those who died in the Pulwama attack."
838,"The PM meets H.E. Raila Amolo Odinga, former Prime Minister of Kenya."
839,"Narendra Modi met Raila Amolo Odinga, former Prime Minister of Kenya today."
840,"Former Kenyan Prime Minister Raila Amolo Odinga received a message from his friend and former colleague, H.E. Raila "
841,"India and Kenya enjoy strong bilateral relations and we welcome further strengthening of our ties."""
842,Former Kenyan Prime Minister Raila Odinga received a warm welcome from India's Prime Minister Narendra Modi.
843,PM meets Baba Gurinder Singh Dhillonof the Radha Soami Satsang Beas
844,"The Prime Minister, Narendra Modi today met Baba Gurinder Singh Dhillon of the Radha Soami Satsang Beas."
845,"In a tweet, the Prime Minister said :"
846,"RSSB's social service initiatives are commendable, according to PM."
847,I met Baba Gurinder Singh Dhillon Ji of the Radha Soami Satsang Beas.
848,"PM invites citizens for ideas for Mann ki Baat on 27th February, 2022"
849,"The Prime Minister, Shri Narendra Modi has invited citizens for ideas and suggestions for Mann ki Baat on 27th February, 2022."
850,"In a tweet, the Prime Minister said;"
851,This month's Mann Ki Baat will take place on the 27th of March.
852,This month's Mann Ki Baat is on the 27th. People can suggest the programme on MyGov or the NaMo App.
853,PM greets radio listeners and those who enrich this outstanding medium on World Radio Day
854,"The Prime Minister, Shri Narendra Modi has greeted all radio listeners and those who enrich this outstanding medium with their talent as well as creativity on World Radio Day."
855,"In a series of tweets, the Prime Minister said;"
856,World Radio Day is celebrated on March 14th.
857,Mann Ki Baat is a great medium to share positivity and recognise those who are at the forefront of bringing a qualitative change in the lives of others.
858,It is World Radio Day. 
859,PM pays tributes to Maharaja Surajmal on his Jayanti
860,"The Prime Minister, Shri Narendra Modi has paid tributes to Maharaja Surajmal on his Jayanti."
861,"In a tweet, the Prime Minister said;"
862,"Narendra Modi met Raila Amolo Odinga, former Prime Minister of Kenya."
863,"Narendra Modi met Raila Odinga, former Prime Minister of Kenya, on a private visit to India."
864,Modi met with Odinga for the first time in almost three and a half years.
865,The Prime Minister of India and the President of Kenya agreed to further strengthen India-Kenya relations.
866,Narendra Modi has congratulated Mr. Odinga on his election victory.
867,PM condoles demise of noted Industrialist Shri Rahul Bajaj
868,"The Prime Minister, Shri Narendra Modi has expressed deep grief over the demise of noted Industrialist Shri Rahul Bajaj."
869,"In a tweet, the Prime Minister said;"
870,The family and friends of Rahul Bajaj are mourning his death.
871,Rahul Bajaj Ji died. He was passionate about community service.
872,Remarks by Prime Minister Shri Narendra Modi at the One Ocean Summit
873,I congratulate President Macron on this important global initiative for oceans.
874,India has always been a maritime civilization.
875,Our ancient scriptures and literature talk about the gifts of the oceans including marine life.
876,"Today, our security and prosperity are linked to oceans."
877,India's ''Indo-Pacific Oceans Initiative'' contains marine resources as a key pillar.
878,India supports the French initiative of a ''High Ambition Coalition on Bio-diversity Beyond National Jurisdiction ''.
879,We hope for a legally binding international treaty this year.
880,India is committed to eliminating single-use plastic.
881,India recently undertook a nation-wide awareness campaign to clean plastic and other waste from coastal areas.
882,Three hundred thousand young people collected almost 13 tons of plastic waste.
883,I have also directed our Navy to contribute100 ship-days this year to cleaning plastic waste from the seas.
884,India will be happy to join France in launching a global initiative on single use plastics.
885,PM pays tributes to Pandit Deendayal Upadhyaya on his Punya Tithi
886,"The Prime Minister, Shri Narendra Modi has paid tributes to Pandit Deendayal Upadhyaya Ji on his Punya Tithi."
887,"In a tweet, the Prime Minister said;"
888,Prime Minister pays his obeisances to Sri Madhwacharya on Madhwa Navmi
889,"The Prime Minister, Shri Narendra Modi, has paid obeisances to Sri Madhwacharya on the occasion of Madhwa Navami. He has also shared a video of his speech which he delivered in February 2017."
890,"On the holy occasion of Madhwa Navami, Prime Minister Narendra Modi prays to Sri Madhwacharya."
891,"On the holy occasion of Madhwa Navami, I pay my respectful obeisances to Sri Madhwacharya."
892,PM to participate in the high level segment of One Ocean Summit on 11th February 
893,Narendra Modi will address the high-level segment of One Ocean Summit on 11th February at around 2:30 PM.
894,"The One Ocean Summit is taking place in Brest, France from 9-11 February."
895,English rendering of PM's reply to the Motion of Thanks to President's address in Rajya Sabha
896,"There has been extensive discussion on the Motion of Thanks to the President's address. The Hon’ble President had presented a brief outline of the several initiatives taken during the difficult pandemic period in the country and the steps taken to empower and change the lives of the Dalits, the poor"
897,The country is celebrating 75 years of Independence. Now it is important to decide where the country should reach when the country celebrates 100 years of independence.
898,"During the corona pandemic, 130 crore people from India took part in an initiative to introduce discipline in their lives. Today, the efforts of 130 crore Indian people are appreciated around the world. The aim of 100% vaccination coverage is achieved."
899,"During the Corona pandemic, India provided free ration to more than 80 crore people for a long period. It also provided pucca houses to thousands of poor families."
900,"During the first lockdown, the government provided tap water to five crore rural families. During the second lockdown, farmers produced bumper crops and record purchases were made at MSP. During this pandemic, several projects related to infrastructure were completed. In the same period, the development journey was carried forward and expanded"
901,Start-ups have become an identity of the youth of India. India ranks among the top 3 in the world of start-ups due to the youngsters.
902,During the pandemic India has always played a leadership role. Today this leadership is being appreciated and discussed around the world.
903,Atal Bihari Vajpayee recited a poem during a period of crisis.
904,"""Atal Ji's words reflect India's capabilities."
905,"During the Corona pandemic, a lot of efforts were made to move forward in all the sectors despite the obstacles. There was a bumper crop and record purchases made by the government. MSME sector got the highest benefit of the Atmanirbhar Bharat package. India has become the"
906,The tenders up to Rs 200 crores issued by the government will not be global and will benefit the people of India only.
907,"In the year 2021, about one crore and twenty lakh new people joined the EPFO payroll. About 60-65 lakhs of them are in the age group of 18-25 years, who have joined their first jobs."
908,"The hiring has increased after the Covid restrictions were lifted. According to the NASSCOM report, after 2017, 27 lakh IT jobs were created."
909,The number of unicorns made in India in one year is more than the previous years.
910,"There is a lot of talk about global inflation. America has one of the highest inflation rates in 40 years. Britain is experiencing the worst inflation hit in 30 years. In Pakistan, the inflation rate hovered around 4-5% from 2014 to 2020. During the previous UPA regime"
911,Some of my colleagues in this House presented a dismal picture of India. There was a long period of suffering till 2013. Then there was a bright ray of hope.
912,"Here in our scriptures it is said- महाजनो येन गतः स पन्थाः That is, the path walked by great personalities, stalwarts, becomes the path to be emulated."
913,The people's representative is the leader of the region. He/she should be concerned about the country and the people of his/her area only if he/she sits in the government or opposition.
914,Kharge ji should learn from Sharad Rao ji. Jairam ji has prepared two-three people for this work.
915,The country should proudly display the strength of the country in front of the whole world.
916,Vaccination is a great achievement of India. Some people in the House don't appreciate this fact.
917,"The government has taken every possible step to protect the citizens of the country and around the world. However, the immaturity of some party leaders in the last two years has left the country disappointed."
918,The people of Pakistan got vaccinated despite mistakes made by their leaders at the time of crisis.
919,The Prime Minister held 23 meetings with Chief Ministers during the Corona period.
920,The all-party meeting regarding the corona pandemic was called and the government had to give a detailed presentation. Some parties boycotted the meeting. Sharad Rao ji had attended the meeting and all the other parties including TMC had also given their valuable suggestions.
921,The export of Indian turmeric is increasing and the production and exports of AYUSH have seen phenomenal growth in the last seven years. The traditional medicine of India is making a mark in the world.
922,Ayushman Bharat is providing better primary healthcare facilities. 80 thousand health and wellness centres have been built and they are being equipped to provide modern services.
923,"Before the presentation of the budget, the government distributed Rs 64 thousand crores for the creation of Critical Health Infrastructure under PM Atmanirbhar Swasth Bharat Yojana."
924,Kharge ji was delivering a speech. It was said in the House that Congress had laid the foundation of India but BJP had just hoisted their flag on that.
925,Some people believe that India was born in 1947. This was not said in the House in a lighter vein. The policies of those who had got the opportunity to work for 50 out of 75 years have been affected by this mindset.
926,"This democracy is not at your mercy and you, those who had strangled democracy in 1975, should not speak on the glory of democracy."
927,Dynastic politics is the biggest threat to India's democracy. I want all the political parties to inculcate democratic ideals and values in their parties. Congress is the oldest party of India.
928,"It was said here - what would have happened if Congress had not been there? 'India is Indira, Indira is India' is the result of this thinking."
929,Mahatma Gandhi warned the Congress about the dangers of having the party in power.
930,"When Congress was in power, it hindered the development of the country. Now Congress is in opposition. Congress has an objection to the concept of 'Nation'. Congress was named 'Indian National Congress'. Congress should change the name to 'Federation of Congress'."
931,"The House is the House of senior leaders from various states. Here, several colleagues from parties like Congress, TMC and Left had given lectures about federalism."
932,"Democracy is not only about preaching, it's also about listening."
933,"The House is discussing federalism. Many colleagues including Congress, TMC, and Left have presented many ideas regarding federalism here. The House is full of senior leaders from different states. Babasaheb Ambedkar had said about it in the Constituent Assembly."
934,The federation is a union because it is integrated.
935,"Babasaheb Ambedkar has clarified the concept of administrative systems and 'Nation'. In our country, Chief Ministers were removed for petty things at the airport. At least 50 state governments were overthrown by President's rule. As a Chief Minister, I saw the injustice done to the states"
936,Every Indian knows the answers to all these questions and today they are suffering due to it.
937,"The policy of Congress high command works in 3 ways: First Discredit, then Destabilise and then Dismiss."
938,Atal ji created three states peacefully. Congress divided Andhra Pradesh in a shameful manner.
939,"It doesn't matter which party is ruling which state, it is our job to encourage them to develop."
940,The composition of the GST Council itself is an example of a good structure for strong federalism in India. The finance ministers of the states and the Finance Minister of India sit together around the same table and discuss. All decisions of GST have been taken with consensus.
941,"Aspirational Districts, 100 districts selected in the country on the basis of different parameters, were brought up to the level of average districts of the states. Now, all the states except for one are working together to improve the situation of these districts."
942,"The natural resources of India are filling the treasury of the nation. In 2000, we auctioned mineral resources. Since then, the state governments have received the revenue from the auctioned resources. Odisha has been one of the first states to implement these reforms."
943,The Urban Naxals have completely captured the mind of the Congress and they say that history is being changed.
944,"In Amrit Kaal, people are shown 50 years of history, 200 years history, 300-350 years history and Chhatrapati Shivaji's history. The purpose is to sharpen their memory and remind them about the glorious history of India."
945,"In his speech, Prime Minister Narendra Modi talks about the reforms brought by his government for the betterment of women in India."
946,This year marks 60th anniversary of Goa Liberation. Goa was kept in slavery for 15 years after India's independence. Pandit Nehru's biggest concern was to protect his international image. He didn't want Goa to suffer.
947,"On 15th August, Pandit Nehru had said at the Red Fort that there is no army around Goa. He had further made some statements as people were doing Satyagraha there. Jagannath Raj Joshi from Karnataka was leading the movement. The Satyagrah"
948,The whole country is saddened by the demise of Lata Mangeshkar ji. The country was also treated very badly by the Congress regime. The freedom of expression was taken away from the Goa family. Hridaynath ji was fired from All India Radio for presenting a patriotic
949,"""I request all the members of the House to have faith in India's bright future."
950,I approve the President's address. We have to put an end to the tradition of 'mine-yours'. The whole world looks up to India with great hope and pride.
951,The approximate translation of PM's speech is in English. The original was delivered in Hindi.
952,PM condoles loss of lives of Indian Army Personnel due to an avalanche in Arunachal Pradesh 
953,"The Prime Minister, Shri Narendra Modi has expressed deep grief and sorrow over the loss of lives of Indian Army Personnel due to an avalanche in Arunachal Pradesh."
954,At least six Indian Army personnel died in an avalanche in Arunachal Pradesh.
955,Indian Army personnel killed in an avalanche in Arunachal Pradesh were serving their country.
956,PM’s reply to the Motion of Thanks on the President’s Address in Rajya Sabha
957,“The people of India have taken the vaccine. There have been 23 meetings with respected Chief Ministers on the issue.”
958,"The Prime Minister, Shri Narendra Modi, today replied to the motion of thanks on the President’s address to Parliament in the Rajya Sabha."
959,The world is still battling COVID-19. The people of India have taken the vaccine.
960,"During the last pandemic, India ensured that 80 crore citizens get access to free ration, record houses for the poor are built and water connections are provided to 5 crore people. Indian farmers produced bumper harvests and youth with start-ups made India one of the top three start-"
961,The Prime Minister underlined that India has played a leadership role during this pandemic.
962,"In the year 2021, around 1 crore 20 lakh people have enrolled themselves on the EPFO payroll portal. Around 60 to 65 lakh of them are aged between 18 and 25 and this is their first job. India is experiencing high growth with medium inflation."
963,The Prime Minister said that being in the opposition does not mean stopping working towards solving people's issues.
964,The Prime Minister has held 23 meetings with respected Chief Ministers on the COVID-19 issue. He expressed grief over the opposition's boycott of the all-party meeting on the issue.
965,There are more than 80 thousand health and wellness centres providing better primary healthcare facilities under Ayushman Bharat.
966,The biggest threat to democracy is dynastic parties.
967,"If there was no Congress, there would be no Emergency, Sikhs would never have been massacred, and Kashmiri Pandits would not have happened, Prime Minister Narendra Modi said."
968,India's progress will be stronger when it addresses regional aspirations in line with national development.
969,The Prime Minister said that we should end the tradition of differentiation and to walk together with the same mindset is the need of time.
970,Rajya Sabha speaker speaks in the Rajya Sabha.
971,The world is still fighting COVID-19.
972,People in India have taken the vaccine.
973,"During the pandemic, India ensured 80 crore citizens get access to free ration and record houses for the poor are built, these houses are equipped with water connections."
974,Some members of the Rajya Sabha have said that India's vaccination drive is not a big deal.
975,There have been 23 meetings with respected Chief Ministers on the issue of Fighting COVID-19.
976,Some parties boycotted the all-party meeting on COVID-19 issue.
977,We will never learn lessons in democracy from those who trampled over democracy in 1975: PM @narendramodi in the Rajya Sabha
978,"The biggest threat to democracy is dynastic parties. When one family gets too prevalent in a political party, political talent suffers."
979,"Some Members asked- if there was no Congress, what would happen...I would like to say, if there was no Congress there would be no Emergency, there would be no caste politics, Sikhs would never have been massacred, the problems of Kashmiri Pandits would not have happened: PM"
980,We do not see any conflicts between national progress and regional aspirations: PM @narendramodi in the Rajya Sabha
981,English rendering of PM’s reply to the Motion of Thanks on President's address in Lok Sabha
982,The President has talked about the recent efforts regarding AatmaNirbhar Bharat and Aspirational India in his speech.
983,"The country has lost Lata Didi whose voice has captivated, inspired and infused the country with emotions. She sang in about 36 languages."
984,"After the Second World War, the world is moving towards a new world order. India should not underestimate itself for a leadership role. The Amrit Mahotsav of 75 years of independence is an inspiring occasion."
985,"The Pradhan Mantri Awas Yojana has been going on for a long time. Today, the houses of the poor are worth several billions of rupees."
986,"After many years of independence, there is a gas connection in the house of the poor."
987,"The poor have their own bank accounts and they are using the bank accounts through mobile phones without going to the bank. The amount given by the government is directly reaching their accounts under the Direct Benefit Transfer. However, there are some people who are stuck in 2014 and they have suffered because of that."
988,"The condition of the Congress is such that the people of Nagaland, Odisha, Goa, Tripura, UP, Bihar, Gujarat and West Bengal have stopped voting for the party."
989,It has been 20 years since Jharkhand was formed and Congress has been trying to make a back door entry since then.
990,The people of India are rejecting the system after a long period of rule.
991,"(When he says day to night, then agree to it immediately,"
992,"If you don't mind him wearing a veil during the day, he will twist the reality a little."
993,"He is proud of his own intellect so much,"
994,(Don't show him the mirror. He'll break it.
995,The Amrit Mahotsav celebrates 75 years of independence.
996,“SabkaPrayas” is a positive response to India’s achievements.
997,The world is facing the biggest crisis of the global pandemic in a hundred years. Made in India Covidvaccines are the most effective in the world. India is getting closer to the goal of 100 percent first dose.
998,Corona was a global pandemic. Now it's being used for party politics.
999,Congress has crossed its limits during this Corona period.
1000,"The WHO advised people to stay put during the first wave of the lockdown. Then, Congress members gave free railway tickets to workers in Mumbai and encouraged them to leave to spread Corona there."
1001,Corona spread to other parts of India because of the wrongdoings of the previous government in Delhi.
1002,What kind of politics is this at the time of crisis in mankind? How long will this party politics last?
1003,The entire country is shocked by the conduct of Congress. The country is facing the biggest crisis in a hundred years. Congress leaders should introspect.
1004,"Coronavirus has tested Modi's patience. If Modi says 'vocal for local', drop the words. If Mahatma Gandhi's message is repeated, the country will benefit."
1005,"Yoga has established itself in the world during Corona. It would have been better had you told people to practice Yoga as they were home-bound due to the crisis. You may have a problem with Modi, but let the ‘Fit India Movement’ continue and let the youth of the"
1006,Sometimes politicians make up their minds not to return to power for the next 100 years.
1007,India's economic policies during the Corona period are exemplary in themselves.
1008,India is the fastest growing economy among the major economies of the world today.
1009,The country provided free ration to more than 80 crore people during the Corona period.
1010,"According to official statistics, India's exports are at a record high level."
1011,There are some obstructions in the House when the debate gets heated.
1012,The minister Pralhad ji stopped everyone from interrupting the discussion. There was a threat from the other side to do the same to his leader if he stopped them.
1013,Nobody will throw you out of this session if you improve your CR.
1014,There is record investment in renewable energy in India today.
1015,The reforms necessary to save the country during the Corona crisis were necessary and today we are in this position.
1016,"India has done a lot for small farmers. We provided necessary support to every industry, including MSMEs, simplified rules and procedures. India has continuously maintained the supply of fertilizers to farmers. India made several decisions to take the farming and small farmers out of the crisis."
1017,"People who have antipathy towards small farmers have no right to do politics in the name of farmers. If we want freedom from poverty, we have to make our small farmers strong. If the rural economy is to be strengthened, we need to strengthen the small farmers."
1018,"Even after 75 years of independence, some people can't change the mentality of slavery."
1019,"Even today, the country lives in the mentality of slavery."
1020,"The slave mentality, the standard of life of the 19th century and the 20th-century laws cannot meet the aspirations of the 21st century."
1021,"The Saryu Canal Project in UP started in the 1970s and costed many times, but was completed after the government was formed. Arjun Dam Project started in 2009, but only one-third of the expenses were made till 2017. The old approach to the Gorakhpur"
1022,The Prime Minister's GatiShakti Master Plan is moving with a holistic approach and not in bits. Rural roads are being built at the fastest pace since independence.
1023,"The country is building a network of new airports, heliports and water drones. National Highways are being electrified. Optical Fiber Networks are being built in more than 6 lakh villages."
1024,The pace of development is picking up and the country is working in that direction. Modern infrastructure is the need of the country today and unprecedented investment is being made to create employment.
1025,"The AatmaNirbhar Bharat campaign is aimed at creating more employment opportunities in the economy. The major focus is on MSMEs and textiles. In order to protect small industries, the government has started a special scheme worth three lacs rupees. About 14% of"
1026,The scheme has a positive impact on the MSME sector.
1027,The Mudra Yojana is successful for women. It has benefited crores of poor people. The street vendors are getting loans from banks and digital transactions.
1028,The PM GatiShakti Master Plan aims to reduce logistic costs and improve infrastructure to boost the economy.
1029,"The government has opened new sectors for entrepreneurs. It has eliminated 25,000 compliances. It invited private sector to become partners in the development of the country."
1030,"The country is coming out of the old concept that the government creates destiny. When an opportunity is given to the youth of the country then what are the results? 60,000 start-ups were working in the country before 2014. Now unicorns are being created out of this and the"
1031,India's Unicorns are moving towards making the century.
1032,Adhir Ranjan is proud of India's position in terms of start-ups and unicorns.
1033,"Some people enjoy intimidating the youth, entrepreneurs and the best creators of the country."
1034,"Some of our unicorns have the potential to become multinational companies, but there are people in Congress who say that enterprising people are variants of coronavirus."
1035,Those who do not learn from history get lost in history.
1036,"This government is run by Tatas and Birlas. I am saying this because all their prominent people, who led the country, feature in the decades between the 60s and 80s. The allies enjoying power with the Congress used to call the governments of Pandit Nehru ji"
1037,"Some people oppose Make in India because it means an end to commissions, corruption and filling of coffers."
1038,"Since they themselves are not able to succeed, therefore, they (are creating) this negativity and an atmosphere of despair in the country! But the youth of the country have become aware of the games which are being played to derail the country."
1039,"In his speech, Prime Minister Narendra Modi talks about the government's attitude towards Make in India and its relation to the defence sector. He wants the country to be self-reliant in this sector."
1040,The budget proposes to develop more and more defence equipment in India and buy it from Indian companies only. This will put an end to purchases from outside. India wants to become a big defence exporter.
1041,"During the last five years of the Congress-led UPA government, the country had to face double-digit inflation for almost the entire term. In 2011, the then Finance Minister had shamelessly told people not to expect any Aladdin magic to bring down inflation. Chidambaram j"
1042,Inflation is directly linked to the common man. The primary goal of the fiscal policy is to rein in inflation.
1043,Inflation during the Congress rule was more than 10%. Inflation this year is 5.2%. Food inflation has been less than 3%. 
1044,"The first Prime Minister of India, Jawaharlal Nehru ji, said that sometimes the war in Korea affects the prices of commodities."
1045,"Had Congress been in power today, it would have abandoned inflation citing Corona. Today inflation in America and OECD countries is almost seven percent."
1046,The poor of this country are conscious of the fact that the Congress had been winning elections on the slogan of ‘GaribiHatao’ since 1971.
1047,The youth of the country disrupt because they know that they are going to be hit hard.
1048,The poor have removed the Congress from power. Congress changed the definition of poverty and made 17 crore poor people rich on paper in one stroke.
1049,There have been surprising mentions about the nation in the House.
1050,"“It is fascinating to find how the Bengalis, the Marathas, the Gujaratis, the Tamils, the Andhras, the Oriyas, the Assamese, the Canarese, the Malayalis, the Sindhis, the Punjabis, the Pathans, the Kashmiris, the Rajputs, and the great central block comprising the Hindustani-speaking people, have retained their peculiar characteristics for hundreds of years, have still more or less the same virtues and failings of which old tradition or record tells us, and yet have been throughout these ages distinctively Indian, with the same national heritage and the same set of moral and mental qualities.”"
